start	
301882	An orb holding a Guardian's memory
301883	An orb holding a Guardian's memory
301884	An orb holding a Guardian's memory
//神板 3:12 2013-05-22
42178	Scorching Chaos Eye (Fire) 7 Days
42179	Scorching Chaos Eye (Water) 7 Days
42180	Scorching Chaos Eye (Wind) 7 Days
42181	Scorching Chaos Eye (Earth) 7 Days
42182	Scorching Chaos Eye (Darkness) 7 Days
42183	Abysmal Chaos Eye (Fire) 7 Days
42184	Abysmal Chaos Eye (Water) 7 Days
42185	Abysmal Chaos Eye (Wind) 7 Days
42186	Abysmal Chaos Eye (Earth) 7 Days
42187	Abysmal Chaos Eye (Darkness) 7 Days
42188	Lamenting Chaos Eye (Fire) 7 Days
42189	Lamenting Chaos Eye (Water) 7 Days
42190	Lamenting Chaos Eye (Wind) 7 Days
42191	Lamenting Chaos Eye (Earth) 7 Days
42192	Lamenting Chaos Eye (Darkness) 7 Days
42193	Pitch-black Chaos Eye (Fire) 7 Days
42194	Pitch-black Chaos Eye (Water) 7 Days
42195	Pitch-black Chaos Eye (Wind) 7 Days
42196	Pitch-black Chaos Eye (Earth) 7 Days
42197	Pitch-black Chaos Eye (Darkness) 7 Days
42198	Judging Chaos Eye (Fire) 7 Days
42199	Judging Chaos Eye (Water) 7 Days
42200	Judging Chaos Eye (Wind) 7 Days
42201	Judging Chaos Eye (Earth) 7 Days
42202	Judging Chaos Eye (Darkness) 7 Days
42203	Hell's Chaos Eye (Fire) 7 Days
42204	Hell's Chaos Eye (Water) 7 Days
42205	Hell's Chaos Eye (Wind) 7 Days
42206	Hell's Chaos Eye (Earth) 7 Days
42207	Hell's Chaos Eye (Darkness) 7 Days
43178	Available Class: Berserker\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nFire Damage +500\n\nCreate a Chaos Eye for 7 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43179	Available Class: Berserker\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWater Damage +500\n\nCreate a Chaos Eye for 8 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43180	Available Class: Berserker\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWind Damage +500\n\nCreate a Chaos Eye for 9 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43181	Available Class: Berserker\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nEarth Damage +500\n\nCreate a Chaos Eye for 10 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43182	Available Class: Berserker\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nDarkness Damage +500\n\nCreate a Chaos Eye for 11 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43183	Available Class: Dragon Knight\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nFire Damage +500\n\nCreate a Chaos Eye for 7 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43184	Available Class: Dragon Knight\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWater Damage +500\n\nCreate a Chaos Eye for 8 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43185	Available Class: Dragon Knight\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWind Damage +500\n\nCreate a Chaos Eye for 9 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43186	Available Class: Dragon Knight\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nEarth Damage +500\n\nCreate a Chaos Eye for 10 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43187	Available Class: Dragon Knight\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nDarkness Damage +500\n\nCreate a Chaos Eye for 11 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43188	Available Class: Valkyrie\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nFire Damage +500\n\nCreate a Chaos Eye for 7 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43189	Available Class: Valkyrie\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWater Damage +500\n\nCreate a Chaos Eye for 8 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43190	Available Class: Valkyrie\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWind Damage +500\n\nCreate a Chaos Eye for 9 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43191	Available Class: Valkyrie\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nEarth Damage +500\n\nCreate a Chaos Eye for 10 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43192	Available Class: Valkyrie\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nDarkness Damage +500\n\nCreate a Chaos Eye for 11 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43193	Available Class: Elementalist\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nFire Damage +500\n\nCreate a Chaos Eye for 7 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43194	Available Class: Elementalist\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWater Damage +500\n\nCreate a Chaos Eye for 8 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43195	Available Class: Elementalist\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWind Damage +500\n\nCreate a Chaos Eye for 9 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43196	Available Class: Elementalist\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nEarth Damage +500\n\nCreate a Chaos Eye for 10 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43197	Available Class: Elementalist\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nDarkness Damage +500\n\nCreate a Chaos Eye for 11 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43198	Available Class: Shadow\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nFire Damage +500\n\nCreate a Chaos Eye for 7 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43199	Available Class: Shadow\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWater Damage +500\n\nCreate a Chaos Eye for 8 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43200	Available Class: Shadow\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWind Damage +500\n\nCreate a Chaos Eye for 9 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43201	Available Class: Shadow\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nEarth Damage +500\n\nCreate a Chaos Eye for 10 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43202	Available Class: Shadow\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nDarkness Damage +500\n\nCreate a Chaos Eye for 11 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43203	Available Class: Mystic\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nFire Damage +500\n\nCreate a Chaos Eye for 7 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43204	Available Class: Mystic\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWater Damage +500\n\nCreate a Chaos Eye for 8 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43205	Available Class: Mystic\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nWind Damage +500\n\nCreate a Chaos Eye for 9 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43206	Available Class: Mystic\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nEarth Damage +500\n\nCreate a Chaos Eye for 10 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
43207	Available Class: Mystic\nAll Stat+13\nMax.SD +3000\nSD Converted from Damage +5%\nDarkness Damage +500\n\nCreate a Chaos Eye for 11 dyas.\nRight click to remove the seal and obtain a Chaos Eye.
60901	Chaos Zone
//神板 5:30 2013-05-22
29019	Increase the Movement Speed of party members by %s for a certain period of time.
28959	Increase the Water, Earth Elemental damage of party members by %s.
29958	Increase the Fire, Wind Elemental damage of party members by %s.
//神板 5:33 2013-05-22
2641	%s successfully occupied %s
401438	Escort Captain Schultz
//神穿 10:36 2013-05-23
155776	Shelter for Spirits
158776	[Mission] Eliminate Montros at the Shelter for Spirits
//神板 5:43 2013-05-23
5267	you can not use now.\nReset Daily Quest Item is available once a day, initialized based on the day at 24:00.
5268	Daily Quest was initiated at %s-%s-%s %s:%s
//神板 8:02 2013-05-23
46747	1302 Update Commemorative Equipment Exchange Voucher
46748	An equipment exchange voucher issued to give a little support to the heroes returning or newly joining with the 1302 Update!!\nPresent the voucher to '[1302 Update Commemorative Equipment Exchange Center] Mr. A.S.' in Waldchen to exchange it for the equipment you want.
45781	[Berserker Only] 1302 Update Commemorative Supply Box
45782	[Dragon Knight Only] 1302 Update Commemorative Supply Box
45783	[Shadow Only] 1302 Update Commemorative Supply Box
45784	[Valkyrie Only] 1302 Update Commemorative Supply Box
45785	[Elementalist Only] 1302 Update Commemorative Supply Box
45786	[Mystic Only] 1302 Update Commemorative Supply Box
45787	[Berserker Only] 1302 Update Commemorative Weapon Box
45788	[Dragon Knight Only] 1302 Update Commemorative Weapon Box
45789	[Shadow Only] 1302 Update Commemorative Weapon Box
45790	[Valkyrie Only] 1302 Update Commemorative Weapon Box
45791	[Elementalist Only] 1302 Update Commemorative Weapon Box
45792	[Mystic Only] 1302 Update Commemorative Weapon Box
45793	[Berserker Only] 1302 Update Commemorative Armor Box
45794	[Dragon Knight Only] 1302 Update Commemorative Armor Box
45795	[Shadow Only] 1302 Update Commemorative Armor Box
45796	[Valkyrie Only] 1302 Update Commemorative Armor Box
45797	[Elementalist Only] 1302 Update Commemorative Armor Box
45798	[Mystic Only] 1302 Update Commemorative Armor Box
46781	1302 Update Commemorative Supply Box!\nIf you bought a box that doesn't match your class by mistake, you can sell it back to the shop to return it to voucher form.
46782	A powerful weapon box issued for newly joined heroes!
46783	A powerful armor box issued for newly joined heroes!
46691	Equipment issued to newly joined heroes, usable only for a limited period. Its performance matches other hero-grade gear, but it is designed to fit you alone and cannot be transferred. The instructions say that combining it with a 'Violet Fragment' obtainable from monsters makes it yours permanently.
41648	This fragment has 2 uses!\n\n1. For those eligible for the 1302 Update Commemorative Event (returning/new)\nIt can turn the issued [Exclusive-Time-limited] gear into an [Elite Tier 1 Item]. Visit the <Crafting Store>.\n\n2. For those not eligible for the 1302 Update Commemorative Event\nTake it to the alchemist Ein to receive a reward.
9666	1302 Update Commemorative Event
//神板 9:55 2013-05-23
155780	Shelter for Spirits Secured
158780	Complete all Shelter for Spirits AC below.
92330	Collect all Mikelon Bust. The Shelter for Spirits monsters drop Mikelon Bust. 
92331	Collect all Ice Cube of Shelter. The Shelter for Spirits monsters drop Ice Cube of Shelter. 
92332	Collect all Ancient Slate. The Shelter for Spirits monsters drop Ancient Slater. 
92333	Collect all Forgotten Coin. The Shelter for Spirits monsters drop Forgotten Coin. 
92334	Hunt the Captain monster that appears at the Shelter for Spirits.
90341	Shelter for Spirits Cleared
92341	Complete Shelter for Spirits Main Mission.
92336	Hunt Boss monster Storm Herrme.
92337	Hunt Lucky monster Dishope.
92339	Hunt AC monster Urudi.
//神板 12:52 2013-05-27
28210	Reflects %s of the damage back to the enemy for the duration.
29727	Attacks the enemy to inflict powerful damage of %s, and stuns the enemy by %s chance with the power of sacred chains.
29809	Treats the stun, holding, down status and frozen status of nearby friendly units. The skill application range expands and number of targets increases as your skill level increases.
//神板 18:14 2013-05-27
12268	Rest EXP
12269	100% additional EXP gain when hunting monsters
//神穿 10:21 2013-05-28
29002	Increase your defence power by %s.
29004	Increase your critical damage by %s.
29006	Increase your critical chance by %s%%.
29008	Decrease your skill cooldown by %s.
29014	Increase your skill range by %s.
29016	Increase your attack speed by %s.
29018	Increase your skill damage by %s.
29020	Increase your movement speed by %s.
29010	Increase your chance to ignore enemy skill effects by %s%%.
29012	Increase your defence success Rate by %s%%.
28967	Increase your elemental damage of Water, Earth by %s.
29966	Increase your elemental damage of Fire, Wind by %s.
26023	Inflicts %s damage on enemies within range by exploding ether and puts them in Frozen state by %s chance.
//神板 12:18 2013-05-28
92327	Collect Shelter for Spirits Treasure Chests. The Shelter for Spirits Treasure Chests is in the Ancient Resting Place. It can be found if you collect Shelter for Spirits Keys and Shelter for Spirits Treasure Maps.
//神穿 10:01 2013-05-29
401439	Escort Captain Juracle
//神板 15:06 2013-05-29
402452	Recruit Crash Course
402453	From here on it's the real thing!
2445	(Lv%d~%d)
//神板 3:47 2013-05-29
25098	Dark Pain
25107	Dark Poision
25108	Dark Burn
//神板 5:01 2013-06-03
301692	Supporter Badge
301693	A badge proving membership of the supporter corps.
//神板 5:22 2013-06-10
90338	Hunting Edmund
92338	Hunt Lucky monster Edmund.
90850	Hunting Venomin
92850	Hunt Lucky monster Venomin.
//神板 7:19 2013-06-10
46618	An event badge issued to VIP customers. Usable until the regular maintenance on July 11. <Right-click to activate>
//神板 5:58 2013-06-11
402454	Mission Tree of Knowledge (Daily)
402455	Mission Supply Route Prevention (Daily)
402456	Mission Shelter for Spirits (Daily)
402457	Mission Tree of Knowledge
//神板 5:34 2013-06-12
28520	[Life Spirit's skill] Restores nearby friendly units' HP by %s.
26507	Resurrection
48677	Incomplete Armor Box <Mystic>
//神板 12:18 2013-06-14
29504	Maximum HP, Maximum MP, Basic Attack, Basic Defence, and to summon the Life Spirit strengthened by %s compared with Player's Character for 60 minutes.
29508	Maximum HP, Maximum MP, Basic Attack, Basic Defence, and to summon the War Battler strengthened by %s compared with Player's Character for 60 minutes.
29511	Maximum HP, Maximum MP, Basic Attack, Basic Defence, and to summon the Destroyer strengthened by %s compared with Player's Character for 60 minutes.
//神板 12:32 2013-06-25
2766	kick Vote
2767	The conduct of %s expulsion vote. If you argee with the kick, Click "Yes" or Click "No". It must be unanimous in order to kick.
2768	Voting time remaining until closing : %sseconds
2769	Yes
2770	No
2771	Yes:%svotes
2772	No:%svotes
2773	Voting time remaining until closing : %sseconds
2775	The kick vote was passed. %s has been kicked from battlefield.
2776	The kick vote was rejected. 1 minutes can not be kick for voting against the same target.
//神板 15:32 2013-06-26
5644	The game is closing because it was not launched through the proper procedure.\nPlease run the game launcher (Sun2.exe) to connect to the game.
5645	Chinese game slogan
//神板 18:50 2013-06-28
12271	Low Grade Piercing Agate Zard
12272	Low Grade Piercing Amber Zard
12273	Low Grade Piercing Amethyst Zard
12274	Low Grade Piercing Aquamarine Zard
12275	Low Grade Piercing Aventurine Zard
12276	Low Grade Piercing Bloodstone Zard
12277	Low Grade Piercing Carnelian Zard
12278	Low Grade Piercing Citrine Zard
12279	Low Grade Piercing Epidote Zard
12280	Low Grade Piercing Garnet Zard
12281	Low Grade Tough Agate Zard
12282	Low Grade Tough Amber Zard
12283	Low Grade Tough Amethyst Zard
12284	Low Grade Tough Aquamarine Zard
12285	Low Grade Tough Aventurine Zard
12286	Low Grade Tough Bloodstone Zard
12287	Low Grade Tough Carnelian Zard
12288	Low Grade Tough Citrine Zard
12289	Low Grade Tough Epidote Zard
12290	Low Grade Tough Garnet Zard
12291	Low Grade Sharp Agate Zard
12292	Low Grade Sharp Amber Zard
12293	Low Grade Sharp Amethyst Zard
12294	Low Grade Sharp Aquamarine Zard
12295	Low Grade Sharp Aventurine Zard
12296	Low Grade Sharp Bloodstone Zard
12297	Low Grade Sharp Carnelian Zard
12298	Low Grade Sharp Citrine Zard
12299	Low Grade Sharp Epidote Zard
12300	Low Grade Sharp Garnet Zard
12301	Low Grade Solid Agate Zard
12302	Low Grade Solid Amber Zard
12303	Low Grade Solid Amethyst Zard
12304	Low Grade Solid Aquamarine Zard
12305	Low Grade Solid Aventurine Zard
12306	Low Grade Solid Bloodstone Zard
12307	Low Grade Solid Carnelian Zard
12308	Low Grade Solid Citrine Zard
12309	Low Grade Solid Epidote Zard
12310	Low Grade Solid Garnet Zard
12311	Medium Grade Piercing Agate Zard
12312	Medium Grade Piercing Amber Zard
12313	Medium Grade Piercing Amethyst Zard
12314	Medium Grade Piercing Aquamarine Zard
12315	Medium Grade Piercing Aventurine Zard
12316	Medium Grade Piercing Bloodstone Zard
12317	Medium Grade Piercing Carnelian Zard
12318	Medium Grade Piercing Citrine Zard
12319	Medium Grade Piercing Epidote Zard
12320	Medium Grade Piercing Garnet Zard
12321	Medium Grade Tough Agate Zard
12322	Medium Grade Tough Amber Zard
12323	Medium Grade Tough Amethyst Zard
12324	Medium Grade Tough Aquamarine Zard
12325	Medium Grade Tough Aventurine Zard
12326	Medium Grade Tough Bloodstone Zard
12327	Medium Grade Tough Carnelian Zard
12328	Medium Grade Tough Citrine Zard
12329	Medium Grade Tough Epidote Zard
12330	Medium Grade Tough Garnet Zard
12331	Medium Grade Sharp Agate Zard
12332	Medium Grade Sharp Amber Zard
12333	Medium Grade Sharp Amethyst Zard
12334	Medium Grade Sharp Aquamarine Zard
12335	Medium Grade Sharp Aventurine Zard
12336	Medium Grade Sharp Bloodstone Zard
12337	Medium Grade Sharp Carnelian Zard
12338	Medium Grade Sharp Citrine Zard
12339	Medium Grade Sharp Epidote Zard
12340	Medium Grade Sharp Garnet Zard
12341	Medium Grade Solid Agate Zard
12342	Medium Grade Solid Amber Zard
12343	Medium Grade Solid Amethyst Zard
12344	Medium Grade Solid Aquamarine Zard
12345	Medium Grade Solid Aventurine Zard
12346	Medium Grade Solid Bloodstone Zard
12347	Medium Grade Solid Carnelian Zard
12348	Medium Grade Solid Citrine Zard
12349	Medium Grade Solid Epidote Zard
12350	Medium Grade Solid Garnet Zard
12351	High Grade Piercing Agate Zard
12352	High Grade Piercing Amber Zard
12353	High Grade Piercing Amethyst Zard
12354	High Grade Piercing Aquamarine Zard
12355	High Grade Piercing Aventurine Zard
12356	High Grade Piercing Bloodstone Zard
12357	High Grade Piercing Carnelian Zard
12358	High Grade Piercing Citrine Zard
12359	High Grade Piercing Epidote Zard
12360	High Grade Piercing Garnet Zard
12361	High Grade Tough Agate Zard
12362	High Grade Tough Amber Zard
12363	High Grade Tough Amethyst Zard
12364	High Grade Tough Aquamarine Zard
12365	High Grade Tough Aventurine Zard
12366	High Grade Tough Bloodstone Zard
12367	High Grade Tough Carnelian Zard
12368	High Grade Tough Citrine Zard
12369	High Grade Tough Epidote Zard
12370	High Grade Tough Garnet Zard
12371	High Grade Sharp Agate Zard
12372	High Grade Sharp Amber Zard
12373	High Grade Sharp Amethyst Zard
12374	High Grade Sharp Aquamarine Zard
12375	High Grade Sharp Aventurine Zard
12376	High Grade Sharp Bloodstone Zard
12377	High Grade Sharp Carnelian Zard
12378	High Grade Sharp Citrine Zard
12379	High Grade Sharp Epidote Zard
12380	High Grade Sharp Garnet Zard
12381	High Grade Solid Agate Zard
12382	High Grade Solid Amber Zard
12383	High Grade Solid Amethyst Zard
12384	High Grade Solid Aquamarine Zard
12385	High Grade Solid Aventurine Zard
12386	High Grade Solid Bloodstone Zard
12387	High Grade Solid Carnelian Zard
12388	High Grade Solid Citrine Zard
12389	High Grade Solid Epidote Zard
12390	High Grade Solid Garnet Zard
12391	Best Piercing Agate Zard
12392	Best Piercing Amber Zard
12393	Best Piercing Amethyst Zard
12394	Best Piercing Aquamarine Zard
12395	Best Piercing Aventurine Zard
12396	Best Piercing Bloodstone Zard
12397	Best Piercing Carnelian Zard
12398	Best Piercing Citrine Zard
12399	Best Piercing Epidote Zard
12400	Best Piercing Garnet Zard
12401	Best Tough Agate Zard
12402	Best Tough Amber Zard
12403	Best Tough Amethyst Zard
12404	Best Tough Aquamarine Zard
12405	Best Tough Aventurine Zard
12406	Best Tough Bloodstone Zard
12407	Best Tough Carnelian Zard
12408	Best Tough Citrine Zard
12409	Best Tough Epidote Zard
12410	Best Tough Garnet Zard
12411	Best Sharp Agate Zard
12412	Best Sharp Amber Zard
12413	Best Sharp Amethyst Zard
12414	Best Sharp Aquamarine Zard
12415	Best Sharp Aventurine Zard
12416	Best Sharp Bloodstone Zard
12417	Best Sharp Carnelian Zard
12418	Best Sharp Citrine Zard
12419	Best Sharp Epidote Zard
12420	Best Sharp Garnet Zard
12421	Best Solid Agate Zard
12422	Best Solid Amber Zard
12423	Best Solid Amethyst Zard
12424	Best Solid Aquamarine Zard
12425	Best Solid Aventurine Zard
12426	Best Solid Bloodstone Zard
12427	Best Solid Carnelian Zard
12428	Best Solid Citrine Zard
12429	Best Solid Epidote Zard
12430	Best Solid Garnet Zard
//神穿 11:22 2013-07-01
2778	The expulsion vote cannot proceed because there are not enough participants.
//神穿 11:22 2013-07-05
47728	Pitch-Black Spirit Stone
48728	A jewel formed from gathered, powerful spirit energy.
//神板 7:19 2013-07-08
158678	Ring of Harmony and Balance
159871	Basic Elemental Damage Increase\n(max 1 equipped)\nGrants an extra effect when equipped with [High-grade] Ring of Protection, [High-grade] Ring of Rage, Ring of Storms, Ring of Harmony and Balance.
159872	Basic Defence Increase\n(max 1 equipped)\nGrants an extra effect when equipped with [High-grade] Ring of Onslaught, [High-grade] Ring of Rage, Ring of Storms, Ring of Harmony and Balance.
159873	Skill Damage Increase\n(max 1 equipped)\nGrants an extra effect when equipped with [High-grade] Ring of Onslaught, [High-grade] Ring of Protection, Ring of Storms, Ring of Harmony and Balance.
159874	Basic Attack Speed Increase\n(max 1 equipped)\nGrants an extra effect when equipped with [High-grade] Ring of Onslaught, [High-grade] Ring of Protection, [High-grade] Ring of Rage, Ring of Harmony and Balance.
//神板 4:55 2013-07-09
41652	Red Fragment
41653	Red Box
41655	This fragment has 2 uses!\n\n1. For those eligible for the July Return Event\nIt can turn the issued '[Exclusive-Time-limited] Accessory' into a 'Permanent Item'. Visit the <Crafting Store>.\n\n2. For those not eligible for the July Return Event\nTake it to the alchemist Ein and you can be rewarded with a 'Red Box' item.
41656	A treasure chest you can exchange for by bringing 30 Red Fragments to the alchemist Ein.\n<Right-click to use> it and obtain the contents.
//神板 6:41 2013-07-09
2779	An expulsion vote cannot be proposed right now. Expulsion votes become possible from the moment either team scores 1000 points.
2780	An expulsion vote on %s is in progress.
2774	You did not decide for or against, so the system voted in favor on your behalf.
43953	Best Elite 3 Weapon Material Kit (B)
43954	High Grade Elite 3 Weapon Material Kit (B)
43955	Medium Grade Elite 3 Weapon Material Kit (B)
43956	Low Grade Elite 3 Weapon Material Kit (B)
43957	Best Elite 3 Weapon Material Kit (D)
43958	High Grade Elite 3 Weapon Material Kit (D)
43959	Medium Grade Elite 3 Weapon Material Kit (D)
43960	Low Grade Elite 3 Weapon Material Kit (D)
43961	Best Elite 3 Weapon Material Kit (V)
43962	High Grade Elite 3 Weapon Material Kit (V)
43963	Medium Grade Elite 3 Weapon Material Kit (V)
43964	Low Grade Elite 3 Weapon Material Kit (V)
43965	Best Elite 3 Weapon Material Kit (E)
43966	High Grade Elite 3 Weapon Material Kit (E)
43967	Medium Grade Elite 3 Weapon Material Kit (E)
43968	Low Grade Elite 3 Weapon Material Kit (E)
43969	Best Elite 3 Weapon Material Kit (S)
43970	High Grade Elite 3 Weapon Material Kit (S)
43971	Medium Grade Elite 3 Weapon Material Kit (S)
43972	Low Grade Elite 3 Weapon Material Kit (S)
43973	Best Elite 3 Weapon Material Kit (M)
43974	High Grade Elite 3 Weapon Material Kit (M)
43975	Medium Grade Elite 3 Weapon Material Kit (M)
43976	Low Grade Elite 3 Weapon Material Kit (M)
43977	Best Elite 3 Armor Material Kit (B)
43978	High Grade Elite 3 Armor Material Kit (B)
43979	Medium Grade Elite 3 Armor Material Kit (B)
43980	Low Grade Elite 3 Armor Material Kit (B)
43981	Best Elite 3 Armor Material Kit (D)
43982	High Grade Elite 3 Armor Material Kit (D)
43983	Medium Grade Elite 3 Armor Material Kit (D)
43984	Low Grade Elite 3 Armor Material Kit (D)
43985	Best Elite 3 Armor Material Kit (V)
43986	High Grade Elite 3 Armor Material Kit (V)
43987	Medium Grade Elite 3 Armor Material Kit (V)
43988	Low Grade Elite 3 Armor Material Kit (V)
43989	Best Elite 3 Armor Material Kit (E)
43990	High Grade Elite 3 Armor Material Kit (E)
43991	Medium Grade Elite 3 Armor Material Kit (E)
43992	Low Grade Elite 3 Armor Material Kit (E)
43993	Best Elite 3 Armor Material Kit (S)
43994	High Grade Elite 3 Armor Material Kit (S)
43995	Medium Grade Elite 3 Armor Material Kit (S)
43996	Low Grade Elite 3 Armor Material Kit (S)
43997	Best Elite 3 Armor Material Kit (M)
43998	High Grade Elite 3 Armor Material Kit (M)
43999	Medium Grade Elite 3 Armor Material Kit (M)
44000	Low Grade Elite 3 Armor Material Kit (M)
44953	A box containing 30 Crystals of Destruction Lv2, 10 Pitch-Black Spirit Stones and 15 Luke's Artifacts
44954	A box containing 20 Crystals of Destruction Lv2, 6 Pitch-Black Spirit Stones and 10 Luke's Artifacts
44955	A box containing 15 Crystals of Destruction Lv2, 3 Pitch-Black Spirit Stones and 5 Luke's Artifacts
44956	A box containing 2 Crystals of Destruction Lv2, 1 Pitch-Black Spirit Stones and 1 Luke's Artifacts
44957	A box containing 30 Crystals of Destruction Lv2, 10 Pitch-Black Spirit Stones and 15 Rhodile's Artifacts
44958	A box containing 20 Crystals of Destruction Lv2, 6 Pitch-Black Spirit Stones and 10 Rhodile's Artifacts
44959	A box containing 15 Crystals of Destruction Lv2, 3 Pitch-Black Spirit Stones and 5 Rhodile's Artifacts
44960	A box containing 2 Crystals of Destruction Lv2, 1 Pitch-Black Spirit Stones and 1 Rhodile's Artifacts
44961	A box containing 30 Crystals of Destruction Lv2, 10 Pitch-Black Spirit Stones and 15 Asher's Artifacts
44962	A box containing 20 Crystals of Destruction Lv2, 6 Pitch-Black Spirit Stones and 10 Asher's Artifacts
44963	A box containing 15 Crystals of Destruction Lv2, 3 Pitch-Black Spirit Stones and 5 Asher's Artifacts
44964	A box containing 2 Crystals of Destruction Lv2, 1 Pitch-Black Spirit Stones and 1 Asher's Artifacts
44965	A box containing 30 Crystals of Destruction Lv2, 10 Pitch-Black Spirit Stones and 15 Karin's Artifacts
44966	A box containing 20 Crystals of Destruction Lv2, 6 Pitch-Black Spirit Stones and 10 Karin's Artifacts
44967	A box containing 15 Crystals of Destruction Lv2, 3 Pitch-Black Spirit Stones and 5 Karin's Artifacts
44968	A box containing 2 Crystals of Destruction Lv2, 1 Pitch-Black Spirit Stones and 1 Karin's Artifacts
44969	A box containing 30 Crystals of Destruction Lv2, 10 Pitch-Black Spirit Stones and 15 Helron's Artifacts
44970	A box containing 20 Crystals of Destruction Lv2, 6 Pitch-Black Spirit Stones and 10 Helron's Artifacts
44971	A box containing 15 Crystals of Destruction Lv2, 3 Pitch-Black Spirit Stones and 5 Helron's Artifacts
44972	A box containing 2 Crystals of Destruction Lv2, 1 Pitch-Black Spirit Stones and 1 Helron's Artifacts
44973	A box containing 30 Crystals of Destruction Lv2, 10 Pitch-Black Spirit Stones and 15 Mio's Artifacts
44974	A box containing 20 Crystals of Destruction Lv2, 6 Pitch-Black Spirit Stones and 10 Mio's Artifacts
44975	A box containing 15 Crystals of Destruction Lv2, 3 Pitch-Black Spirit Stones and 5 Mio's Artifacts
44976	A box containing 2 Crystals of Destruction Lv2, 1 Pitch-Black Spirit Stones and 1 Mio's Artifacts
44977	A box containing 80 Crystals of Protection Lv2, 8 Pitch-Black Spirit Stones and 15 Luke's Artifacts
44978	A box containing 60 Crystals of Protection Lv2, 6 Pitch-Black Spirit Stones and 10 Luke's Artifacts
44979	A box containing 30 Crystals of Protection Lv2, 2 Pitch-Black Spirit Stones and 5 Luke's Artifacts
44980	A box containing 5 Crystals of Protection Lv2, 1 Pitch-Black Spirit Stones and 1 Luke's Artifacts
44981	A box containing 80 Crystals of Protection Lv2, 8 Pitch-Black Spirit Stones and 15 Rhodile's Artifacts
