start	
200201	Валькирии лучше всех знают, что нужно валькириям.
200202	Эй, тебе что-то нужно?
200203	У нас лучшие товары для валькирий.
200204	Любой валькирии должно быть стыдно водиться с драконьим родом.
200205	Драконий род — мерзавцы, забравшие нашу землю. Исчезнет Империя — следующими будут они.
200206	Продаёшь или покупаешь? Решай, да побыстрее.
200207	Ты ведь не просто поглазеть зашёл, а?
200208	Чего тебе?
200209	Эй! Ты ещё жив?
200211	Ступай своей дорогой.
200212	Чем скорее ты уйдёшь, тем приятнее мне будет.
200213	Встретишь кого из драконьего рода — сперва врежь, а потом уже разбирайся.
200214	Если уходишь — уходи быстрее.
200301	Ха-ха-ха! Ха-ха~
200302	У нас лучший эль на всём континенте.
200303	Ик...! Интересно, кто это тут оставил на хранение.
200304	Добро пожаловать. Заходи!
200305	Хмм-ха-ха! Что желаешь сдать на хранение?
200306	Очень рад знакомству!
200307	До свидания!
200308	До новой встречи!
200402	Здравствуй. Загляни сюда, если ты воин. У меня много товаров для воинов.
200403	Что ищешь? Тут есть всё.
200404	Чего тебе?
200405	Как угодно.
200406	Добро пожаловать.
200407	Что желаешь купить?
200408	Заходи ещё!
200409	Нравится?
200410	Пока-пока.
200501	У нас есть товары для драконьего рода.
200502	Качество моих товаров не сравнить с другими лавками.
200503	Если ты не из драконьего рода — отойди, будь добр.
200504	Что-то ищешь?
200505	Что тебе нужно?
200506	Какой товар желаешь посмотреть?
200507	Приветствую.
200508	Заходи ещё!
200509	Я останусь здесь, пока мы не вернём честь драконьему роду.
200510	Заходите ещё.
200601	Элементалисту нужны вещи, пропитанные природой.
200602	Природа — могущественнее всего на свете.
200603	Покупаешь что-нибудь?
200604	Слышишь ли ты разговор ветра, дерева и птиц?
200605	Рада видеть тебя здесь.
200606	Ты что-то ищешь?
200607	Что тебе нужно?
200608	Скажи, чего ты хочешь.
200609	Думаю, наш долг как элементалистов — восстановить нарушенные звенья круговорота.
200611	До встречи!
200612	Пусть природа хранит тебя.
200613	Иди и обрати свою магию на помощь товарищам.
200701	У... у меня есть хорошие товары.
200702	Я... я продаю качественные вещи по разумным ценам.
200703	Я... я торгую всякого рода товарами.
200704	Ой! Да, да! В чём дело?
200705	DoЎ¦ do you want to buy something?
200706	WeЎ¦ welcome.
200707	Сп... спасибо.
200708	Спасибо.
200709	До свидания.
200801	Эй, случилось что-то хорошее?
200802	Я не волшебник, но мои изделия превосходят любую магию.
200803	Только для тебя изготовлю со скидкой! Подходи ближе!
200804	Я знал, что ты снова придёшь.
200805	Оружие без силы — не более чем железная дубина.
200806	Что желаешь изготовить?
200807	До свидания!
200808	Кхм... Это и есть цена со скидкой. Больше не уступлю.
200809	Спасибо.
200	Причёска
400	Мастерство умения
21001	Автоатака
21002	Подобрать предмет
21003	Следовать
21004	Сесть или встать
21005	Обмен
21006	Личная лавка
21008	Покинуть группу
21009	Обычная атака
21010	Добавить в друзья
21101	Приветствие
21102	Прощание
21103	Вопрос
21104	Вздох
21105	Ликование
21106	Отказ
21107	Согласие
21108	Атака
21109	Благодарность
21110	Извинение
21111	Поцелуй
21112	Смех
21113	Плач
21114	Приветствовать
21115	Аплодисменты
21116	Восхищение
21117	Одобрение
21118	Обида
21119	Насмешка
21120	Сон
21121	Поза
21122	Танец
21123	Шутка
21124	Животное
21125	Потрясение
22002	Подбирает предметы вокруг вас.
22003	Следует за выбранным игроком.
22004	Садится отдохнуть.
22005	Предлагает обмен выбранному игроку.
22006	Открывает личную лавку.
22008	Покидает группу.
22009	Атакует выбранного противника.
22010	Добавляет выбранного игрока в друзья.
22101	Вежливо приветствует
22102	Прощается
22103	Выражает сомнение
22104	Вздыхает
22105	Кричит от радости
22106	Показывает отказ
22107	Показывает согласие
22108	Предупреждает об атаке
22109	Благодарит
22110	Извиняется
22111	Посылает поцелуй
22112	Громко смеётся
22113	Плачет
22114	Приветствует
22115	Аплодирует
22116	Выражает почтение
22117	Хвалит
22118	Обижается
22119	Насмехается
22120	Ложится и засыпает
22121	Принимает позу
22122	Танцует
22123	Дурачится
22124	Подражает животному
22125	Изображает потрясение
50101	Первая дорога, ведущая к столице — Этерейну.#С тех пор как имперская армия заняла мирный и прекрасный лес, он источает тёмную и сырую энергию,#и для всякого, кто войдёт в него,#он становится лесом смерти.
50102	Говорят, что здесь обитают звероводы Тёмного ордена, #хорошо приспособленные к этому дикому лесу. #Лес зверей, как известно, поглощает всё живое.
50103	И всё же вам придётся пройти через этот лес,#чтобы добраться до Этерейна.
50104	Стоки тянутся паутиной под Этерейном.#Эти стоки неизвестного происхождения #были полями жестоких сражений в разгар борьбы за земли# и местом нескончаемых разрушений и смертей в прошлом.
50105	Яростный нрав поля боя породил тёмный и сырой подземный воздух,#влекущий злую энергию.#Это присутствие не даёт мёртвым обрести вечный покой и сон.
50106	Место для нежити, что утратила человечность и сохранила лишь свирепость и силу.#Чтобы покарать владыку Этерейна, который есть лишь слуга Шварца,# это место нужно пройти как можно быстрее.
50107	Замок стоял среди горных хребтов над белоснежными Снежными равнинами. #Сюда не спешили заходить из-за сурового рельефа и лютого холода.#Но это было и место красоты — сияющих снега и льда.
50108	Однако злые силы Чёрного Демона проникли сюда# и обратили безобидную прохладу в смертельный холод, #что без пощады отнимает у всех живых всё.
50109	Мир, где время будто остановилось.#Подо льдом, где спят живые существа, не смея дышать, #ждут героя, который вернёт этому миру время.#
50110	Место изгнания, где драконий род был скован чёрной магией.#Их сослали на лавовое плато в дальнем краю, запечатав их силу, Демоны,#что завидовали мощи драконьего рода и страшились её.
50112	Они непременно помогут тем, #кто сдержит обещание вернуть им утраченную силу.
50113	Плодородная земля, благословлённая Богом Ветра и Богиней Земли.#Но когда добрый и мудрый государь впал в злые учения,#благословение богов покинуло этот край.
50114	Теперь это земля еретиков, что чтут разрушение и смерть, #и былую славу здесь увидеть непросто.#Владыка Замка, что владеет сердцем Эфира и#обязан воскрешением Императору, #опустошил эту землю новыми силами зла.
50115	Чтобы вернуть земле плодородие,#нужно одолеть того, кто принёс разрушение.
50116	Руманка, верная подданная Императора, и её род — Замок Хелрона. #Руманка, которой Император пересадил сердце Эфира,#возвела здесь огромный завод Эфира и#обрела великую власть над Демонами.
50117	В Замке Хелрона велись исследования, #как усилить свою мощь с помощью Эфира.
50118	Чтобы падение духа Империи было неизбежным,#считайте это место — святилище и крепость Хелронов — #своей первоочередной целью.
1401	Первая награда
1402	Вторая награда
1403	Очки миссии
1404	Готово
1405	%s
1406	%d
5605	Автоматическое возвращение в деревню из-за бездействия.
5606	Нажмите любую клавишу.
5607	%s доступен для PvP.
5608	Если не будет действий в течение %ld с, вы вернётесь в деревню.
5609	Бой начнётся через %ld с.
5611	[%s] наносит последний удар по [%s].
5612	Приготовьтесь к бою!
5613	Начали!
5614	Бой окончен!
5615	Синяя команда
5616	Красная команда
5209	Шёпот для %s: %s
5210	Шёпот от %s: %s
751	25%
752	50%
753	75%
754	100%
926	<Level %d>
927	<Level %d>
928	<Level %d>
929	<Level %d>
930	<Level %d>
931	<Level %d>
932	<Level %d>
933	<Level %d>
934	<Level %d>
935	<Level %d>
936	<Level %d>
937	<Level %d>
398	%d
11250	Наивысший уровень
11251	Неактивно
5114	Уничтожить предмет %s? Уничтоженный предмет вернуть нельзя.
5115	Чтобы забрать предмет %s, нужно %d хайма.
5617	Нет списка для удаления.
160101	Кррр...
160102	Я проклят болью посмертной жизни! Та же участь ждёт и тебя!
160103	Ты не знаешь, что такое настоящая боль. Позволь показать!
160104	Я уничтожу их всех! Я убью всё живое! Каждого до единого!!
160105	Ты заслуживаешь любой боли, что я тебе причиню!
160106	Я избавлю тебя от твоего никчёмного существования!
160108	Я так долго ждал этого мига. Пусть мои глаза больше не откроются.
160109	Ah! Death!  What a sweet lovely name it isЎ¦ Thank you so much.
160201	Слава императору, даровавшему мне мою магию!
160202	Я ненавижу всё живое! Я не прощу этих жалких людей, что предали меня.
160203	Проклятая мана и мерзкий эфир. Мне не разорвать цепь этого проклятия.
160204	Ты думал, что я тебя не найду?
160205	Люди! Я отдал вам всего себя! Почему вы предали меня? Почему бросили меня Императору?
160206	Неблагодарные люди! Я не пощажу ваши жизни!
160207	Взгляни на меня! Видишь это чудовище? Люди, вот символ предательства, что вы породили!
160208	Артрум Темпестас!
160209	Моя сила уничтожит тебя!
160210	Я разобью твоё предательское сердце вдребезги!
160301	Ах! Моя прекрасная земля. Сесиль, разве она не прекрасна?
160302	Я буду править этой землёй вечно. Кстати, почему так холодно? Почему ты слоняешься без дела и не разожжёшь огонь?
160303	Вечная жизнь! Вечный Король! Я — Бог!
160304	Странные белые пятна появляются перед моими старыми глазами. Будто на них намерзает лёд. Позовите придворного лекаря!
160305	Ты не чтишь меня, смерд! Прочь из моего королевства!
160306	Ты смеешь являться ко мне без дозволения. Высечь это наглое насекомое!
160307	Стража! Где моя стража?!? Как вы пропустили сюда этого оборванца?!	
160308	Мой зал пачкается! Эти грязные твари топчут мой зал!
160309	Ты правда думаешь, что я выпущу тебя отсюда живым?
160310	Ты думал, что сможешь укрыться от моего взора?	
160401	Империя никогда не пройдёт через эту землю!
160402	"Клянусь честью рыцарей Сигеля, я не пропущу вас!"
