StrCode	Str	FieldEnd
30107	If you cannot find your way forward in a mission area, open the <COLOR=FF0070C0>full map (M)</COLOR> to check the <COLOR=FFE46D0A>Mission Progress Info</COLOR>.	
30041	You have accepted a <COLOR=FFE46D0A>quest</COLOR>!!<RETURN=1/>A <COLOR=FFE46D0A>quest</COLOR> is a task an NPC asks of you or gives to you.<RETURN=1/>Through quests you can experience the fascinating stories of this world.<RETURN=1/>An NPC with a <COLOR=FFE46D0A>quest</COLOR> to offer you has a <COLOR=FFE46D0A>rolled 'golden' scroll</COLOR> above their head, and appears as a <COLOR=FFE46D0A>yellow exclamation mark</COLOR> on the <COLOR=FF0070C0>minimap (N)</COLOR> at the top right of the screen and on the <COLOR=FF0070C0>full map (M)</COLOR>.	
72	Are you getting used to the basic controls?<RETURN=1/>Then shall we look at something even more important than the controls, the <COLOR=FFE46D0A>quests</COLOR>?	
73	To meet <COLOR=FFE46D0A>Sentry Captain Bachen</COLOR> you have to travel through a <COLOR=FFE46D0A>portal</COLOR>.<RETURN=1/>Shall we learn about <COLOR=FFE46D0A>portals</COLOR>?	
20014	Start!!	
30029	Well then, shall we begin the journey?<RETURN=1/>Go to <COLOR=FFE46D0A><Clan> Irhanna</COLOR> over there and accept a quest!!	
30042	Cannot quite remember what your task was?<RETURN=1/>Do not worry! The quests you are on can be checked in the <COLOR=FF0070C0>Quest Log (L)</COLOR>, and clicking a quest shows its details again.<RETURN=1/><COLOR=FFE46D0A>'In most cases, reading the quest text carefully will give you the clue you need.'</COLOR>	
30043	An NPC you must report a quest to has an <COLOR=FFE46D0A>open 'grey' scroll</COLOR> above their head, which turns into an <COLOR=FFE46D0A>open 'golden' scroll</COLOR> once every condition of that <COLOR=FFE46D0A>quest</COLOR> is met.<RETURN=1/>NPCs you must report to are shown as a <COLOR=FFE46D0A>yellow question mark</COLOR> on the <COLOR=FF0070C0>minimap (N)</COLOR> and the <COLOR=FF0070C0>full map (M)</COLOR>.	
30044	Now then! Shall we take a look at the <COLOR=FFE46D0A>New Recruit Training 1</COLOR> quest you accepted?<RETURN=1/>Hmm... a very simple task, just go and see <COLOR=FFE46D0A>Guard Captain Von Carloan</COLOR>.<RETURN=1/><COLOR=FFE46D0A>Guard Captain Von Carloan</COLOR> is always watching over the entrance of Waldchen.<RETURN=1/>Open the <COLOR=FF0070C0>full map (M)</COLOR>, find the <COLOR=FFE46D0A>yellow question mark</COLOR> and click it!<RETURN=1/>You will start moving to <COLOR=FFE46D0A>Guard Captain Von Carloan</COLOR> automatically!<RETURN=1/>Make good use of this from now on.	
34	You have obtained an <COLOR=FFE46D0A>AC item</COLOR>.<RETURN=1/>Conquering each area step by step is called <COLOR=FFE46D0A>AC (Area Conquest)</COLOR>.<RETURN=1/>Right-click the <COLOR=FFE46D0A>AC item</COLOR> you just obtained in your <COLOR=FF0070C0>Inventory (I)</COLOR> to use it and raise your completion rate.<RETURN=1/>To check your AC completion rate, press the <COLOR=FF0070C0>J key</COLOR>.	
7	Your HP is not full. <RETURN=1/>To fight steadily you must pay attention to <COLOR=FFE46D0A>recovery</COLOR> as well.<RETURN=1/>For details about recovery, press the '<COLOR=FF0070C0>View Info</COLOR>' button below.	
42	You have entered the field.<RETURN=1/>If you look at the <COLOR=FFE46D0A>full map</COLOR>, <COLOR=FFE46D0A>nearby enemies are shown as red dots</COLOR>.<RETURN=1/>Press the <COLOR=FF0070C0>M key</COLOR> to open the full map and use it to carry out your task.	
52	The <COLOR=FFE46D0A>Battle Zone</COLOR> lets you enter mission areas.<RETURN=1/>For details, press the '<COLOR=FF0070C0>View Info</COLOR>' button below.	
31	You have obtained a <COLOR=FFE46D0A>Zard item</COLOR>.<RETURN=1/>A Zard is a gem that can be mounted in the <COLOR=FFE46D0A>socket</COLOR> of a piece of equipment.<RETURN=1/>For details, press the '<COLOR=FF0070C0>View Info</COLOR>' button below.	
74	You have obtained a <COLOR=FFE46D0A>currency item</COLOR>.<RETURN=1/>Right-click the <COLOR=FFE46D0A>currency item</COLOR> you just obtained in your <COLOR=FF0070C0>Inventory (I)</COLOR> to use it and add it to your currency wallet.<RETURN=1/>For details, press the '<COLOR=FF0070C0>View Info</COLOR>' button below	
20097	What is the Currency Wallet?	
15074	Currency Wallet	
30137	Right-clicking a <COLOR=FFE46D0A>currency item</COLOR> obtained from a quest or a monster adds it to your <COLOR=FFE46D0A>currency wallet</COLOR>.<RETURN=1/>You can check your <COLOR=FFE46D0A>currency wallet</COLOR> in the <COLOR=FF0070C0>Character window (C)</COLOR>.	
30138	Stored currency can be <COLOR=FFE46D0A>used to buy goods</COLOR> from certain merchants who ask for a particular currency instead of Heim.	
75	Congratulations! You have reached <COLOR=FFE46D0A>level 10</COLOR>.<RETURN=1/>When you reach certain levels you can open a gift box filled with all sorts of items.<RETURN=1/>Open the <COLOR=FFE46D0A>Ardor Gift Box</COLOR> in your <COLOR=FF0070C0>Inventory (I)</COLOR>.	
30099	Mission areas can be entered conveniently through the <COLOR=FFE46D0A>Battle Zone</COLOR>.<RETURN=1/>The <COLOR=FFE46D0A>Battle Zone</COLOR> is made up of a <COLOR=FFE46D0A>lobby and rooms </COLOR>that take you straight into a mission area without going through a mission portal.<RETURN=1/>You can enter the lobby by <COLOR=FF0070C0>clicking the Battle Zone icon</COLOR> to the left of the minimap or by pressing the <COLOR=FF0070C0>F11 key</COLOR>.	
25006	Click the Battle Zone icon or press the F11 key.	
25007	Click the Create Room button.	
20098	Creating a Mission Room	
20099	Entering a Mission Room	
30139	The <COLOR=FF0070C0>Create Room</COLOR> function lets you create the <COLOR=FFE46D0A>mission room</COLOR> you want.<RETURN=1/>Now then, shall we create a <COLOR=FFE46D0A>Sinister Rumor</COLOR> mission room?<RETURN=1/>First click the <COLOR=FF0070C0>Create Room</COLOR> button at the bottom of the lobby.	
30140	In the <COLOR=FF0070C0>mission list</COLOR> that appears,<RETURN=1/><COLOR=FF0070C0>double-click</COLOR> <COLOR=FFE46D0A>Mission > Forest of Beasts > Sinister Rumor</COLOR><RETURN=1/>or select it and click the <COLOR=FF0070C0>Create</COLOR> button, and the mission room is created.<RETURN=1/><RETURN=1/>The <COLOR=FFE46D0A>free pass level</COLOR> is the <COLOR=FFE46D0A>level at which you may enter and leave the Battle Zone freely</COLOR> without completing the prerequisite quest.<RETURN=1/>Each area has its own free pass level, and the free pass level for the <COLOR=FFE46D0A>Forest of Beasts </COLOR>is <COLOR=FFE46D0A>Lv. 20 </COLOR>.	
30101	If the mission room you want to join <COLOR=FFE46D0A>already exists in the Battle Zone lobby,</COLOR><RETURN=1/><COLOR=FF0070C0>double-click that mission room</COLOR> to enter it.<RETURN=1/>You can then take on the mission together with other players.	
// 06:45 2013-07-23
15075	Zard	
10600	Useful Tips	
20100	Types of Zard	
20101	Using Zards Efficiently	
30141	Here we will look at <COLOR=FFE36C0A>Zards</COLOR> in a little more detail.<RETURN=1/>There are many kinds of Zard, so it matters that you pick the <COLOR=FFE36C0A>option</COLOR> you need.<RETURN=1/>The options you will commonly see are these.<RETURN=1/>Sun Zard <COLOR=FFFFC000>Max HP</COLOR>, Full Moon Zard <COLOR=FFFFC000>Max MP</COLOR>, Falcon Zard <COLOR=FFFFC000>critical rate</COLOR>, Spell Zard <COLOR=FFFFC000>skill attack power.</COLOR><RETURN=1/>Protection Zard <COLOR=FFFFC000>basic defense</COLOR>, Onslaught Zard <COLOR=FFFFC000>basic attack power</COLOR>, Diamond Zard <COLOR=FFFFC000>all elemental resistance</COLOR>,<RETURN=1/>Cheetah Zard <COLOR=FFFFC000>movement speed</COLOR>, Resolution Zard <COLOR=FFFFC000>block rate</COLOR>, Wolf Zard <COLOR=FFFFC000>attack speed.<RETURN=1/></COLOR>Sharp Ruby/Sapphire/Topaz/Emerald/Onyx Zard <COLOR=FFFFC000>Fire, Water, Earth, Wind and Dark elemental attack power.<RETURN=1/></COLOR>Hard Ruby/Sapphire/Topaz/Emerald/Onyx Zard <COLOR=FFFFC000>Fire, Water, Earth, Wind and Dark elemental resistance.</COLOR><RETURN=1/>To learn how to use Zards even more efficiently, see the '<COLOR=FF0070C0>Next Page (>)</COLOR>'.	
30142	To use Zards efficiently you need to understand how their <COLOR=FFE36C0A>effects</COLOR> are applied. <RETURN=1/>First press the <COLOR=FF0070C0>Character window (C)</COLOR> key and open the <COLOR=FF0070C0>Socket Option </COLOR>tab to see the <COLOR=FFE36C0A>socket option status</COLOR>.<RETURN=1/>- The <COLOR=FFE36C0A>option names</COLOR> on the left of the panel show the options of the Zards you currently have mounted.<RETURN=1/>- The <COLOR=FFE36C0A>9 cells</COLOR> in the middle of the panel show your equipped weapon and 8 pieces of armor.<RETURN=1/><COLOR=FFE36C0A>- Total</COLOR> and <COLOR=FFE36C0A>Effect</COLOR> show the sum of the points of the Zards mounted in your equipment and the actual effect it produces.<RETURN=1/>- Zard points strengthen the effect at each <COLOR=FFE36C0A>total </COLOR>of 1, 10, 20, 30 and 50 <COLOR=FFE36C0A>points</COLOR>.<RETURN=1/><COLOR=FFFF0000>* Once the total of your Zard points passes 50 no further effect is gained, so take care not to waste points.</COLOR>	
15076	Private Store	
20102	Registering Goods in a Private Store	
20103	Buying from a Private Store	
30143	With a <COLOR=FFE36C0A>private store</COLOR> you can buy and sell goods without having to meet the other player in person.<RETURN=1/>To register goods and start selling, first press the <COLOR=FF0070C0>Skill window (K)</COLOR> key and open the <COLOR=FF0070C0>Action/Emotion </COLOR>tab. Then click the '<COLOR=FFE36C0A>Private Store</COLOR>' button in the action window.<RETURN=1/>When the private store window opens, place the items you wish to sell in it and set the <COLOR=FFE36C0A>price</COLOR> (the price per unit).<RETURN=1/>Once your goods are registered, press the <COLOR=FF0070C0>Start </COLOR>button at the bottom left to begin selling. <RETURN=1/><COLOR=FFFF0000>* Private store trading is only possible in a safe town, and you cannot sell through a private store while riding a mount.<RETURN=1/></COLOR>If you want to buy goods from other players, see the '<COLOR=FF0070C0>Next Page (>)</COLOR>'.	
30123	Speak to the <COLOR=FF0070C0>Flying Vessel captain</COLOR> and he will show you the continent map.<RETURN=1/>The places marked with a <COLOR=FFE46D0A>Flying Vessel icon</COLOR> are the destinations you can travel to, and you can travel there by <COLOR=FF0070C0>left-clicking the Flying Vessel icon</COLOR>.	
30070	Besides the roulette, Online Points can also be <COLOR=FFE46D0A>used to buy goods</COLOR> from some merchants who ask for Online Points instead of Heim.<RETURN=1/><COLOR=FF0070C0>Online Point merchants</COLOR> sell their goods in the towns of Waldchen and Aukra.	
30144	To buy goods from other players you must visit a <COLOR=FFE36C0A>private store board</COLOR>.<RETURN=1/>There is a private store board in every town.<RETURN=1/>Click a private store board and you can search by <COLOR=FFE36C0A>store name </COLOR>or <COLOR=FFE36C0A>seller</COLOR>, or look for exactly the item you need with the <COLOR=FF0070C0>Item Search </COLOR>button at the bottom right.<RETURN=1/><COLOR=FFFF0000>Note that to buy, you must use a private store board in </COLOR><COLOR=FFFFC000>the same town</COLOR><COLOR=FFFF0000> as the player who is selling. </COLOR>	
30145	Normally you pay Heim and use a waypoint to travel between areas. <RETURN=1/>But when you have to move around often that can become tiresome, <RETURN=1/>and that is when you should try the <COLOR=FFE36C0A>Runestone</COLOR> stocked at the <COLOR=FF0070C0>Item Shop (\)</COLOR>! <RETURN=1/>A Runestone is simple to use and remembers coordinates, so you can travel conveniently to any destination you like.<RETURN=1/>First <COLOR=FF0070C0>right-click</COLOR> the Runestone to activate it, then press the <COLOR=FF0070C0>Personal Waypoint List (Y)</COLOR> key. <RETURN=1/>Press the <COLOR=FFE36C0A>Add </COLOR>button at the bottom of the window that appears and your current location is added to the list.<RETURN=1/>Click a point registered in your personal waypoint list and press the <COLOR=FFE36C0A>Move</COLOR> button to travel there. <RETURN=1/>* You may use it freely with no further cost until the Runestone expires.	
30146	The <COLOR=FFE36C0A>Hourglass</COLOR> is a special item that re-rolls the options of accessories and special accessories.<RETURN=1/>For ordinary accessories the option grade runs from <COLOR=FFE36C0A>1 to 5</COLOR>, which you can tell from the <COLOR=FFE36C0A>dice </COLOR>icon shown in front of the option.<RETURN=1/>Using an Hourglass re-rolls the option grade, and for special accessories the option itself may be re-rolled as well. The chance of getting a high option grade is low, however, and <COLOR=FFFF0000>the grade may even drop, so please be careful. <RETURN=1/></COLOR>The NPCs who sell Hourglass items and their locations are as follows.<RETURN=1/>'<COLOR=FFFFC000>Poor Salesman Chinchin</COLOR>' in Etherain <RETURN=1/>'<COLOR=FFFFC000>Poor Salesman Chingching</COLOR>' in Aukra	
30147	<COLOR=FFE36C0A>Enchanting</COLOR> improves the performance of weapons and armor.<RETURN=1/>Enchanting basically requires the materials <COLOR=FFE36C0A>Heim</COLOR> and <COLOR=FFE36C0A>Photon</COLOR>. <RETURN=1/>The grades of Photon used in enchanting are as follows.<RETURN=1/>-<COLOR=FFFF00FF>Photon </COLOR>: used for enchants from +1 to +6 <RETURN=1/>-<COLOR=FFFF00FF>Packing Photon </COLOR>: used for enchants from +7 to +9<RETURN=1/>-<COLOR=FFFF00FF>Trans Photon </COLOR>: used for enchants from +10 to +12<RETURN=1/>-<COLOR=FFFF00FF>Extra Photon </COLOR>: used for enchants from +13 to +15<RETURN=1/><COLOR=FFFF0000>* From +7 the item grade may drop, and from +12 the item may be destroyed, so please take care.<RETURN=1/></COLOR>Worried about losing the grade or the item itself? Try the <COLOR=FF0070C0>Blue Reagent</COLOR> and the <COLOR=FFFF0000>Red Reagent</COLOR>. The Blue Reagent <COLOR=FFE36C0A>prevents the grade from dropping</COLOR>, and the Red Reagent <COLOR=FFE36C0A>prevents the item from being destroyed</COLOR>.<RETURN=1/>Enchanting goes up to +15, and the extra options of the highest enchants are as follows.<RETURN=1/>- Armor at +14: attacker critical rate -1% <RETURN=1/>- Armor at +15: attacker critical rate -2%<RETURN=1/><COLOR=FFFF0000>Weapons and wings gain no extra option.</COLOR>	
30148	If you want the <COLOR=FFE36C0A>Limited Mark</COLOR> shining above your character's head, try obtaining a <COLOR=FFE36C0A>badge </COLOR>item.<RETURN=1/>The badge item <COLOR=FFE36C0A>'Medal of Honor from the Liberation Army'</COLOR> can be bought from Quartermaster 'Cargo Thomas' in the town of Aukra. Badge items raise your attack and defense, and take effect once you activate them by <COLOR=FF0070C0>right-clicking</COLOR> them in your inventory. A badge is a reward for seasoned warriors, however, so to buy one you must meet the following two conditions.<RETURN=1/>1. Complete the town <COLOR=FF0070C0>daily quests</COLOR> of Waldchen, Tringel, Etherain and so on, available from level 90, until your reputation with the Liberation Army council reaches '<COLOR=FFE36C0A>Well Known</COLOR>'.<RETURN=1/>2. Look at the <COLOR=FF0070C0>Currency </COLOR>tab in the <COLOR=FF0070C0>Character window (C)</COLOR>, where the Battle Zone currencies are kept: you need 31 Certificates of the Liberation Army. Certificates of the Liberation Army are earned by completing the matching AC in the <COLOR=FF0070C0>Battle Zone </COLOR>menu of <COLOR=FF0070C0>Area Conquest (J)</COLOR>.	
15076	Private Store	
15077	Runestone	
15078	Hourglass	
15079	Enchanting	
15080	Medal of Honor	
20104	Convenient Area Travel	
20105	Hourglasses and Accessories	
20106	Equipment Enhancement	
20107	The Limited Badge	
30149	<COLOR=FFE46D0A>Crystallization</COLOR> means <COLOR=FFE46D0A>breaking an item down</COLOR> and <COLOR=FFE46D0A>extracting it as a gem</COLOR> holding magic power. <RETURN=1/>The gems extracted this way are then used to craft other items.<RETURN=1/><RETURN=1/>The <COLOR=FF0070C0>Crystallize </COLOR>button on the <COLOR=FF0070C0>Action/Emotion tab of the Skill window (K)</COLOR> lets you crystallize items right inside your inventory.	
30150	When you use the <COLOR=FFE46D0A>Crystallize button</COLOR>, everything that cannot be crystallized is shown in black.<RETURN=1/>Place the cursor over an item that can be crystallized and <COLOR=FFFF00D9>you can see which item the crystallization will produce.<RETURN=1/></COLOR><COLOR=FFFF00DD>Click the item you want to crystallize and the process begins. You can crystallize several items at the same time. <RETURN=1/><RETURN=1/></COLOR>And if you click an important item by mistake, do not panic.<RETURN=1/><COLOR=FFFF0000>Click the item again before the crystallization finishes, or press the ESC key,<RETURN=1/>and the crystallization is cancelled.  </COLOR>	
20108	What is Crystallization?	
20109	Crystallizing Items	
30151	<COLOR=FFE46D0A>Crystallization</COLOR> means <COLOR=FFE46D0A>breaking an item down</COLOR> and <COLOR=FFE46D0A>extracting it as a gem</COLOR> holding magic power. <RETURN=1/>The gems extracted this way are then used to craft other items.<RETURN=1/><RETURN=1/>The <COLOR=FF0070C0>Crystallize </COLOR>button on the <COLOR=FF0070C0>Action/Emotion tab of the Skill window (K)</COLOR> lets you crystallize items right inside your inventory.	
30152	When you use the <COLOR=FFE46D0A>Crystallize button</COLOR>, everything that cannot be crystallized is shown in black.<RETURN=1/>Place the cursor over an item that can be crystallized and <COLOR=FFFF00D9>you can see which item the crystallization will produce.<RETURN=1/></COLOR><COLOR=FFFF00DD>Click the item you want to crystallize and the process begins. You can crystallize several items at the same time. <RETURN=1/><RETURN=1/></COLOR>And if you click an important item by mistake, do not panic.<RETURN=1/><COLOR=FFFF0000>Click the item again before the crystallization finishes, or press the ESC key,<RETURN=1/>and the crystallization is cancelled.  </COLOR>	
// 06:45 2015-02-17
15081	SUN Ranking	
20110	Ranking Basics	
20111	Ranking Honor Rewards 1	
20112	Ranking Honor Rewards 2	
20113	The Etherain Statue	
30153	Greetings, <heroname/>!<RETURN=1/>Welcome to the SUN Ranking Information Room.<RETURN=1/>Here you can look over the information that forms the basis of the SUN Ranking.<RETURN=1/><RETURN=1/>The <COLOR=FFE46D0A>SUN Ranking</COLOR> is made up of these 7 categories: [Best of Best] [Elite Warriors] [King of Level] [Legendary Equipment] [Powerful One Attack]<RETURN=1/>[Best Striker] [Master of Healing],<RETURN=1/>and of these the <COLOR=FFE46D0A>[Best of Best] </COLOR>ranking is a <COLOR=FFE46D0A>combined ranking</COLOR> that converts and adds up the scores of the other 6.<RETURN=1/>The SUN Ranking is split into the 'personal ranking', which shows your place among all players in the game, and the 'guild member ranking', which shows your place within your guild.<RETURN=1/><RETURN=1/>Rankings are settled every Monday at 04:00, and the previous records are reset.<RETURN=1/><COLOR=FFFF0000>* The settlement day may change depending on events or circumstances.<RETURN=1/></COLOR>After settlement, the top players of each ranking receive an insignia as a reward, <RETURN=1/>and insignias are awarded based on the 'personal ranking'.<RETURN=1/>If you would like to know more about insignias, click the <COLOR=FF2E74B5>'Next Page (>)'</COLOR> button.	
30154	Each ranking category is closely tied to the content of the game.<RETURN=1/>If you hold a high place when the rankings are settled, you receive 1 honorable <RETURN=1/><COLOR=FFE46D0A>insignia</COLOR> for that ranking category.<RETURN=1/>The insignia you receive is shown to the right of your character name.<RETURN=1/><RETURN=1/>For each ranking category the insignias come in three kinds, <COLOR=FFE46D0A>Grade 1 </COLOR>/ <COLOR=FFE46D0A>Grade 2 </COLOR>/ <COLOR=FFE46D0A>Grade 3 </COLOR>,<RETURN=1/>and they are awarded as follows.<RETURN=1/><RETURN=1/>Players who finish <COLOR=FFFF00D5>1st</COLOR> in a ranking category: <COLOR=FFFF00D5>Grade 1 insignia<RETURN=1/></COLOR>Players who finish <COLOR=FFFF00D5>2nd to 3rd</COLOR> in a ranking category: <COLOR=FFFF00D5>Grade 2 insignia<RETURN=1/></COLOR>Players who finish <COLOR=FFFF00D5>4th to 10th</COLOR> in a ranking category: <COLOR=FFFF00D5>Grade 3 insignia<RETURN=1/></COLOR>Players who finish 11th to 20th in a ranking category: common insignia<RETURN=1/><RETURN=1/>If <COLOR=FFFF0000>you qualify for the same grade of insignia in several categories</COLOR>,<RETURN=1/><COLOR=FFFF0000>you receive the insignia of whichever category sits higher in the ranking window</COLOR>.<RETURN=1/><RETURN=1/>Besides these, the <COLOR=FFE46D0A>[Best of Best] category, which measures the combined standing, has its own separate honor reward system</COLOR>.<RETURN=1/>To learn more about [Best of Best], click the <COLOR=FF2E74B5>'Next Page (>)'</COLOR>.	
30155	[Best of Best] is a combined ranking based on the total score of the other ranking categories.<RETURN=1/>The score recorded in [Best of Best] is a new score calculated by converting the different score units of the 6 other categories into a standard value.<RETURN=1/><RETURN=1/>If you qualify for a [Best of Best] reward you receive, along with one of the three grades of insignia, a special effect that wraps around your whole body.<RETURN=1/><RETURN=1/>Player who finishes <COLOR=FFFFFF00>1st</COLOR> in Best of Best: <COLOR=FFFFFF00>Grade 1 insignia / Golden Dragon effect<RETURN=1/></COLOR>Player who finishes <COLOR=FFFF6699>2nd</COLOR> in Best of Best: <COLOR=FFFF6699>Grade 2 insignia / Phoenix (RED) effect<RETURN=1/></COLOR>Player who finishes <COLOR=FF2E74B5>3rd</COLOR> in Best of Best: <COLOR=FF2E74B5>Grade 3 insignia / Phoenix (BLUE) effect<RETURN=1/><RETURN=1/></COLOR>The honor rewards for 1st, 2nd and 3rd in [Best of Best] <COLOR=FFE46D0A>take precedence over the honor rewards of any other ranking</COLOR>, so even if you hold a high place in another category you will receive the honor reward for your [Best of Best] placing.<RETURN=1/><RETURN=1/>In addition, each time the rankings are settled, a statue of the hero who took 1st place in [Best of Best] is raised in the center of Etherain.<RETURN=1/>To learn more about the statue, click the <COLOR=FF2E74B5>'Next Page (>)' </COLOR>button.	
30156	Every time the rankings are settled, <COLOR=FFE46D0A>a statue of the player who took 1st place in [Best of Best]</COLOR> is raised in the center of Etherain.<RETURN=1/><RETURN=1/>The statue is built from the player's equipment skin information, and does not reflect costumes, special accessories or Etheria appearance data.<RETURN=1/><RETURN=1/>Clicking the statue shows that player's information (character name / guild / guild mark), <RETURN=1/>and you can also inspect their gear through <COLOR=FFE46D0A>'View Equipment'</COLOR>.<RETURN=1/><RETURN=1/>The statue remains until the next ranking settlement.	
15082	Equipment Awakening	
15083	Equipment Evolution	
15082	Equipment Awakening	
15083	Equipment Evolution	
20114	What is Equipment Awakening?	
20115	Awakening Equipment	
20116	What is Equipment Evolution?	
20117	Evolving Equipment	
30157	<COLOR=FFE46D0A>What is the Awakening system?</COLOR><RETURN=1/>It is a <COLOR=FFE46D0A>new equipment enhancement system</COLOR> that greatly improves the performance of weapons and armor.<RETURN=1/><RETURN=1/>To awaken equipment you need <COLOR=FFE46D0A>'Hephasto's equipment and an awakening additive'</COLOR>.<RETURN=1/>Hephasto's equipment and awakening additives can be obtained from crafting merchants.<RETURN=1/><RETURN=1/>The awakening success rate is <COLOR=FF2E74B5>100%</COLOR>, and equipment can be awakened up to <COLOR=FF2E74B5>level 9</COLOR>.<RETURN=1/>The <COLOR=FFE46D0A>enchant</COLOR> value and <COLOR=FFE46D0A>socket (Zard)</COLOR> information of awakened equipment is <COLOR=FFE46D0A>kept</COLOR>.<RETURN=1/><RETURN=1/>On awakening, a weapon gains a large increase to '<COLOR=FFE46D0A>attack power'</COLOR> and armor to '<COLOR=FFE46D0A>defense'</COLOR>.<RETURN=1/><COLOR=FF2E74B5>The higher the awakening level, and the higher the grade and tier of the equipment</COLOR>, the greater the increase.<RETURN=1/>Awakened equipment gives a crystallization reward that takes its awakening level into account.<RETURN=1/><RETURN=1/>For details on how to awaken equipment, please see the <COLOR=FF2E74B5>'Next Page (>)' </COLOR>.	
30158	Select the <COLOR=FFE46D0A>Equipment Awakening</COLOR> menu of the <COLOR=FFE46D0A>enhancement merchant</COLOR> to perform an awakening.<RETURN=1/><RETURN=1/>1. First, <COLOR=FFE46D0A>register the equipment to be awakened</COLOR>.<RETURN=1/>Only weapons and armor of <COLOR=FF2E74B5>Gladiator's Elite, Elite and Unique</COLOR> grade can be awakened.<RETURN=1/><RETURN=1/>2. Once the equipment to be awakened is registered, <COLOR=FFE46D0A>register the matching Hephasto's equipment</COLOR>.<RETURN=1/>Hephasto's equipment is divided by grade, tier and body part,<RETURN=1/>and must be chosen <COLOR=FF2E74B5>to match the equipment being awakened</COLOR>.<RETURN=1/><COLOR=FFFF0000>*Hephasto's equipment can be crafted from Crystals of Destruction and Crystals of Protection.</COLOR><RETURN=1/><RETURN=1/>3. Finally, <COLOR=FFE46D0A>register the awakening additive</COLOR>.<RETURN=1/>The higher the tier of the equipment, the more awakening additives are required.<RETURN=1/><COLOR=FFFF0000>*Awakening additives can be crafted from Photons, Packing Photons and Trans Photons</COLOR>.<RETURN=1/><RETURN=1/>Once the awakening additive is registered as well, you can perform the awakening.<RETURN=1/>Try out the far more powerful equipment that awakening gives you.	
30159	<COLOR=FFE46D0A>What is the Evolution system?</COLOR><RETURN=1/>It is a system that <COLOR=FFE46D0A>upgrades</COLOR> <COLOR=FF2E74B5>equipment at the highest awakening level</COLOR> to the next tier.<RETURN=1/><RETURN=1/>The evolution success rate is <COLOR=FF2E74B5>100%</COLOR>.<RETURN=1/>To evolve equipment you need <COLOR=FFE46D0A>equipment at awakening level 9 and an evolution additive</COLOR>.<RETURN=1/>*Evolution additives can be obtained from crafting merchants.<RETURN=1/><RETURN=1/><COLOR=FF2E74B5>Gladiator's Elite evolves into Gladiator's Elite equipment, and Elite into Elite equipment</COLOR>,<RETURN=1/>and it evolves into <COLOR=FFE46D0A>an item of the same class and the same body part</COLOR>.<RETURN=1/><RETURN=1/>Equipment of the highest tier in the game cannot be evolved any further,<RETURN=1/>(evolution becomes possible again once equipment of a new higher tier is added)<RETURN=1/><RETURN=1/>Evolved equipment has its <COLOR=FFE46D0A>enchant value reduced slightly</COLOR> according to a fixed formula.<RETURN=1/><COLOR=FFFF0000>*Socket information is reset after evolution, so please remove any important Zard items beforehand.</COLOR><RETURN=1/><RETURN=1/>For details on how to evolve equipment, please see the <COLOR=FF2E74B5>'Next Page (>)' </COLOR>.	
30160	Select the <COLOR=FFE46D0A>Equipment Evolution</COLOR> menu of the <COLOR=FFE46D0A>enhancement merchant</COLOR> to perform an evolution.<RETURN=1/><RETURN=1/>1. First, <COLOR=FFE46D0A>register the equipment to be evolved</COLOR>.<RETURN=1/>Only weapons and armor of <COLOR=FF2E74B5>Gladiator's Elite and Elite</COLOR> grade can be evolved.<RETURN=1/><COLOR=FFFF0000>*Unique items cannot be evolved.</COLOR><RETURN=1/><RETURN=1/>2. Once the equipment to be evolved is registered, <COLOR=FFE46D0A>register the evolution additive item</COLOR>.<RETURN=1/>Evolution additives are divided by grade and tier,<RETURN=1/>and you must use the additive that <COLOR=FF2E74B5>matches the equipment being evolved</COLOR>.<RETURN=1/><COLOR=FFFF0000>*Evolution additives can be crafted from Mayan Jewel and Mayan Metal items.</COLOR><RETURN=1/><RETURN=1/>Once the evolution additive is registered, you can perform the evolution.<RETURN=1/>Become the owner of the finest equipment of all through equipment evolution.	
