//Version	0.0.0.1				
//Ж®ё®°Е ёЮЅГБц і»їл					
//±ЗѕЖїµ					
		
		
		
//ёЮЅГБц ID	і»їл				
StrCode	Str	FieldEnd			
1	Миссия пройдена.
4126	As monsters decrease the sinister spirit gets weakened.#The magic seal blocking the way to the altar has disappeared.
4127	An unknown device is moving within the library.#A great magical power is calling forth monsters.
4128	The magical power which covered up the library has disappeared. #Now the device can be broken.
4129	Once the device is broken, the crystal of magical power falls down.#[Seal of the Sun] has been obtained and is in hand. 
4130	Monsters are emerging from the prison.#Monsters attack!
4131	An unidentified device is moving around at the end of the hallway.#A great magical power is calling forth monsters.
4132	The magical power which covered up the hallway has disappeared. #Now the device can be broken.
4133	Once the device is broken, the crystal of magical power falls down.#[Seal of the Moon] has been obtained and is in hand. 
4134	An breathtakingly overwhelming spirit is felt.#The coffin at the altar seems to be its source.
4135	The coffin is sealed. In order to release the seal [Seal of the Sun]and#[Seal of the Moon] are required.
4136	As soon as you put the two seals closer, the sealed powers get released.#A gigantic power is being formed!
4137	This is not a place where creatures like you can wander around. Return!
4138	Whatever you guys might do... the great rite has already... begun.
4139	As the sealed destroyer disappears, the magical power gets weakened.#The road to the portal has opened.
4140	A portal is visible beyond the magical power, but is not possible to cross.#Let's investigate the library and hallway where suspicious movement is felt.
4141	Power of sorcery is felt in the monsters' shelter.#Monsters have to be knocked down in order to investigate it.
4142	Monsters increased!
4143	Those of you who are ignorant of your place.#I will turn this place into your grave!
4144	Once the Great Ritual Guardian is knocked down, the power of sorcery is weakened.#The hidden portal gate appears.
//АъБЦ№ЮАє Еѕ 5µо±Ю БцїЄён	
253	The Cursed Tower#Trial of Darkness Entrance 
254	The Cursed Tower#Trial of Darkness [Earth] 
255	The Cursed Tower#Trial of Darkness [Ice] 
256	The Cursed Tower#Trial of Darkness [Fire] 
257	The Cursed Tower#Trial of Darkness [Darkness] 
258	The Cursed Tower#Floor of Condemnation
//АъБЦ№ЮАє Еѕ 5µо±Ю ґл»з	
4145	[Removing the barrier to summon monsters.#Please click again to remove the barrier.]
4146	[Monsters will appear in 3 seconds. To go up to a higher level#you must defeat as many monsters as possible within the time limit.]
4147	[5 minutes left in the time limit.]
4148	[4 minutes left in the time limit.]
4149	[3 minutes 30 seconds left in the time limit.]
4150	[3 minutes left in the time limit.]
4151	[2 minutes 30 seconds left in the time limit.]
4152	[2 minutes left in the time limit.]
4153	[1 minute 30 seconds left in the time limit.]
4154	[1 minute left in the time limit.]
4155	[50 seconds left in the time limit.]
4156	[40 seconds left in the time limit.]
4157	[30 seconds left in the time limit.]
4158	[20 seconds left in the time limit.]
4159	[10 seconds left in the time limit.]
4160	[9 seconds left in the time limit.]
4161	[8 seconds left in the time limit.]
4162	[7 seconds left in the time limit.]
4163	[6 seconds left in the time limit.]
4164	[5 seconds left in the time limit.]
4165	[4 seconds left in the time limit.]
4166	[3 seconds left in the time limit.]
4167	[2 seconds left in the time limit.]
4168	[1 second left in the time limit.]
4169	[The time limitЎЇs expired.#Moving to the next map.]
4170	When you defeated all the monsters, the barrier blocking the path disappeared.
4171	[All the monsters in the area have been defeated.#Moving to the next map in 10 seconds.]
4172	The portal gate was a trap. Monsters have launched a surprise attack!
4173	A new batch appeared when all the monsters were defeated.#ItЎЇs their reinforcements!
4174	A mysterious force is blocking the path to the next level.#The path will open when all monsters are defeated.
4175	A mysterious force is blocking the path to the next level.
4176	An ominous space without any sense of other presences.#ThereЎЇs a portal leading to the village in the middle of it.
4177	A Dark Warrior appears, reverberating with enormous power!
4178	[All monsters in the Floor of Condemnation have been defeated.#Portal to the town appears.]
//ЅЕ±Ф Ж©Едё®ѕу БцїЄён	
259	Tutorial#Esod
260	Esod#Forest of Godtrees
261	Tutorial#Movement and Battle
262	Tutorial#Basic Battle
//ГјАОБцѕч ДщЅєЖ® ГЯ°Ў ЕШЅєЖ®	
4198	You can see a green light on the middle of the altar. itЎЇs a portal to another dimension.
4199	There are four portals on the altar that radiate evil energy.#Most of them are shrouded by a fog-like magical force.
//ЅЕ±Ф Ж©Едё®ѕу ґл»з	
4179	Welcome to the world of S.U.N Reborn.#LetЎЇs start with the basic controls.
4180	Move to the shining structure in front of you. Select your destination#with the mouse cursor and left-click to move.
4181	"Well done. You can also move with the W,A,S,D keys or#the Arrow keys."
4182	Jump by pressing the [spacebar].#Press W and the Spacebar together to jump over the fog.
4183	Good. When you run into obstacles,#you can get through like that.
4184	Good.#Now youЎЇll learn basic combat controls.
4185	When you mouse over a target, the icon changes to a sword.#You can then attack that target by clicking the left mouse button. 
4186	Summoning monster on the flame formation.#Try attacking the monster.
//4187	Shift between targets with the [TAB] key.
4188	To learn or improve your skills, open your Skills Window with [K].#Skills marked with a + are learnable now.
4189	You can then place your skills in the Quick Slots at the bottom of the screen by dragging them with the mouse.#Skills placed in Quick Slots can be activated by pressing their designated number keys.
4190	LetЎЇs enter Esod now by crossing the bridge.#You can open closed doors by left-clicking them.
4191	Well done. Some objects in the game change the cursor into a padlock.#These objects may be opened right away, or unlocked only after certain conditions are met.
4192	"You can view the Map by pressing [M].#The Map shows the locations of NPCs and quests."
4193	A golden scroll icon indicates an NPC with a quest.#They appear as exclamation marks on the map. Try talking to the Quest NPCs.
//4194	The door to Esod is closed.#You can only enter after opening the door. Left-click it to do so.
4195	Good.
4196	The bridge is broken!#Use the device next to the bridge to repair it.
4197	You can jump across spaces where thereЎЇre no fooholds.#Press [W] and the [Spacebar] together to jump.
//ЅЕ±Ф Ж©Едё®ѕу ГЯ°Ў ґл»з	
4200	The enemyЎЇs reinforcements are already nearby.#Their camp is located in front of the lake on the right.
4201	The reinforcements will arrive in 60 seconds.
4202	The reinforcements will arrive in 50 seconds.
4203	The reinforcements will arrive in 40 seconds.
4204	The reinforcements will arrive in 30 seconds.
4205	The reinforcements will arrive in 20 seconds.
4206	The reinforcements will arrive in 10 seconds.
4207	The reinforcements will arrive in 9 seconds.
4208	The reinforcements will arrive in 8 seconds.
4209	The reinforcements will arrive in 7 seconds.
4210	The reinforcements will arrive in 6 seconds.
4211	The reinforcements will arrive in 5 seconds.
4212	The reinforcements will arrive in 4 seconds.
4213	The reinforcements will arrive in 3 seconds.
4214	The reinforcements will arrive in 2 seconds.
4215	The reinforcements will arrive in 1 second.
4216	The enemyЎЇs reinforcements have arrived! Some of them seem to be heading toward Esod.
4217	All the enemies have been defeated, but the town may still be in danger. Report back to Leon.
//4218	A portal leading to Esod has opened. You can now return to town through the portal.
4219	You smell the sharp tang of blood in the air.#You donЎЇt have a good feeling about this.
4220	The Imperial Army has already completely destroyed the town... ThereЎЇs not a living soul to be seenЎ¦
4221	Destroy them all and punish them for their crimes.
4222	All your trials are now ended.#Return to the altar through the portal and report to Leinia.
//4223	The door is firmly closed.
4224	Monsters attacked the town just as you were about to leave!#Defeat the monsters to protect the town.
4225	The enemyЎЇs reinforcements are here!
4226	There are monsters lined up near the ferry,#You must defeat every single one of them.
4227	The Beast Sentry is calling for reinforcements.#Monsters are attacking!
4228	Monsters are at the town entrance.#Destroy them and take their tails.
4229	The mysterious portal on the altar is glowing with light.#You can enter the Forest of Godtrees through it.
4231	A portal has appeared in the lake.#You can return to town through it.
//4232	"Hello, welcome to the world of Sun on-line!"
//4233	Now, before we get started, letЎЇs go over some quick basics.
//4234	The NPC Yibet, in front of you, will help you.
//4235	First, we will create a Mission Battle Zone for your Tutorial.#Talk to Yibet by left-clicking on her.
//4236	In Sun On-line, you play various missions in instanced Battle Zones.#Click the [Create Battle Zone] button in the lower right corner.
//4237	When the map appears, click the [Create Battle Zone] button in the lower right corner again.
//4238	You can start the mission by clicking the #[Start Game] button in the lower right corner of the created Mission Battle Zone window.
//4239	Click the [Start Game] button.
4240	First, letЎЇs equip some gear.#Press [I] to open your Inventory.
4241	Move the cursor over to the weapon in your inventory and#right-click to equip it.
4242	Select and equip the two basic weapons and cash items, now.
//4243	When monsters die, they drop items.
//4244	Pick up these items by left-clicking on them with your mouse.
//4245	Alternatively, you can use the [Pick up Action] from one of your interface quick slots (default is the [-] key),#without having to click on each item respectively.
//4246	Pressing right [ALT] pops up name labels for items on the ground.
//4247	Anything you buy or pick up goes to an Inventory slot. Remember, you can check your inventory at any time with the [I] key.
//4248	To use the consumable items you picked up,#move over the cursor to the inventory and right-click on them,
//4249	or drag them to your quickslots at lower part of the screen to use as a hotkey.
4250	You level up by earning EXP for killing monsters.
4251	You can increase your stat points with bonus points earned when you level up.
4252	"You can invest your bonus points to Strength, Agility, Intellect, Spirit and Style stats.#You can check your bonus point from the lower part of the Character Info window (shortcut [C])."
4253	Invest bonus points to stats matching your class by clicking the small [+] button next to that stat.
//4254	[Strength] affects the [Physical Damage],
//4255	"and [Agility] affects [Hit Rating], [Critical Chance], [Dodge Rate] and [Attack Speed]."
//4256	[Vitality] affects [max HP],
//4257	[Intellect] affects [Spell Damage],
//4258	and [Spirit] affects [max SP].
//4259	New equipment and skills depend on the Style you invest your bonus points in,#for which there are two in each Class.
//4260	When you invest bonus points in style stats, focusing on one style is recommended.
//4261	YouЎЇll recover damage inflicted by monsters when you sit down to rest with the [Sit Action] (default shortcut [=]) or by consuming #healing items.
//4262	Great! You have completed the Tutorial. Talk with NPC Gluer to move to town. #Berserkers and Elementalists, go to [Tringel],#Dragon Knights and Valkyries, to [Waldchen].
//4263	Berserkers and Elementalists, go to [Tringel],#Dragon Knights and Valkyries, to [Waldchen].
4264	ThatЎЇs not the right direction...
//4265	If you talk with NPC Gluer, you can finish the Tutorial and move to [Tringel] or [Waldchen].
//4266	But remember that once you leave for town, you canЎЇt return to do the tutorial again.
//4267	Move to the same map as your party members.
4268	ItЎЇs very dangerous to fight monsters with your bare hands.
4269	To hunt monsters easily, you should equip yourself well and practice your #Attack skills.
4270	If you have equipped a weapon, go to the [Statue of Dragon God] at the end of the room and click it.
4271	Put basic skills in the quick slots.
4272	If youЎЇve finished sorting out your skills, click the [Statue of Dragon God] once again.
4273	Summons monsters in a flame battle formation.
4274	Now, you can move to Esod through the Portal located at the end of the room.#Use the Portal if youЎЇre ready.
4275	Esod is peaceful and beautiful,#but recently itЎЇs suffering frequent invasions from the Imperial Army recently.
//єП°ж їГёІЗИ БцїЄён	
224	Thanksgiving#Monster Rush
//єП°ж їГёІЗИ ґл»з	
4276	The Thanksgiving Monster Rush will now begin.
4277	Eliminate as many monsters as possible within 60 seconds and obtain EXP.
4278	When ready to start the event, click on the brazier to set it aflame.
4279	Monsters will start to appear after 3 seconds. Good luck.
4280	You cannot move past this point.
4281	Time limit 60 seconds
4282	Time limit 59 seconds
4283	Time limit 58 seconds
4284	Time limit 57 seconds
4285	Time limit 56 seconds
4286	Time limit 55 seconds
4287	Time limit 54 seconds
4288	Time limit 53 seconds
4289	Time limit 52 seconds
4290	Time limit 51 seconds
4291	Time limit 50 seconds
4292	Time limit 49 seconds
4293	Time limit 48 seconds
4294	Time limit 47 seconds
4295	Time limit 46 seconds
4296	Time limit 45 seconds
4297	Time limit 44 seconds
4298	Time limit 43 seconds
4299	Time limit 42 seconds
4300	Time limit 41 seconds
4301	Time limit 40 seconds
4302	Time limit 39 seconds
4303	Time limit 38 seconds
4304	Time limit 37 seconds
4305	Time limit 36 seconds
4306	Time limit 35 seconds
4307	Time limit 34 seconds
4308	Time limit 33 seconds
4309	Time limit 32 seconds
4310	Time limit 31 seconds
4311	Time limit 30 seconds
4312	Time limit 29 seconds
4313	Time limit 28 seconds
4314	Time limit 27 seconds
4315	Time limit 26 seconds
4316	Time limit 25 seconds
4317	Time limit 24 seconds
4318	Time limit 23 seconds
4319	Time limit 22 seconds
4320	Time limit 21 seconds
4321	Time limit 20 seconds
4322	Time limit 19 seconds
4323	Time limit 18 seconds
4324	Time limit 17 seconds
4325	Time limit 16 seconds
4326	Time limit 15 seconds
4327	Time limit 14 seconds
4328	Time limit 13 seconds
4329	Time limit 12 seconds
4330	Time limit 11 seconds
4331	Time limit 10 seconds
4332	Time limit 09 seconds
4333	Time limit 08 seconds
4334	Time limit 07 seconds
4335	Time limit 06 seconds
4336	Time limit 05 seconds
4337	Time limit 04 seconds
4338	Time limit 03 seconds
4339	Time limit 02 seconds
4340	Time limit 01 seconds
4341	The time limit is up. Returning to the town. Good job.
//080923_1ѕЖАМїГЖ® ј­єк 4 БцїЄён	
244	Aiort Graveyard#Cave of Darkness
245	Aiort Graveyard#Room of the Dead
246	Aiort Graveyard#Dark Altar
247	Aiort Graveyard#Boundary Between Reality and Hell
//080923_1ѕЖАМїГЖ® ј­єк 4 іЄ·№АМјЗ	
//080923_1ѕЖАМїГЖ® ј­єк 4 ґл»з	
4342	Upon the altar floats compressed Ether made from life energy of Aiort's residents.
4343	Once the compression is complete, its energy will power the Ether plant.#To prevent this, the Ether compressor must be destroyed.
4344	"10 minutes until the Ether compression is complete.. Ether compressor can be found in one of four Rooms of Fog.#Only one contains the real compressor; the others are traps."
4345	Defeat the monsters in the cave to obtain the power to walk through the seal of fog.
4346	Ether energy compression complete time 10:00
4347	Ether energy compression complete time 09:59
4348	Ether energy compression complete time 09:58
4349	Ether energy compression complete time 09:57
4350	Ether energy compression complete time 09:56
4351	Ether energy compression complete time 09:55
4352	Ether energy compression complete time 09:54
4353	Ether energy compression complete time 09:53
4354	Ether energy compression complete time 09:52
4355	Ether energy compression complete time 09:51
4356	Ether energy compression complete time 09:50
4357	Ether energy compression complete time 09:49
4358	Ether energy compression complete time 09:48
4359	Ether energy compression complete time 09:47
4360	Ether energy compression complete time 09:46
4361	Ether energy compression complete time 09:45
4362	Ether energy compression complete time 09:44
4363	Ether energy compression complete time 09:43
4364	Ether energy compression complete time 09:42
4365	Ether energy compression complete time 09:41
4366	Ether energy compression complete time 09:40
4367	Ether energy compression complete time 09:39
4368	Ether energy compression complete time 09:38
4369	Ether energy compression complete time 09:37
4370	Ether energy compression complete time 09:36
4371	Ether energy compression complete time 09:35
4372	Ether energy compression complete time 09:34
4373	Ether energy compression complete time 09:33
4374	Ether energy compression complete time 09:32
4375	Ether energy compression complete time 09:31
4376	Ether energy compression complete time 09:30
4377	Ether energy compression complete time 09:29
4378	Ether energy compression complete time 09:28
4379	Ether energy compression complete time 09:27
4380	Ether energy compression complete time 09:26
4381	Ether energy compression complete time 09:25
4382	Ether energy compression complete time 09:24
4383	Ether energy compression complete time 09:23
4384	Ether energy compression complete time 09:22
4385	Ether energy compression complete time 09:21
4386	Ether energy compression complete time 09:20
4387	Ether energy compression complete time 09:19
4388	Ether energy compression complete time 09:18
4389	Ether energy compression complete time 09:17
4390	Ether energy compression complete time 09:16
4391	Ether energy compression complete time 09:15
4392	Ether energy compression complete time 09:14
4393	Ether energy compression complete time 09:13
4394	Ether energy compression complete time 09:12
4395	Ether energy compression complete time 09:11
4396	Ether energy compression complete time 09:10
4397	Ether energy compression complete time 09:09
4398	Ether energy compression complete time 09:08
4399	Ether energy compression complete time 09:07
4400	Ether energy compression complete time 09:06
4401	Ether energy compression complete time 09:05
4402	Ether energy compression complete time 09:04
4403	Ether energy compression complete time 09:03
4404	Ether energy compression complete time 09:02
4405	Ether energy compression complete time 09:01
4406	Ether energy compression complete time 09:00
4407	Ether energy compression complete time 08:59
4408	Ether energy compression complete time 08:58
4409	Ether energy compression complete time 08:57
4410	Ether energy compression complete time 08:56
4411	Ether energy compression complete time 08:55
4412	Ether energy compression complete time 08:54
4413	Ether energy compression complete time 08:53
4414	Ether energy compression complete time 08:52
4415	Ether energy compression complete time 08:51
4416	Ether energy compression complete time 08:50
4417	Ether energy compression complete time 08:49
4418	Ether energy compression complete time 08:48
4419	Ether energy compression complete time 08:47
4420	Ether energy compression complete time 08:46
4421	Ether energy compression complete time 08:45
4422	Ether energy compression complete time 08:44
4423	Ether energy compression complete time 08:43
4424	Ether energy compression complete time 08:42
4425	Ether energy compression complete time 08:41
4426	Ether energy compression complete time 08:40
4427	Ether energy compression complete time 08:39
4428	Ether energy compression complete time 08:38
4429	Ether energy compression complete time 08:37
4430	Ether energy compression complete time 08:36
4431	Ether energy compression complete time 08:35
4432	Ether energy compression complete time 08:34
4433	Ether energy compression complete time 08:33
4434	Ether energy compression complete time 08:32
4435	Ether energy compression complete time 08:31
4436	Ether energy compression complete time 08:30
4437	Ether energy compression complete time 08:29
4438	Ether energy compression complete time 08:28
4439	Ether energy compression complete time 08:27
4440	Ether energy compression complete time 08:26
4441	Ether energy compression complete time 08:25
4442	Ether energy compression complete time 08:24
4443	Ether energy compression complete time 08:23
4444	Ether energy compression complete time 08:22
4445	Ether energy compression complete time 08:21
4446	Ether energy compression complete time 08:20
4447	Ether energy compression complete time 08:19
4448	Ether energy compression complete time 08:18
4449	Ether energy compression complete time 08:17
4450	Ether energy compression complete time 08:16
4451	Ether energy compression complete time 08:15
4452	Ether energy compression complete time 08:14
4453	Ether energy compression complete time 08:13
4454	Ether energy compression complete time 08:12
4455	Ether energy compression complete time 08:11
4456	Ether energy compression complete time 08:10
4457	Ether energy compression complete time 08:09
4458	Ether energy compression complete time 08:08
4459	Ether energy compression complete time 08:07
4460	Ether energy compression complete time 08:06
4461	Ether energy compression complete time 08:05
4462	Ether energy compression complete time 08:04
4463	Ether energy compression complete time 08:03
4464	Ether energy compression complete time 08:02
4465	Ether energy compression complete time 08:01
4466	Ether energy compression complete time 08:00
4467	Ether energy compression complete time 07:59
4468	Ether energy compression complete time 07:58
4469	Ether energy compression complete time 07:57
4470	Ether energy compression complete time 07:56
4471	Ether energy compression complete time 07:55
4472	Ether energy compression complete time 07:54
4473	Ether energy compression complete time 07:53
4474	Ether energy compression complete time 07:52
4475	Ether energy compression complete time 07:51
4476	Ether energy compression complete time 07:50
4477	Ether energy compression complete time 07:49
4478	Ether energy compression complete time 07:48
4479	Ether energy compression complete time 07:47
4480	Ether energy compression complete time 07:46
4481	Ether energy compression complete time 07:45
4482	Ether energy compression complete time 07:44
4483	Ether energy compression complete time 07:43
4484	Ether energy compression complete time 07:42
4485	Ether energy compression complete time 07:41
4486	Ether energy compression complete time 07:40
4487	Ether energy compression complete time 07:39
4488	Ether energy compression complete time 07:38
4489	Ether energy compression complete time 07:37
4490	Ether energy compression complete time 07:36
4491	Ether energy compression complete time 07:35
4492	Ether energy compression complete time 07:34
4493	Ether energy compression complete time 07:33
4494	Ether energy compression complete time 07:32
4495	Ether energy compression complete time 07:31
4496	Ether energy compression complete time 07:30
4497	Ether energy compression complete time 07:29
4498	Ether energy compression complete time 07:28
4499	Ether energy compression complete time 07:27
4500	Ether energy compression complete time 07:26
4501	Ether energy compression complete time 07:25
4502	Ether energy compression complete time 07:24
4503	Ether energy compression complete time 07:23
4504	Ether energy compression complete time 07:22
4505	Ether energy compression complete time 07:21
4506	Ether energy compression complete time 07:20
4507	Ether energy compression complete time 07:19
4508	Ether energy compression complete time 07:18
4509	Ether energy compression complete time 07:17
4510	Ether energy compression complete time 07:16
4511	Ether energy compression complete time 07:15
4512	Ether energy compression complete time 07:14
4513	Ether energy compression complete time 07:13
4514	Ether energy compression complete time 07:12
4515	Ether energy compression complete time 07:11
4516	Ether energy compression complete time 07:10
4517	Ether energy compression complete time 07:09
4518	Ether energy compression complete time 07:08
4519	Ether energy compression complete time 07:07
4520	Ether energy compression complete time 07:06
4521	Ether energy compression complete time 07:05
4522	Ether energy compression complete time 07:04
4523	Ether energy compression complete time 07:03
4524	Ether energy compression complete time 07:02
4525	Ether energy compression complete time 07:01
4526	Ether energy compression complete time 07:00
4527	Ether energy compression complete time 06:59
4528	Ether energy compression complete time 06:58
4529	Ether energy compression complete time 06:57
4530	Ether energy compression complete time 06:56
4531	Ether energy compression complete time 06:55
4532	Ether energy compression complete time 06:54
4533	Ether energy compression complete time 06:53
4534	Ether energy compression complete time 06:52
4535	Ether energy compression complete time 06:51
4536	Ether energy compression complete time 06:50
4537	Ether energy compression complete time 06:49
4538	Ether energy compression complete time 06:48
4539	Ether energy compression complete time 06:47
4540	Ether energy compression complete time 06:46
4541	Ether energy compression complete time 06:45
4542	Ether energy compression complete time 06:44
4543	Ether energy compression complete time 06:43
4544	Ether energy compression complete time 06:42
4545	Ether energy compression complete time 06:41
4546	Ether energy compression complete time 06:40
4547	Ether energy compression complete time 06:39
4548	Ether energy compression complete time 06:38
4549	Ether energy compression complete time 06:37
4550	Ether energy compression complete time 06:36
4551	Ether energy compression complete time 06:35
4552	Ether energy compression complete time 06:34
4553	Ether energy compression complete time 06:33
4554	Ether energy compression complete time 06:32
4555	Ether energy compression complete time 06:31
4556	Ether energy compression complete time 06:30
4557	Ether energy compression complete time 06:29
4558	Ether energy compression complete time 06:28
4559	Ether energy compression complete time 06:27
4560	Ether energy compression complete time 06:26
4561	Ether energy compression complete time 06:25
4562	Ether energy compression complete time 06:24
4563	Ether energy compression complete time 06:23
4564	Ether energy compression complete time 06:22
4565	Ether energy compression complete time 06:21
4566	Ether energy compression complete time 06:20
4567	Ether energy compression complete time 06:19
4568	Ether energy compression complete time 06:18
4569	Ether energy compression complete time 06:17
4570	Ether energy compression complete time 06:16
4571	Ether energy compression complete time 06:15
4572	Ether energy compression complete time 06:14
4573	Ether energy compression complete time 06:13
4574	Ether energy compression complete time 06:12
4575	Ether energy compression complete time 06:11
4576	Ether energy compression complete time 06:10
4577	Ether energy compression complete time 06:09
4578	Ether energy compression complete time 06:08
4579	Ether energy compression complete time 06:07
4580	Ether energy compression complete time 06:06
4581	Ether energy compression complete time 06:05
4582	Ether energy compression complete time 06:04
4583	Ether energy compression complete time 06:03
4584	Ether energy compression complete time 06:02
4585	Ether energy compression complete time 06:01
4586	Ether energy compression complete time 06:00
4587	Ether energy compression complete time 05:59
4588	Ether energy compression complete time 05:58
4589	Ether energy compression complete time 05:57
4590	Ether energy compression complete time 05:56
4591	Ether energy compression complete time 05:55
4592	Ether energy compression complete time 05:54
4593	Ether energy compression complete time 05:53
4594	Ether energy compression complete time 05:52
4595	Ether energy compression complete time 05:51
4596	Ether energy compression complete time 05:50
4597	Ether energy compression complete time 05:49
4598	Ether energy compression complete time 05:48
4599	Ether energy compression complete time 05:47
4600	Ether energy compression complete time 05:46
4601	Ether energy compression complete time 05:45
4602	Ether energy compression complete time 05:44
4603	Ether energy compression complete time 05:43
4604	Ether energy compression complete time 05:42
4605	Ether energy compression complete time 05:41
4606	Ether energy compression complete time 05:40
4607	Ether energy compression complete time 05:39
4608	Ether energy compression complete time 05:38
4609	Ether energy compression complete time 05:37
4610	Ether energy compression complete time 05:36
4611	Ether energy compression complete time 05:35
4612	Ether energy compression complete time 05:34
4613	Ether energy compression complete time 05:33
4614	Ether energy compression complete time 05:32
4615	Ether energy compression complete time 05:31
4616	Ether energy compression complete time 05:30
4617	Ether energy compression complete time 05:29
4618	Ether energy compression complete time 05:28
4619	Ether energy compression complete time 05:27
4620	Ether energy compression complete time 05:26
4621	Ether energy compression complete time 05:25
4622	Ether energy compression complete time 05:24
4623	Ether energy compression complete time 05:23
4624	Ether energy compression complete time 05:22
4625	Ether energy compression complete time 05:21
4626	Ether energy compression complete time 05:20
4627	Ether energy compression complete time 05:19
4628	Ether energy compression complete time 05:18
4629	Ether energy compression complete time 05:17
4630	Ether energy compression complete time 05:16
4631	Ether energy compression complete time 05:15
4632	Ether energy compression complete time 05:14
4633	Ether energy compression complete time 05:13
4634	Ether energy compression complete time 05:12
4635	Ether energy compression complete time 05:11
4636	Ether energy compression complete time 05:10
4637	Ether energy compression complete time 05:09
4638	Ether energy compression complete time 05:08
4639	Ether energy compression complete time 05:07
4640	Ether energy compression complete time 05:06
4641	Ether energy compression complete time 05:05
4642	Ether energy compression complete time 05:04
4643	Ether energy compression complete time 05:03
4644	Ether energy compression complete time 05:02
4645	Ether energy compression complete time 05:01
4646	Ether energy compression complete time 05:00
4647	Ether energy compression complete time 04:59
4648	Ether energy compression complete time 04:58
4649	Ether energy compression complete time 04:57
4650	Ether energy compression complete time 04:56
4651	Ether energy compression complete time 04:55
4652	Ether energy compression complete time 04:54
4653	Ether energy compression complete time 04:53
4654	Ether energy compression complete time 04:52
4655	Ether energy compression complete time 04:51
4656	Ether energy compression complete time 04:50
4657	Ether energy compression complete time 04:49
4658	Ether energy compression complete time 04:48
4659	Ether energy compression complete time 04:47
4660	Ether energy compression complete time 04:46
4661	Ether energy compression complete time 04:45
4662	Ether energy compression complete time 04:44
4663	Ether energy compression complete time 04:43
4664	Ether energy compression complete time 04:42
4665	Ether energy compression complete time 04:41
4666	Ether energy compression complete time 04:40
4667	Ether energy compression complete time 04:39
4668	Ether energy compression complete time 04:38
4669	Ether energy compression complete time 04:37
4670	Ether energy compression complete time 04:36
4671	Ether energy compression complete time 04:35
4672	Ether energy compression complete time 04:34
4673	Ether energy compression complete time 04:33
4674	Ether energy compression complete time 04:32
4675	Ether energy compression complete time 04:31
4676	Ether energy compression complete time 04:30
4677	Ether energy compression complete time 04:29
4678	Ether energy compression complete time 04:28
4679	Ether energy compression complete time 04:27
4680	Ether energy compression complete time 04:26
4681	Ether energy compression complete time 04:25
4682	Ether energy compression complete time 04:24
4683	Ether energy compression complete time 04:23
4684	Ether energy compression complete time 04:22
4685	Ether energy compression complete time 04:21
4686	Ether energy compression complete time 04:20
4687	Ether energy compression complete time 04:19
4688	Ether energy compression complete time 04:18
4689	Ether energy compression complete time 04:17
4690	Ether energy compression complete time 04:16
4691	Ether energy compression complete time 04:15
4692	Ether energy compression complete time 04:14
4693	Ether energy compression complete time 04:13
4694	Ether energy compression complete time 04:12
4695	Ether energy compression complete time 04:11
4696	Ether energy compression complete time 04:10
4697	Ether energy compression complete time 04:09
4698	Ether energy compression complete time 04:08
4699	Ether energy compression complete time 04:07
4700	Ether energy compression complete time 04:06
4701	Ether energy compression complete time 04:05
4702	Ether energy compression complete time 04:04
4703	Ether energy compression complete time 04:03
4704	Ether energy compression complete time 04:02
4705	Ether energy compression complete time 04:01
4706	Ether energy compression complete time 04:00
4707	Ether energy compression complete time 03:59
4708	Ether energy compression complete time 03:58
4709	Ether energy compression complete time 03:57
4710	Ether energy compression complete time 03:56
4711	Ether energy compression complete time 03:55
4712	Ether energy compression complete time 03:54
4713	Ether energy compression complete time 03:53
4714	Ether energy compression complete time 03:52
4715	Ether energy compression complete time 03:51
4716	Ether energy compression complete time 03:50
4717	Ether energy compression complete time 03:49
4718	Ether energy compression complete time 03:48
4719	Ether energy compression complete time 03:47
4720	Ether energy compression complete time 03:46
4721	Ether energy compression complete time 03:45
4722	Ether energy compression complete time 03:44
4723	Ether energy compression complete time 03:43
4724	Ether energy compression complete time 03:42
4725	Ether energy compression complete time 03:41
4726	Ether energy compression complete time 03:40
4727	Ether energy compression complete time 03:39
4728	Ether energy compression complete time 03:38
4729	Ether energy compression complete time 03:37
4730	Ether energy compression complete time 03:36
4731	Ether energy compression complete time 03:35
4732	Ether energy compression complete time 03:34
4733	Ether energy compression complete time 03:33
4734	Ether energy compression complete time 03:32
4735	Ether energy compression complete time 03:31
4736	Ether energy compression complete time 03:30
4737	Ether energy compression complete time 03:29
4738	Ether energy compression complete time 03:28
4739	Ether energy compression complete time 03:27
4740	Ether energy compression complete time 03:26
4741	Ether energy compression complete time 03:25
4742	Ether energy compression complete time 03:24
4743	Ether energy compression complete time 03:23
4744	Ether energy compression complete time 03:22
4745	Ether energy compression complete time 03:21
4746	Ether energy compression complete time 03:20
4747	Ether energy compression complete time 03:19
4748	Ether energy compression complete time 03:18
4749	Ether energy compression complete time 03:17
4750	Ether energy compression complete time 03:16
4751	Ether energy compression complete time 03:15
4752	Ether energy compression complete time 03:14
4753	Ether energy compression complete time 03:13
4754	Ether energy compression complete time 03:12
4755	Ether energy compression complete time 03:11
4756	Ether energy compression complete time 03:10
4757	Ether energy compression complete time 03:09
4758	Ether energy compression complete time 03:08
4759	Ether energy compression complete time 03:07
4760	Ether energy compression complete time 03:06
