//	캐릭터 상태					그래픽코드			아이콘 종류	삭제여부	분류	SD적용여부			부착위치																
//						status01.ds 파일에 위치로 배치			0. 이상상태	0. 사용안함	1. 상태이상	0: SD 적용 안 함			1. 머리위																
//						"그래픽코드는 필요 없음 ""38335""로 통일"			1. 강화	1. 사용함	2. 상태악화	1: SD 적용(SD:HP=99%:1%)			2. 몸통주위																
//							11393	강화	2. 캐시		3. 상태강화				3. 발밑																
//							11394	캐시	3. 특수상태		4. 특수				4. 손																
//							11395	특수	4. 중요						5.오른손																
//							11396	이상상태	5. 캐릭터스킬						6.무기																
//							11397	중요)							7.뼈대																
//							11400	스킬	아이콘 출력 순서 : 4 -> 2 -> 5 -> 1 -> 3 -> 0						8.왼손오른손																
//															9.바닥(지형충돌)																
//															10.타겟																
//															11.가슴																
//																															
//	806						1002	1002	816		806	904	905	806			1005														
//	NO	종류	영문이름	네임코드	설명 코드	그래픽 코드	행	열	아이콘 종류	삭제 여부	분류	SD적용여부	탈것적용여부	이펙트코드	부착위치	bStateGroup	본위치	x-축옵셋	y-축옵셋	z-축옵셋	부모회전방향적용	부모스케일적용			설명						
	Index	StateName	EnglishStateName	NameCode	DescriptionCode	IconCode	Row	Column	GKind	DelType	Type	SDApply	RidingApply	EffectCode	EffectPos	GroupCode	BoneIndex	OffsetX	OffsetY	OffsetZ	ApplyParentRotate	ApplyParentScale	FieldEnd								
//	516	힘강화	eCHAR_STATE_STAT_STR3	23224	24224	38335	5	3	1	1	3	0	1	B223	2	0	0	0	0	0	0	0		//	대상의 힘이 %s 만큼 증가됩니다.	// 힘강화2					
//	517	민첩강화	eCHAR_STATE_STAT_DEX3	23225	24225	38335	5	4	1	1	3	0	1	B224	2	0	0	0	0	0	0	0		//	대상의 민첩이 %s 만큼 증가됩니다.	// 민첩강화2					
//	518	체력강화	eCHAR_STATE_STAT_VIT3	23226	24226	38335	5	5	1	1	3	0	1	B225	2	0	0	0	0	0	0	0		//	대상의 체력이 %s 만큼 증가됩니다.	// 체력강화2					
//	519	정신력강화	eCHAR_STATE_STAT_INT3	23227	24227	38335	5	6	1	1	3	0	1	B226	2	0	0	0	0	0	0	0		//	대상의 정신력이 %s 만큼 증가됩니다.	// 정신력강화2					
//	520	지력강화	eCHAR_STATE_STAT_SPI3	23228	24228	38335	5	7	1	1	3	0	1	B227	2	0	0	0	0	0	0	0		//	대상의 지력이 %s 만큼 증가됩니다.	// 지력강화2					
//	521	마법공격상승	eCHAR_STATE_MAGIC_ATTACK_INCREASE3	23229	24229	38335	5	8	1	1	3	0	1	B228	2	0	0	0	0	0	0	0		//	대상의 마법 공격력이 %S 만큼 증가됩니다.	// 마법공격상승2					
//	522	추가데미지	eCHAR_STATE_STAT_DAMAGE_ADD3	23232	24232	38335	5	11	1	1	3	1	1	B231	1	0	0	0	0	0	0	0		//	공격당 %d 만큼 추가 적으로 데미지가 증가된다.	// 추가데미지2					
//	523	불속성공격력증가	eCHAR_STATE_FIRE_ATTACK_INCREASE3	23233	24233	38335	5	12	1	1	3	0	1	B232	1	0	0	0	0	0	0	0		//	대상의 불 속성 공격력이 %s 만큼 증가된다.	// 불속성공격력증가2					
//	524	물속성공격력증가	eCHAR_STATE_WATER_ATTACK_INCREASE3	23234	24234	38335	5	13	1	1	3	0	1	B233	1	0	0	0	0	0	0	0		//	대상의 물 속성 공격력이 %s 만큼 증가된다.	// 물속성공격력증가2					
//	525	바람속성공격력증가	eCHAR_STATE_WIND_ATTACK_INCREASE3	23235	24235	38335	5	14	1	1	3	0	1	B234	1	0	0	0	0	0	0	0		//	대상의 바람 속성 공격력이 %s 만큼 증가된다.	// 바람속성공격력증가2					
//	526	대지속성공격력증가	eCHAR_STATE_EARTH_ATTACK_INCREASE3	23236	24236	38335	5	15	1	1	3	0	1	B235	1	0	0	0	0	0	0	0		//	대상의 대지 속성 공격력이 %s 만큼 증가된다.	// 대지속성공격력증가2					
//	527	암흑속성공격력증가	eCHAR_STATE_DARK_ATTACK_INCREASE3	23237	24237	38335	5	16	1	1	3	0	1	B236	1	0	0	0	0	0	0	0		//	대상의 암흑 속성 공격력이 %s 만큼 증가된다.	// 암흑속성공격력증가2					
//	528	불속성방어력증가	eCHAR_STATE_FIRE_DEFENSE_INCREASE3	23238	24238	38335	5	17	1	1	3	0	1	B237	1	0	0	0	0	0	0	0		//	대상의 불 속성 방어력이 %s 만큼 증가된다.	// 불속성방어력증가2					
//	529	물속성방어력증가	eCHAR_STATE_WATER_DEFENSE_INCREASE3	23239	24239	38335	5	18	1	1	3	0	1	B238	1	0	0	0	0	0	0	0		//	대상의 물 속성 방어력이 %s 만큼 증가된다.	// 물속성방어력증가2					
//	530	바람속성방어력증가	eCHAR_STATE_WIND_DEFENSE_INCREASE3	23240	24240	38335	6	1	1	1	3	0	1	B239	1	0	0	0	0	0	0	0		//	대상의 바람 속성 방어력이 %s 만큼 증가된다.	// 바람속성방어력증가2					
//	531	대지속성방어력증가	eCHAR_STATE_EARTH_DEFENSE_INCREASE3	23241	24241	38335	6	2	1	1	3	0	1	B240	1	0	0	0	0	0	0	0		//	대상의 대지 속성 방어력이 %s 만큼 증가된다.	// 대지속성방어력증가2					
//	532	암흑속성방어력증가	eCHAR_STATE_DARK_DEFENSE_INCREASE3	23242	24242	38335	6	3	1	1	3	0	1	B241	1	0	0	0	0	0	0	0		//	대상의 암흑 속성 방어력이 %s 만큼 증가된다.	// 암흑속성방어력증가2					
//	533	MP저주	eCHAR_STATE_MP_SPEND_INCREASE3	23012	24012	38335	1	5	1	0	2	0	1	B014	1	0	0	0	0	0	0	0		//	스킬 사용시 필요한 MP값이 증가하게 됩니다.	// MP저주2(MP 소모 증가)					
//	534	MP집중	eCHAR_STATE_MP_SPEND_DECREASE3	23013	24013	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	스킬 사용시 필요한 MP값이 감소하게 됩니다.	// MP활력2(MP 소모 감소)					
//	535	정신활력	eCHAR_STATE_DECREASE_CASTING_TIME3	23246	24246	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상의 캐스팅 소요 시간이 %s% 만큼 감소하게 된다.	// 캐스팅 타임 감소					
//	536	스킬집중활력	eCHAR_STATE_DECREASE_SKILL_COLL_TIME3	23248	24248	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상의 쿨타임 소요 시간이 감소하게 됩니다.	// 스킬 쿨타임 감소					
//	537	변신	eCHAR_STATE_TRANSFORMATION3	23301	24301	38335	6	4	3	0	4	0	1	B300	1	0	0	0	0	0	0	0		//	대상은 다른 형태의 모습으로 일시적으로 변신한 상태이다.	// 변신					
//	538	강철	eCHAR_STATE_STEEL3	23302	24302	38335	6	5	3	0	3	0	1	B301	1	0	0	0	0	0	0	0		//	대상은 적이 공격을 할 수 없는 상태가 된다. 대상은 이동외의 모든 행동이 불가능하며 이속이 감소한다.	"// 강철(이동 외 행동 불능, 이동속도 감소)"					
//	539	투명	eCHAR_STATE_TRANSPARENT3	23303	24303	38335	6	6	3	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상은 투명 상태가 되어 적에게 보이지 않는다. 대상이 이동외의 행동을 하게 되면 상태가 해제된다.	// 투명(이동 외의 행동시 해제)					
//	540	피어	eCHAR_STATE_FEAR3	23304	24304	38335	6	7	0	0	1	0	1	B008	1	0	0	0	0	0	0	0		//	대상을 도망가게 한다.	// 피어(대상을 도망가게 한다.)					
//	541	공격불능	eCHAR_STATE_BLUR3	23305	24305	38335	6	8	0	0	2	0	1	B304	1	0	0	0	0	0	0	0		//	대상은 공격을 하지 못한다	// 공격불능(대상은 공격을 못한다.)					
//	542	넉백상태	eCHAR_STATE_THRUST3	23308	24308	38335	6	8	0	0	2	0	0	NULL	1	0	0	0	0	0	0	0		//	대상은 녹백상태임을 알려준다.	// 밀리기(밀리고 있는 상태)					
//	543	소환	eCHAR_STATE_SUMMON3	23306	24306	38335	5	18	0	0	4	0	1	NULL	1	0	0	0	0	0	0	0		//	%s가 소환되였습니다.	// 소환					
//	544	검기충전	eCHAR_STATE_SPCHARGE3	23307	24307	38335	6	10	3	1	4	0	1	B307	4	0	0	0	0	0	0	0		//	현재 %d / %d 의 검기를 충전하였습니다.	// 검기충전					
//	545	HP회복(리커버리무시)	eCHAR_STATE_IGNORE_RESERVEHP3	23200	24299	38335	6	9	1	1	3	0	1	B205	2	0	0	0	0	0	0	0		//	대상의 HP 회복율 %s 만큼 증가한다.(리커버리는 무시하고 회복합니다.)	// 					
//	546	분노	eCHAR_STATE_ANGER9	23201	24201	38335	3	16	1	1	3	0	1	B200	2	0	0	0	0	0	0	0		//	대상은 분노하여 공격력상승이 %s 만큼 상승한다	// 분노(공격력 상승)					
//	547	마법공격상승	eCHAR_STATE_MAGIC_ATTACK_INCREASE9	23229	24229	38335	5	8	1	0	3	0	1	B228	2	22	0	0	0	0	0	0		//	대상의 마법 공격력이 %S 만큼 증가됩니다.	// 마법공격상승2					
//	548	방어	eCHAR_STATE_DEFENSE9	23202	24202	38335	3	17	1	1	3	0	1	B201	2	0	0	0	0	0	0	0		//	대상은 방어에 집중하여 방어력이 %s 만큼 상승한다.	// 방어(방어력 상승)					
//	549	마법방어	eCHAR_STATE_MAGIC_DEFENSE8	23218	24218	38335	4	15	1	1	3	0	1	B217	2	0	0	0	0	0	0	0		//	대상의 마법 방어력이 %s 만큼 증가한다	// 마법방어(마법방어력 증가)					
//	550	정밀	eCHAR_STATE_PRECISION8	23212	24212	38335	4	9	1	1	3	0	1	B211	2	0	0	0	0	0	0	0		//	대상의 크리티컬 데미지가 %s 만큼 증가한다.	// 정밀(크리티컬 데미지 증가)					
//	576	장려	eCHAR_STATE_ENCOURAGEMENT3	23253	24253	38335	7	11	1	1	4	1	1	0	0	0	0	0	0	0	0	0		//	대상의 SD량이 %S만큼 증가한다.						
//	577	증진	eCHAR_STATE_PROMOTION3	23244	24254	38335	7	12	1	1	4	1	1	0	0	0	0	0	0	0	0	0		//	대상의 SD회복량이 %S만큼 증가한다.						
//	상태강화_3																														
//	700	분노	eCHAR_STATE_ANGER4	23201	24201	38335	3	16	1	1	3	0	1	B200	2	0	0	0	0	0	0	0		//	대상은 분노하여 공격력상승이 %s 만큼 상승한다	// 분노2					
//	701	방어	eCHAR_STATE_DEFENSE4	23202	24202	38335	3	17	1	1	3	0	1	B201	2	0	0	0	0	0	0	0		//	대상은 방어에 집중하여 방어력이 %s 만큼 상승한다.	// 방어2					
//	702	투지	eCHAR_STATE_FIGHTING4	23204	24204	38335	4	1	1	1	3	0	1	B203	2	0	0	0	0	0	0	0		//	대상은 적에 대한 공격 성공율이 %s 만큼 상승한다.	// 투지2					
//	703	균형	eCHAR_STATE_BALANCE4	23205	24205	38335	4	2	1	1	3	0	1	B204	2	0	0	0	0	0	0	0		//	대상은 적의 공격을 블록할 확률이 %s 만큼 상승한다	// 균형2					
//	704	활력	eCHAR_STATE_VITAL_POWER4	23206	24206	38335	4	3	1	1	3	0	1	B205	2	0	0	0	0	0	0	0		//	대상의 HP 회복율 %s 만큼 증가한다.	// 활력2					
//	705	명상	eCHAR_STATE_MEDITATION4	23207	24207	38335	4	4	1	1	3	0	1	B206	2	0	0	0	0	0	0	0		//	대상의 MP 또는 SP 회복율이 %s 만큼 증가한다.	// 명상2					
//	706	기세	eCHAR_STATE_HIGH_SPIRIT4	23208	24208	38335	4	5	1	1	3	0	1	B207	4	0	0	0	0	0	0	0		//	대상의 공격 속도가 %s 만큼 빨라진다.	// 기세2					
//	707	질주	eCHAR_STATE_SPEEDING4	23209	24209	38335	4	6	1	1	3	0	1	B208	3	0	0	0	0	0	0	0		//	대상의 이동 속도가 %s 만큼 빨라진다.	// 질주2					
//	708	집중	eCHAR_STATE_CONCENTRATION4	23210	24210	38335	4	7	1	1	3	0	1	B209	2	0	0	0	0	0	0	0		//	대상의 크리티컬 확률이 %s 만큼 증가한다.	// 집중2					
//	709	시야	eCHAR_STATE_INCREASE_SKILLRANGE4	23211	24211	38335	4	8	1	1	3	0	1	B210	1	0	0	0	0	0	0	0		//	대상의 스킬 사거리가 %s 만큼 증가한다	// 시야2					
//	710	정밀	eCHAR_STATE_PRECISION4	23212	24212	38335	4	9	1	1	3	0	1	B211	2	0	0	0	0	0	0	0		//	대상의 크리티컬 데미지가 %s 만큼 증가한다.	// 정밀2					
//	711	격려	eCHAR_STATE_HP_INCREASE4	23213	24213	38335	4	10	1	1	3	0	1	B212	2	0	0	0	0	0	0	0		//	대상의 HP량이 %s 만큼 증가한다	// 격려2					
//	712	탄력	eCHAR_STATE_MP_INCREASE4	23214	24214	38335	4	11	1	1	3	0	1	B213	2	0	0	0	0	0	0	0		//	대상의 MP/SP량이 %s 만큼 증가한다	// 탄력2					
//	713	활기	eCHAR_STATE_HPRATE_INCREASE4	23215	24215	38335	4	12	1	1	3	0	1	B214	2	0	0	0	0	0	0	0		//	대상의 HP회복량이 %s 만큼 증가한다	// 활기2					
//	714	자극	eCHAR_STATE_MPRATE_INCREASE4	23216	24216	38335	4	18	1	1	3	0	1	B215	2	0	0	0	0	0	0	0		//	대상의 MP/SP회복량이 %s 만큼 증가한다	// 자극2					
//	715	마법방어	eCHAR_STATE_MAGICDEFENSE4	23218	24218	38335	4	15	1	1	3	0	1	B217	2	0	0	0	0	0	0	0		//	대상의 마법 방어력이 %s 만큼 증가한다	// 마법방어2					
//	716	힘강화	eCHAR_STATE_STAT_STR4	23224	24224	38335	5	3	1	1	3	0	1	B223	2	0	0	0	0	0	0	0		//	대상의 힘이 %s 만큼 증가됩니다.	// 힘강화2					
//	717	민첩강화	eCHAR_STATE_STAT_DEX4	23225	24225	38335	5	4	1	1	3	0	1	B224	2	0	0	0	0	0	0	0		//	대상의 민첩이 %s 만큼 증가됩니다.	// 민첩강화2					
//	718	체력강화	eCHAR_STATE_STAT_VIT4	23226	24226	38335	5	5	1	1	3	0	1	B225	2	0	0	0	0	0	0	0		//	대상의 체력이 %s 만큼 증가됩니다.	// 체력강화2					
//	719	정신력강화	eCHAR_STATE_STAT_INT4	23227	24227	38335	5	6	1	1	3	0	1	B226	2	0	0	0	0	0	0	0		//	대상의 정신력이 %s 만큼 증가됩니다.	// 정신력강화2					
//	720	지력강화	eCHAR_STATE_STAT_SPI4	23228	24228	38335	5	7	1	1	3	0	1	B227	2	0	0	0	0	0	0	0		//	대상의 지력이 %s 만큼 증가됩니다.	// 지력강화2					
//	721	마법공격상승	eCHAR_STATE_MAGIC_ATTACK_INCREASE4	23229	24229	38335	5	8	1	1	3	0	1	B228	2	0	0	0	0	0	0	0		//	대상의 마법 공격력이 %S 만큼 증가됩니다.	// 마법공격상승2					
//	722	추가데미지	eCHAR_STATE_STAT_DAMAGE_ADD4	23232	24232	38335	5	11	1	1	3	0	1	B231	1	0	0	0	0	0	0	0		//	공격당 %d 만큼 추가 적으로 데미지가 증가된다.	// 추가데미지2					
//	723	불속성공격력증가	eCHAR_STATE_FIRE_ATTACK_INCREASE4	23233	24233	38335	5	12	1	1	3	0	1	B232	1	0	0	0	0	0	0	0		//	대상의 불 속성 공격력이 %s 만큼 증가된다.	// 불속성공격력증가2					
//	724	물속성공격력증가	eCHAR_STATE_WATER_ATTACK_INCREASE4	23234	24234	38335	5	13	1	1	3	0	1	B233	1	0	0	0	0	0	0	0		//	대상의 물 속성 공격력이 %s 만큼 증가된다.	// 물속성공격력증가2					
//	725	바람속성공격력증가	eCHAR_STATE_WIND_ATTACK_INCREASE4	23235	24235	38335	5	14	1	1	3	0	1	B234	1	0	0	0	0	0	0	0		//	대상의 바람 속성 공격력이 %s 만큼 증가된다.	// 바람속성공격력증가2					
//	726	대지속성공격력증가	eCHAR_STATE_EARTH_ATTACK_INCREASE4	23236	24236	38335	5	15	1	1	3	0	1	B235	1	0	0	0	0	0	0	0		//	대상의 대지 속성 공격력이 %s 만큼 증가된다.	// 대지속성공격력증가2					
//	727	암흑속성공격력증가	eCHAR_STATE_DARK_ATTACK_INCREASE4	23237	24237	38335	5	16	1	1	3	0	1	B236	1	0	0	0	0	0	0	0		//	대상의 암흑 속성 공격력이 %s 만큼 증가된다.	// 암흑속성공격력증가2					
//	728	불속성방어력증가	eCHAR_STATE_FIRE_DEFENSE_INCREASE4	23238	24238	38335	5	17	1	1	3	0	1	B237	1	0	0	0	0	0	0	0		//	대상의 불 속성 방어력이 %s 만큼 증가된다.	// 불속성방어력증가2					
//	729	물속성방어력증가	eCHAR_STATE_WATER_DEFENSE_INCREASE4	23239	24239	38335	5	18	1	1	3	0	1	B238	1	0	0	0	0	0	0	0		//	대상의 물 속성 방어력이 %s 만큼 증가된다.	// 물속성방어력증가2					
//	730	바람속성방어력증가	eCHAR_STATE_WIND_DEFENSE_INCREASE4	23240	24240	38335	6	1	1	1	3	0	1	B239	1	0	0	0	0	0	0	0		//	대상의 바람 속성 방어력이 %s 만큼 증가된다.	// 바람속성방어력증가2					
//	731	대지속성방어력증가	eCHAR_STATE_EARTH_DEFENSE_INCREASE4	23241	24241	38335	6	2	1	1	3	0	1	B240	1	0	0	0	0	0	0	0		//	대상의 대지 속성 방어력이 %s 만큼 증가된다.	// 대지속성방어력증가2					
//	732	암흑속성방어력증가	eCHAR_STATE_DARK_DEFENSE_INCREASE4	23242	24242	38335	6	3	1	1	3	0	1	B241	1	0	0	0	0	0	0	0		//	대상의 암흑 속성 방어력이 %s 만큼 증가된다.	// 암흑속성방어력증가2					
//	733	MP저주	eCHAR_STATE_MP_SPEND_INCREASE4	23012	24012	38335	1	5	1	0	2	0	1	B014	1	0	0	0	0	0	0	0		//	스킬 사용시 필요한 MP값이 증가하게 됩니다.	// MP저주2(MP 소모 증가)					
//	734	MP집중	eCHAR_STATE_MP_SPEND_DECREASE4	23013	24013	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	스킬 사용시 필요한 MP값이 감소하게 됩니다.	// MP활력2(MP 소모 감소)					
//	735	정신활력	eCHAR_STATE_DECREASE_CASTING_TIME4	23246	24246	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상의 캐스팅 소요 시간이 %s% 만큼 감소하게 된다.	// 캐스팅 타임 감소					
//	736	스킬집중활력	eCHAR_STATE_DECREASE_SKILL_COOL_TIME4	23248	24248	38335	6	6	1	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상의 쿨타임 소요 시간이 감소하게 됩니다.	// 스킬 쿨타임 감소					
//	737	변신	eCHAR_STATE_TRANSFORMATION4	23301	24301	38335	6	4	3	0	4	0	1	B300	1	0	0	0	0	0	0	0		//	대상은 다른 형태의 모습으로 일시적으로 변신한 상태이다.	// 변신					
//	738	강철	eCHAR_STATE_STEEL4	23302	24302	38335	6	5	3	0	3	0	1	B301	1	0	0	0	0	0	0	0		//	대상은 적이 공격을 할 수 없는 상태가 된다. 대상은 이동외의 모든 행동이 불가능하며 이속이 감소한다.	"// 강철(이동 외 행동 불능, 이동속도 감소)"					
//	739	투명	eCHAR_STATE_TRANSPARENT4	23303	24303	38335	6	6	3	1	3	0	1	B302	1	0	0	0	0	0	0	0		//	대상은 투명 상태가 되어 적에게 보이지 않는다. 대상이 이동외의 행동을 하게 되면 상태가 해제된다.	// 투명(이동 외의 행동시 해제)					
//	740	피어	eCHAR_STATE_FEAR4	23304	24304	38335	6	7	0	0	1	0	1	B008	1	0	0	0	0	0	0	0		//	대상을 도망가게 한다.	// 피어(대상을 도망가게 한다.)					
//	741	공격불능	eCHAR_STATE_BLUR4	23305	24305	38335	6	8	0	0	2	0	1	B304	1	0	0	0	0	0	0	0		//	대상은 공격을 하지 못한다	// 공격불능(대상은 공격을 못한다.)					
//	742	넉백상태	eCHAR_STATE_THRUST4	23308	24308	38335	6	8	0	0	2	0	0	NULL	1	0	0	0	0	0	0	0		//	대상은 녹백상태임을 알려준다.	// 밀리기(밀리고 있는 상태)					
//	743	소환	eCHAR_STATE_SUMMON4	23306	24306	38335	5	18	0	0	4	0	1	NULL	1	0	0	0	0	0	0	0		//	%s가 소환되였습니다.	// 소환					
//	744	검기충전	eCHAR_STATE_SPCHARGE4	23307	24307	38335	6	10	3	1	4	0	1	B307	4	0	0	0	0	0	0	0		//	현재 %d / %d 의 검기를 충전하였습니다.	// 검기충전					
//	745	HP회복(리커버리무시)	eCHAR_STATE_IGNORE_RESERVEHP4	23200	24299	38335	6	9	1	1	3	0	1	B205	2	0	0	0	0	0	0	0		//	대상의 HP 회복율 %s 만큼 증가한다.(리커버리는 무시하고 회복합니다.)	// 					
//	746	분노	eCHAR_STATE_ANGER10	23201	24201	38335	3	16	1	1	3	0	1	B200	2	0	0	0	0	0	0	0		//	대상은 분노하여 공격력상승이 %s 만큼 상승한다	// 분노(공격력 상승)					
//	747	마법공격상승	eCHAR_STATE_MAGIC_ATTACK_INCREASE10	23229	24229	38335	5	8	1	0	3	0	1	B228	2	22	0	0	0	0	0	0		//	대상의 마법 공격력이 %S 만큼 증가됩니다.	// 마법공격상승2					
//	748	방어	eCHAR_STATE_DEFENSE10	23202	24202	38335	3	17	1	1	3	0	1	B201	2	0	0	0	0	0	0	0		//	대상은 방어에 집중하여 방어력이 %s 만큼 상승한다.	// 방어(방어력 상승)					
//	749	마법방어	eCHAR_STATE_MAGIC_DEFENSE9	23218	24218	38335	4	15	1	1	3	0	1	B217	2	0	0	0	0	0	0	0		//	대상의 마법 방어력이 %s 만큼 증가한다	// 마법방어(마법방어력 증가)					
//	750	정밀	eCHAR_STATE_PRECISION9	23212	24212	38335	4	9	1	1	3	0	1	B211	2	0	0	0	0	0	0	0		//	대상의 크리티컬 데미지가 %s 만큼 증가한다.	// 정밀(크리티컬 데미지 증가)					
//	776	장려	eCHAR_STATE_ENCOURAGEMENT4	23253	24253	38335	7	11	1	1	4	1	1	0	0	0	0	0	0	0	0	0		//	대상의 SD량이 %S만큼 증가한다.						
//	777	증진	eCHAR_STATE_PROMOTION4	23244	24254	38335	7	12	1	1	4	1	1	0	0	0	0	0	0	0	0	0		//	대상의 SD회복량이 %S만큼 증가한다.						
//	캐릭터버프스킬																														
	951	하드스탠스(체력)	eCHAR_STATE_STAT_VIT6	23226	24226	38335	7	16	5	1	3	0	1	B225	2	19	0	0	0	0	0	0									
	952	아이언스탠스(체력)	eCHAR_STATE_STAT_VIT7	23226	24226	38335	7	17	5	1	3	0	1	B226	2	19	0	0	0	0	0	0									
	953	블러드헤이즈(HP)	eCHAR_STATE_HP_INCREASE9	23213	24213	38335	7	18	5	1	3	0	1	B212	2	0	0	0	0	0	0	0									
	954	모탈블러드(HP)	eCHAR_STATE_HP_INCREASE10	23213	24213	38335	8	1	5	1	3	0	1	B212	2	0	0	0	0	0	0	0									
	955	커리지오브나이츠(민첩)	eCHAR_STATE_STAT_DEX6	23225	24225	38335	8	2	5	1	3	0	1	B224	2	0	0	0	0	0	0	0									
	956	피버오브나이츠(민첩)	eCHAR_STATE_STAT_DEX7	23225	24225	38335	8	3	5	1	3	0	1	B224	2	0	0	0	0	0	0	0									
	957	드래고닉포스(공격력)	eCHAR_STATE_ANGER13	23201	24201	38335	8	4	5	1	3	0	1	B200	2	0	0	0	0	0	0	0									
	958	드래고닉블레스(공격력)	eCHAR_STATE_ANGER14	23201	24201	38335	3	16	5	1	3	0	1	B200	2	0	0	0	0	0	0	0									
	959	헬론즈소울(정신력)	eCHAR_STATE_STAT_SPI6	23227	24227	38335	8	6	5	1	3	0	1	B227	2	21	0	0	0	0	0	0									
	960	데몬즈소울(정신력)	eCHAR_STATE_STAT_SPI7	23227	24227	38335	8	7	5	1	3	0	1	B227	2	21	0	0	0	0	0	0									
	961	다크트레이스(공속)	eCHAR_STATE_HIGH_SPIRIT7	23208	24208	38335	8	8	5	1	3	0	1	B207	4	0	0	0	0	0	0	0									
	962	다크레이지(공속)	eCHAR_STATE_HIGH_SPIRIT8	23208	24208	38335	4	5	5	1	3	0	1	B207	4	0	0	0	0	0	0	0									
	963	인크리즈마인드(지력)	eCHAR_STATE_STAT_INT6	23228	24228	38335	8	10	5	1	3	0	1	B226	2	20	0	0	0	0	0	0									
	964	마인드스파크(지력)	eCHAR_STATE_STAT_INT7	23228	24228	38335	8	11	5	1	3	0	1	B226	2	20	0	0	0	0	0	0									
	965	서머닉실드(방어력)	eCHAR_STATE_DEFENSE16	23202	24202	38335	8	12	5	1	3	0	1	B201	2	0	0	0	0	0	0	0									
	966	서머닉베리어(방어력)	eCHAR_STATE_DEFENSE17	23202	24202	38335	3	17	5	1	3	0	1	B201	2	0	0	0	0	0	0	0									
	967	인챈트파워(힘)	eCHAR_STATE_STAT_STR6	23224	24224	38335	8	14	5	1	3	0	1	B223	2	0	0	0	0	0	0	0									
	968	카탈리스트파워(힘)	eCHAR_STATE_STAT_STR7	23224	24224	38335	8	15	5	1	3	0	1	B223	2	0	0	0	0	0	0	0									
	969	위스퍼오브윈드(이속)	eCHAR_STATE_SPEEDING9	23209	24209	38335	8	16	5	1	3	0	1	B208	3	0	0	0	0	0	0	0									
	970	위스퍼오브실프(이속)	eCHAR_STATE_SPEEDING10	23209	24209	38335	4	6	5	1	3	0	1	B208	3	0	0	0	0	0	0	0									
	971	불속성공격력증가	eCHAR_STATE_FIRE_ATTACK_INCREASE6	23233	24233	38335	4	6	5	1	3	0	1	B232	1	0	0	0	0	0	0	0		//	대상의 불 속성 공격력이 %s 만큼 증가된다.	// 불속성 공격력 상승					
	972	물속성공격력증가	eCHAR_STATE_WATER_ATTACK_INCREASE6	23234	24234	38335	5	13	5	1	3	0	1	B233	1	0	0	0	0	0	0	0		//	대상의 물 속성 공격력이 %s 만큼 증가된다.	// 물					
	973	바람속성공격력증가	eCHAR_STATE_WIND_ATTACK_INCREASE6	23235	24235	38335	5	14	5	1	3	0	1	B234	1	0	0	0	0	0	0	0		//	대상의 바람 속성 공격력이 %s 만큼 증가된다.	// 바람					
	974	대지속성공격력증가	eCHAR_STATE_EARTH_ATTACK_INCREASE6	23236	24236	38335	5	15	5	1	3	0	1	B235	1	0	0	0	0	0	0	0		//	대상의 대지 속성 공격력이 %s 만큼 증가된다.	// 대지					
	975	불속성공격력증가	eCHAR_STATE_FIRE_ATTACK_INCREASE7	23233	24233	38335	5	12	5	1	3	0	1	B232	1	0	0	0	0	0	0	0		//	대상의 불 속성 공격력이 %s 만큼 증가된다.	// 불속성 공격력 상승					
	976	물속성공격력증가	eCHAR_STATE_WATER_ATTACK_INCREASE7	23234	24234	38335	5	13	5	1	3	0	1	B233	1	0	0	0	0	0	0	0		//	대상의 물 속성 공격력이 %s 만큼 증가된다.	// 물					
	977	바람속성공격력증가	eCHAR_STATE_WIND_ATTACK_INCREASE7	23235	24235	38335	5	14	5	1	3	0	1	B234	1	0	0	0	0	0	0	0		//	대상의 바람 속성 공격력이 %s 만큼 증가된다.	// 바람					
	978	대지속성공격력증가	eCHAR_STATE_EARTH_ATTACK_INCREASE7	23236	24236	38335	5	15	5	1	3	0	1	B235	1	0	0	0	0	0	0	0		//	대상의 대지 속성 공격력이 %s 만큼 증가된다.	// 대지					
//	어그로전용																														
	999	어그로	eCHAR_STATE_AGGRO_POINT_INCREASE	23014	24014	38335	1	1	3	0	4	0	1	B010	0	0	0	0	0	0	0	0		//	어그로 수치를 올립니다.(AI타입과는 별도)						
//	상태강화_캐쉬																														
	1000	분노	eCHAR_STATE_ANGER2	23201	24201	38335	3	16	2	0	3	0	1	B200	2	1	0	0	0	0	0	0		//	대상은 분노하여 공격력상승이 %s 만큼 상승한다	// 분노2					
	1001	방어	eCHAR_STATE_DEFENSE2	23202	24202	38335	3	17	2	0	3	0	1	B201	2	2	0	0	0	0	0	0		//	대상은 방어에 집중하여 방어력이 %s 만큼 상승한다.	// 방어2					
