	//NPC 위치 정보					DisplayType																				
	//10003	10003	19	65072	1	3	327.15	441.03	41.5	329.41	441.55	41.5	0	0	0	0	0	0	0	0		//	구세군 냄비			
	//구정이벤트NPC																					//				
	10001	10001	22	65073	1	3	-40.61	89.31	-25.35	-41.12	84.25	25.34	0	0	0	0	0	0	42	0		//	수정기둥			
	10002	10002	22	65074	1	3	149.7	180.59	15.27	147.43	178.04	15.01	0	0	0	0	0	0	42	0		//	수정기둥			
	10003	10003	22	65075	1	3	338.46	429.81	41.7	338.57	432.12	41.69	0	0	0	0	0	0	42	0		//	수정기둥			
	10003	10003	22	65076	1	3	338.49	129.49	78.84	338.52	133.82	78.84	0	0	0	0	0	0	42	0		//	수정기둥			
	10004	10004	22	65530	1	3	115.94	-136.74	9.8	20.11	-48.38	7.15	0	0	0	0	0	0	42	0		//	수정기둥			
	20206	20206	22	65531	1	3	211.29	209.78	49.15	211.29	209.78	49.15	0	0	0	0	0	0	42	0		//	수정기둥			
	10006	10006	22	65532	1	3	85.28	-83.63	2.45	84.27	-76.27	2.05	0	0	0	0	0	0	42	0		//	수정기둥			
	10007	10007	22	65533	1	3	210.37	315.13	-13.55	197.62	299.52	-13.89	0	0	0	0	0	0	42	0		//	수정기둥			
	//오크라NPC																					//				
	//																					//				
	10004	10004	1	65077	0	3	36.67	-61.21	-0.41	38.79	-63.15	-0.97	0	0	0	0	0	160002	37	0		//	그리트(배틀존개설)			
	10004	10004	1	65079	0	3	141.35	-180.49	7.38	139.47	-180.08	7.38	0	0	0	0	0	160002	33	0		//	자얀티(엘리멘탈리스트상점)			
	10004	10004	1	65080	0	3	146.26	-158.47	8.09	144.54	-160.57	8.06	0	0	0	0	0	160002	30	0		//	마다브(버서커상점)			
	10004	10004	1	65081	0	3	142.4	-142.1	9.53	140.28	144.75	9.46	0	0	0	0	0	160002	31	0		//	니킬(드래곤나이트상점)			
	10004	10004	1	65082	0	3	129.52	-124.48	10.46	125.94	-126.46	10.19	0	0	0	0	0	160002	32	0		//	니사(발키리상점)			
	10004	10004	4	65083	0	3	78.83	-145.6	7.81	81.47	-146.28	7.83	0	0	0	0	0	160003	35	0		//	가네사(조합)			
	10004	10004	2	65084	0	3	109.63	-104.83	8.64	111.47	-107.49	8.64	0	0	0	0	0	160005	46	0		//	야밀(창고)			
	10004	10004	4	65085	0	3	86.15	-136.51	8.04	88.24	-137.82	8.2	0	0	0	0	0	160003	36	0		//	칼리다스(강화)			
	10004	10004	1	65086	0	3	127.5	-101.92	10.12	125.2	-104.47	9.88	0	0	0	0	0	160002	37	0		//	아브하(잡화상인)			
	10004	10004	1	65087	0	3	84.61	-162.97	8	86.66	-159.71	8.24	0	0	0	0	0	160002	37	0		//	릴리난(잡화상인)			
	10004	10004	7	65088	0	3	94.3	-0.11	-2.11	89.96	0.78	-1.96	0	0	0	0	0	0	40	0		//	이지(길드관리자)			
	10004	10004	14	65089	0	3	93.4	-39.31	3.85	90.11	-37.87	3.41	0	0	0	0	0	0	41	0		//	오보에(미션랭킹관리자)	변경		
	10004	10004	5	65090	0	3	-87.8	-81.13	12.46	-85.14	-84.08	12.26	0	0	0	0	0	0	41	0		//	루디(파견마법사)			
	10004	10004	5	65091	0	3	-52.39	-96.36	5.93	-53.76	-93.89	5.65	0	0	0	0	0	0	41	0		//	라르하트(원로원)			
	10004	10004	5	65092	0	3	-45.52	-73.41	3.57	-40.98	-74.22	3.24	0	0	0	0	0	0	41	0		//	알프(용병길드원)			
	10004	10004	5	65093	0	3	-63.88	-47.92	0.43	-59.55	-47.68	0.22	0	0	0	0	0	0	41	0		//	디엔느(클랜소속원)			
	10004	10004	5	65094	0	3	-29.07	-4.61	-0.46	-32.75	-6.99	-0.46	0	0	0	0	0	0	41	0		//	카르난쿠마리(자경단장)			
	10004	10004	1	65095	0	3	110.8	-167.92	7.94	112.49	-164.96	8.09	0	0	0	0	0	160002	34	0		//	윌웨인(섀도우상점)			
	10004	10004	5	65096	0	3	99.45	63.71	19.07	97.26	63.52	19.07	0	0	0	0	0	0	41	0		//	크롤리버사(대표사제)			
	10004	10004	5	65097	0	3	-12.29	27.03	6.72	-9.09	24.54	6.29	0	0	0	0	0	0	41	0		//	라비모라			
	10004	10004	17	65355	1	3	15.99	-89.18	-1.26	17.13	85.59	1.56	0	0	0	0	0	0	37	0		//	개인상점게시판(오크라)			
	10004	10004	1	65426	0	3	-17.96	-60.08	-2.01	-41.19	-54.98	-2.05	0	0	0	0	0	160002	47	0		//	비밀요원오셸리(랜덤)_비밀상점_오크라			
	10004	10004	1	64687	0	3	82.7	-44.31	3.33	78.5	-44.69	2.88	0	0	0	0	0	160002	47	0		//	[해방군 병참장교] 카고 토마스_오크라			
	10004	10004	1	64691	0	3	83.1	-42.16	3.16	79.78	-42.54	2.8	0	0	0	0	0	160002	47	0		//	[해방군 정예 병참장교] 바이 아메이라_오크라			
	//중국단오절이벤트NPC				0	3																//				
	//1	503	14	65098	0	3	12	5.07	1.38	12.86	7.48	1.38	0	0	0	0	0	0	47	0		//	용선경기이벤트NPC(야숲)			
	//6	506	14	65099	0	3	13.28	70.44	12.04	16.13	68.26	12.04	0	0	0	0	0	0	47	0		//	용선경기이벤트NPC(지하수로)			
	//11	509	14	65100	0	3	-34.96	-20.96	-2.58	-32.66	-17.34	-2.58	0	0	0	0	0	0	47	0		//	용선경기이벤트NPC(설원)			
	//16	512	14	65101	0	3	-13.79	-28.7	1.95	-11.52	-26.21	1.95	0	0	0	0	0	0	47	0		//	용선경기이벤트NPC(용족)			
	//23	607	14	65102	0	3	23.56	4.56	0	22.52	6.41	0.01	0	0	0	0	0	0	47	0		//	용선경기이벤트NPC(아이올트)			
	//낚시npc																					//				
	//10001	10001	24	63903	0	3	-54.1	30.5	-22.26	-53.1	26.92	-23.09	0	0	0	0	0	0	45	0		//	몬데오			
	//2주년이벤트																					//				
	//10001	10001	14	65061	0	3	-59	36.07	-22.26	-61.64	36.1	-22.89	0	0	0	0	0	0	42	0		//	뱃지맨			
	//중국칠석이벤트NPC																					//				
	//10001	10001	14	63904	0	3	-59.24	36.04	-22.26	-68.26	35.94	-24.98	0	0	0	0	0	0	47	0		//	기억을상실한견우(트링겔)			
	//몬트샤인퀘스트NPC																					//				
	//10001	10001	14	63906	0	3	-50.86	41.38	-22.26	-49.78	44	-22.85	0	0	0	0	0	0	47	0		//	몬트샤인전투모병관			
	//10001	10001	14	63907	0	3	-45.79	47.81	-24.75	-45.69	50.91	-24.91	0	0	0	0	0	0	47	0		//	몬트샤인전투전령			
	//국내_크리스마스이벤트																					//				
	//10001	10001	14	63908	0	3	-45.79	47.81	-24.75	-45.69	50.91	-24.91	0	0	0	0	0	0	47	0		//	축복의산타			
	//10001	10001	14	63909	0	3	-59	36.07	-22.26	-61.64	36.1	-22.89	0	0	0	0	0	0	47	0		//	사랑의산타			
	//대만2주년이벤트npc																					//				
	//1	503	14	65103	0	3	12	5.07	1.38	12.86	7.48	1.38	0	0	0	0	0	0	47	0		//	대만2주년NPC(야숲)			
	//6	506	14	65104	0	3	13.28	70.44	12.04	16.13	68.26	12.04	0	0	0	0	0	0	47	0		//	대만2주년NPC(지하수로)			
	//11	509	14	65105	0	3	-34.96	-20.96	-2.58	-32.66	-17.34	-2.58	0	0	0	0	0	0	47	0		//	대만2주년NPC(설원)			
	//16	512	14	65106	0	3	-13.79	-28.7	1.95	-11.52	-26.21	1.95	0	0	0	0	0	0	47	0		//	대만2주년NPC(용족)			
	//수상한경비병																					//				
	10002	10002	14	40043	0	1	174.22	164.06	15.99	172.67	164.58	15.98	0	0	0	0	0	0	43	0		//	수상한경비병(벨트헨)			
	10003	10003	14	40031	0	3	444.57	66.42	78.84	444.85	63.57	78.84	0	0	0	0	0	0	47	0		//	리볼팅			
	10003	10003	14	40029	0	3	544.45	527.13	44.41	539.15	529.93	44.41	0	0	0	0	0	0	47	0		//	비트레이			
	10003	10003	14	40033	0	3	281.15	698.7	32.03	279.04	700.84	32.03	0	0	0	0	0	0	47	0		//	턴코트			
	10003	10003	14	40041	0	1	219.21	406.35	39.64	219.31	414.99	39.64	0	0	0	0	0	0	43	0		//	수상한경비병(에텔레인)			
	10003	10003	14	40040	0	1	457.93	409.53	39.64	457.86	412.08	39.64	0	0	0	0	0	0	43	0		//	수상한경비병(에텔레인)			
	10003	10003	14	40037	0	1	142.63	233.78	78.84	143.6	235.52	78.84	0	0	0	0	0	0	43	0		//	수상한경비병(에텔레인)			
	10003	10003	14	40038	0	1	326.61	186.02	78.84	326.61	188.9	78.84	0	0	0	0	0	0	43	0		//	수상한경비병(에텔레인)			
	10003	10003	14	40039	0	1	534.07	234.64	78.68	532.64	237.26	78.66	0	0	0	0	0	0	43	0		//	수상한경비병(에텔레인)			
	11	509	14	40035	0	3	-34.96	-20.96	-2.58	-32.66	-17.34	-2.58	0	0	0	0	0	0	47	0		//	턴코트2(설원)			
	//대만크리스마스																					//				
	//10001	10001	14	63908	0	3	-45.79	47.81	-24.75	-45.69	50.91	-24.91	0	0	0	0	0	0	47	0		//	대만_산타			
	//1	503	14	63910	0	3	12	5.07	1.38	12.86	7.48	1.38	0	0	0	0	0	0	47	0		//	대만2주년NPC(야숲)			
	//6	506	14	63911	0	3	13.28	70.44	12.04	16.13	68.26	12.04	0	0	0	0	0	0	47	0		//	대만2주년NPC(지하수로)			
	//중국크리스마스이벤트(08년)																					//				
	//10001	10001	14	63908	0	3	-50.86	41.38	-22.26	-49.78	44	-22.85	0	0	0	0	0	0	47	0		//	축복의산타(중국크리스마스이벤트)			
	//1	503	14	63912	0	3	28.46	30.82	1.38	29.31	23.16	1.38	0	0	0	0	0	0	47	0		//	중국사랑의산타(야숲)			
	//6	506	14	63913	0	3	159.93	78.6	24.14	147.97	80.2	24.14	0	0	0	0	0	0	47	0		//	중국사랑의산타(지하수로)			
	//11	509	14	63914	0	3	5.14	67.39	-2.58	4.19	55.76	-2.58	0	0	0	0	0	0	47	0		//	중국사랑의산타(얼궁)			
	//16	512	14	63915	0	3	39.51	-15.77	3.62	29.64	-10.11	1.95	0	0	0	0	0	0	47	0		//	중국사랑의산타(용족)			
	//24	515	14	63916	0	3	433.21	377.74	23.3	433.75	367.73	23.06	0	0	0	0	0	0	47	0		//	중국사랑의산타(아이올트)			
	//09년_국내_구정이벤트																					//				
	//10001	10001	14	63917	0	3	-50.86	41.38	-22.26	-49.78	44	-22.85	0	0	0	0	0	0	47	0		//	콜로세움의전사			
	//10001	10001	14	63918	0	3	-45.79	47.81	-24.75	-45.69	50.91	-24.91	0	0	0	0	0	0	47	0		//	콜로세움매니저			
	//중국 국경절 이벤트 NPC																					//				
	//10002	10002	14	65353	0	3	139	139	13.85	135.86	176.74	14.35	0	0	0	0	0	0	47	0		//	일본화이트데이			
	//0902 관련 NPC																					//				
	//20206	20206	14	65108	0	3	315.82	199.63	58.13	313.14	198.25	58.08	0	0	0	0	0	0	47	0		//	레이몬드			
	31	610	14	63860	0	3	136.7	200.48	4.12	136.76	199.21	3.68	0	0	0	0	0	0	47	0		//리온
	31	610	14	65109	0	3	85.68	73.33	19.13	87.11	71.85	18.96	0	0	0	0	0	0	47	0		//	남쪽숲의정찰병			
	31	610	14	65110	0	3	123.06	292.3	2.59	122.92	286.63	2.58	0	0	0	0	0	0	47	0		//	북쪽숲의정찰병			
	31	610	14	65111	0	3	33.62	147.21	2.46	35.33	147.65	2.46	0	0	0	0	0	0	47	0		//	사로잡힌수습해방군			
	20001	20001	14	65112	0	3	-178.25	78.56	0.53	-174.28	79.38	0.33	0	0	0	0	0	0	47	0		//	엘리오르			
	20002	20002	14	65113	0	3	-10.2	-66.43	-2.91	-8.09	-67.67	-3.22	0	0	0	0	0	0	47	0		//	피오네			
	20002	20002	14	65114	0	3	137.92	-5.58	10.61	136.55	-3.4	10.11	0	0	0	0	0	0	47	0		//	포어맨			
	20005	20005	14	65115	0	3	319.89	475.39	46.68	316.55	475.65	46.84	0	0	0	0	0	0	47	0		//	경비대장노벨			
	20104	20104	14	65116	0	3	263.53	566.65	94.32	264.56	564.65	94.01	0	0	0	0	0	0	47	0		//	정찰병준			
	20104	20104	14	65117	0	3	446.93	174.61	55.79	444.07	175.48	56.12	0	0	0	0	0	0	47	0		//	정찰병케이			
	20104	20104	14	65118	0	3	159.14	311.6	91.96	161.09	308.35	91.76	0	0	0	0	0	0	47	0		//	정찰대장호머			
	20101	20101	14	65119	0	3	253.64	307.37	14.75	250.06	308.19	14.45	0	0	0	0	0	0	47	0		//	정찰병엘			
	20101	20101	14	65120	0	3	276.66	181.36	17.11	277.04	183.9	17.11	0	0	0	0	0	0	47	0		//	정찰병제이			
	20103	20103	14	65121	0	3	36.46	104.02	7.06	40.26	105.83	7.06	0	0	0	0	0	0	47	0		//	정찰병제트			
	20103	20103	14	65122	0	3	308.08	364.86	31.69	306.64	363.23	31.69	0	0	0	0	0	0	47	0		//	수상한차림의여자			
	20102	20102	14	65123	0	3	82.42	427.44	0.89	85.27	424.44	0.27	0	0	0	0	0	0	47	0		//	정찰병카이			
	20102	20102	14	65124	0	3	303.44	211.09	14.83	303.4	212.81	14.83	0	0	0	0	0	0	47	0		//	정찰명화이트			
	20102	20102	14	65125	0	3	73.86	-19.15	9.64	75.65	-21.36	9.64	0	0	0	0	0	0	47	0		//	정찰병위트모어			
	20106	20106	14	65126	0	3	919.72	312.94	34.67	915.66	312.76	34.67	0	0	0	0	0	0	47	0		//	정찰대장로랑			
	20106	20106	14	65127	0	3	573.86	257.46	25.47	571.51	257.48	25.47	0	0	0	0	0	0	47	0		//	겁에질린전령주노			
	20204	20204	14	65128	0	3	-45.09	10.75	21.41	-43.39	12.29	21.36	0	0	0	0	0	0	47	0		//	수비대장볼칸			
	20204	20204	14	65129	0	3	284.99	-35.21	21	285.03	-30.17	20.38	0	0	0	0	0	0	47	0		//	정찰병제드			
	20201	20201	14	65130	0	3	82.2	156.28	33.88	82.07	152.91	33.85	0	0	0	0	0	0	47	0		//	정찰병로그			
	20201	20201	14	65131	0	3	578.22	377.77	42.64	577.92	380.12	42.59	0	0	0	0	0	0	47	0		//	정찰병웨스트			
	20202	20202	14	65132	0	3	211.16	67.81	29.41	212.68	66.29	29.11	0	0	0	0	0	0	47	0		//	길을잃은수색병조단			
	20202	20202	14	65133	0	3	332.17	89.37	27.14	327.15	89.96	27.12	0	0	0	0	0	0	47	0		//	길을잃은수색병폴			
	20202	20202	14	65134	0	3	142.19	192.55	29.22	141.66	189.51	29.19	0	0	0	0	0	0	47	0		//	길을잃은수색병샘			
	20202	20202	14	65135	0	3	199.81	208.29	29.26	202.68	208.67	29.26	0	0	0	0	0	0	47	0		//	소색병코폴라			
	20202	20202	14	65136	0	3	337.23	398.36	33.2	334.28	398.7	33.2	0	0	0	0	0	0	47	0		//	성외곽전투지휘관			
	20202	20202	14	65137	0	3	130.4	350.12	33.2	134.57	354.1	33.2	0	0	0	0	0	0	47	0		//	설원진격대장			
	20203	20203	14	65138	0	3	20.84	-6.12	0	17.81	-6.05	0	0	0	0	0	0	0	47	0		//	설원진격대장			
	20203	20203	14	65139	0	3	-18.84	-65.18	0	-15.82	-63.3	0	0	0	0	0	0	0	47	0		//	설원진격부단장			
	20205	20205	14	65140	0	3	-550.5	34.69	2.59	-542.01	28.76	1.99	0	0	0	0	0	0	47	0		//	폐허의탑진격부대장			
	20205	20205	14	65141	0	3	-292.47	100.82	2.48	-288.03	98.24	1.82	0	0	0	0	0	0	47	0		//	폐허의탑진격전령			
	20205	20205	14	65142	0	3	-40.23	345.5	1.15	-46.63	339.38	1.27	0	0	0	0	0	0	47	0		//	폐허의탑북쪽탐색병			
	20205	20205	14	65143	0	3	-75.99	-199.67	1.86	-70.42	-196.11	1.82	0	0	0	0	0	0	47	0		//	폐허의탑남쪽탐색병			
	20205	20205	14	65144	0	3	331	-21.44	3.02	331.44	-15.25	3.31	0	0	0	0	0	0	47	0		//	폐허의탑남서쪽탐색병			
	54061	54061	14	65145	0	3	953.2	1018.02	87.54	947.09	1018.99	88.17	0	0	0	0	0	0	47	0		//	고룡무덤정찰부대장			
	54061	54061	14	65146	0	3	259.25	687.79	100.16	256.64	687.25	100.23	0	0	0	0	0	0	47	0		//	고룡무덤정찰병젠			
	54061	54061	14	65147	0	3	842.7	596.54	68.73	840.01	593.83	69.02	0	0	0	0	0	0	47	0		//	고룡무덤정찰병바크			
	54061	54061	14	65148	0	3	375.09	407.72	43.88	378.87	401.23	43.63	0	0	0	0	0	0	47	0		//	고룡무덤정찰대장			
	54061	54061	14	65149	0	3	353.86	194.46	111.09	350.58	191.46	110.85	0	0	0	0	0	0	47	0		//	고룡무덤정찰병제크			
	54061	54061	14	65150	0	3	85.19	71.75	96.73	89.43	69.16	96.68	0	0	0	0	0	0	47	0		//	전령트라임			
	54081	54081	14	65151	0	3	-147.56	107.79	14.36	-174.98	110.98	13.85	0	0	0	0	0	0	47	0		//	고룡무덤돌격부대장레츠			
	54081	54081	14	65152	0	3	418.03	48.09	19.54	416.63	50.54	19.26	0	0	0	0	0	0	47	0		//	고룡무덤전령보이드			
	54081	54081	14	65153	0	3	-240.54	166.78	23.71	-237.18	164.7	23.19	0	0	0	0	0	0	47	0		//	고룡무덤돌격1분대장			
	54081	54081	14	65154	0	3	-190.88	-606.47	28.9	-186.09	-605.83	28.71	0	0	0	0	0	0	47	0		//	고룡무덤돌격2분대장			
	54001	54001	14	65155	0	3	565.97	404.93	76.07	565.02	409.29	75.05	0	0	0	0	0	0	47	0		//	고룡무덤돌격연대장클락			
	54001	54001	14	65156	0	3	504.92	51.25	59.08	506.33	49.85	58.59	0	0	0	0	0	0	47	0		//	고룡무덤돌격3분대장			
	54001	54001	14	65157	0	3	284.52	574.84	46.3	282397	574.39	46.04	0	0	0	0	0	0	47	0		//	고룡무덤돌격4분대장			
	54001	54001	14	65158	0	3	536.84	532.28	76.23	538.02	535.01	76.51	0	0	0	0	0	0	47	0		//	발키리클랜정찰병라이라			
	54021	54021	14	65159	0	3	171.21	532.39	84.2	170.44	535.26	84.2	0	0	0	0	0	0	47	0		//	울부짓는골짜기의수색병			
	54021	54021	14	65160	0	3	260.85	443.08	81.45	261.83	442.36	81.15	0	0	0	0	0	0	47	0		//	발키리믈랜정찰병제이나			
	54021	54021	14	65161	0	3	486	115.54	35.17	483.5	116.99	34.91	0	0	0	0	0	0	47	0		//	발키리클랜정찰부대장인스			
	54021	54021	14	65162	0	3	108.01	396.57	80.83	108.01	394.37	80.83	0	0	0	0	0	0	47	0		//	붙잡힌해방군1			
	54021	54021	14	65163	0	3	107.94	368.89	80.83	107.98	370.27	80.83	0	0	0	0	0	0	47	0		//	붙잡힌해방군2			
	54041	54041	14	65164	0	3	-0.46	-79.61	-12.08	2.71	-77.34	-12.25	0	0	0	0	0	0	47	0		//	용기사단수색대장아리오스			
	54041	54041	14	65165	0	3	-89.99	30.31	-6.01	-88.66	26.43	-6.02	0	0	0	0	0	0	47	0		//	발키리클랜수색부대장티나			
	54041	54041	14	65166	0	3	-58.66	33.32	-9	-56.76	34.69	-9	0	0	0	0	0	0	47	0		//	용기사단장의영혼			
	54041	54041	14	65167	0	3	107.81	43.02	-3	105.12	39.13	-3.02	0	0	0	0	0	0	47	0		//	이성의봉인마법사			
	54041	54041	14	65168	0	3	-66.55	64.87	-0.98	-65.4	61.68	-2.96	0	0	0	0	0	0	47	0		//	기억의봉인마법사			
	54041	54041	14	65169	0	3	4.75	111.61	0	0.23	111.07	0	0	0	0	0	0	0	47	0		//	용기사단연대장케이오			
	55061	55061	14	65170	0	3	882.75	401.14	1.68	885.42	402.24	2.12	0	0	0	0	0	0	47	0		//	해방군전령졸탄			
	55061	55061	14	65171	0	3	842.83	558.94	11	837.4	586.72	11	0	0	0	0	0	0	47	0		//	묘지기스컬			
	55061	55061	14	65172	1	0	812.17	717.17	19.16	815.22	713.84	18.3	0	0	0	0	0	0	47	0		//	역병걸린시체			
	55061	55061	14	65173	0	3	650.01	658.62	11.4	657.77	657.51	11.17	0	0	0	0	0	0	47	0		//	조사관애덤스			
	55061	55061	14	65174	0	3	412.39	717.65	11.19	413.79	713.59	10.58	0	0	0	0	0	0	47	0		//	해방군전령키논			
	55061	55061	14	65175	0	3	258.22	617.89	13.95	253.15	618.87	13.21	0	0	0	0	0	0	47	0		//	고통의묘지정찰대장드미트리			
	55061	55061	14	65176	0	3	192.76	107.87	7.95	195.13	112.83	6.93	0	0	0	0	0	0	47	0		//	고통의묘지정찰대원로쉬포프			
	55061	55061	14	65177	0	3	344.04	350.29	-1.22	343.13	356.76	-1.29	0	0	0	0	0	0	47	0		//	학자해밀턴			
	55001	55001	14	65178	0	3	491.4	-101.49	-5.32	493.27	-101.41	-5.59	0	0	0	0	0	0	47	0		//	순찰병마티스			
	55001	55001	14	65179	0	3	526.39	424.49	14.42	517.23	424.59	16.61	0	0	0	0	0	0	47	0		//	해방군순찰대장이스트먼			
	55001	55001	14	65180	0	3	533.47	-30.46	-2.08	534.3	-33.91	-2.44	0	0	0	0	0	0	47	0		//	도굴범와인버그			
	55001	55001	14	65181	0	0	605.4	189.66	4.4	603.98	189.63	4.4	0	0	0	0	0	0	47	0		//	해방군기밀문서1			
	55001	55001	14	65182	0	0	590.08	290.79	7.58	585.23	290.56	7.58	0	0	0	0	0	0	47	0		//	해방군기밀문서2			
	55001	55001	14	65183	0	0	438.18	294.46	8.43	439.28	288.83	8.19	0	0	0	0	0	0	47	0		//	해방군기밀문서3			
	55001	55001	14	65184	0	0	412.93	210.7	5.63	413.59	209.19	5.63	0	0	0	0	0	0	47	0		//	해방군기밀문서4			
	55021	55021	14	65185	0	3	7.57	-194.42	-31.54	6.59	-192.33	-33.54	0	0	0	0	0	0	47	0		//	해방군연락병네빌			
	55021	55021	14	65186	0	3	9.89	-242.44	-53.97	12.18	-244.4	-53.97	0	0	0	0	0	0	47	0		//	조사관캔들			
	55021	55021	14	65187	0	0	104.41	-156.63	-45.66	101.11	-156.66	-45.66	0	0	0	0	0	0	47	0		//	사교의제물1			
	55021	55021	14	65188	0	0	34.39	-143.78	-45.66	34.78	-147.2	-45.66	0	0	0	0	0	0	47	0		//	사교의제물2			
	55021	55021	14	65189	0	3	199.24	-382.9	-55.22	199.18	-380.1	-55.26	0	0	0	0	0	0	47	0		//	해방군수색병쿠퍼			
	55021	55021	14	65190	0	3	133.51	-411.1	-55.72	131.4	-408.92	-55.72	0	0	0	0	0	0	47	0		//	해방군수색병한스			
	55041	55041	14	65191	0	3	64.34	-13.46	-3.96	56.14	-9.88	-5.26	0	0	0	0	0	0	47	0		//	해방군돌격부대장그로스			
	55101	55101	14	65192	0	3	422.52	282.22	11.26	420.01	282.29	11.11	0	0	0	0	0	0	47	0		//	해방군돌격연대장코맥			
	55101	55101	14	65193	0	3	177.44	138.99	-6.81	175.26	137.86	-6.81	0	0	0	0	0	0	47	0		//	사로잡힌시민1			
	55101	55101	14	65194	0	3	250.19	211.25	0.72	249.37	208.52	0.72	0	0	0	0	0	0	47	0		//	사로잡힌시민2			
	55081	55081	14	65195	0	3	264.07	370.78	2.47	261.86	372.61	2.47	0	0	0	0	0	0	47	0		//	해방군전령램			
	55121	55121	14	65196	0	3	392.21	384.71	9.53	400	389.62	9.53	0	0	0	0	0	0	47	0		//	해방군돌격부단장샤르파크			
	55121	55121	14	65197	0	3	407.82	384.48	9.53	400	389.62	9.53	0	0	0	0	0	0	47	0		//	해방군돌격부단장그룬베르크			
	55081	55081	14	65198	0	3	652.11	275.19	1.89	651.4	275.19	1.89	0	0	0	0	0	0	47	0		//	대제례의식의제물1			
	55081	55081	14	65199	0	3	147.99	275.22	1.89	149.71	275.22	1.82	0	0	0	0	0	0	47	0		//	대제례의식의제물2			
	55081	55081	14	65200	0	3	310.41	176.3	1.23	310.34	174.45	1.25	0	0	0	0	0	0	47	0		//	대제례의식의제물3			
	55081	55081	14	65201	0	3	490.19	172.84	1.1	491.39	172.79	1.1	0	0	0	0	0	0	47	0		//	대제례의식의제물4			
	20103	20103	14	65203	1	0	65.95	121.12	7.06	64.96	188.99	7.06	0	0	0	0	0	0	47	0		//	정찰병의시체1			
	20103	20103	14	65204	1	0	92.75	102.28	7.06	91.18	103	7.06	0	0	0	0	0	0	47	0		//	정찰병의시체2			
	20103	20103	14	65205	1	0	142.7	114.8	7.06	141.27	112.3	7.06	0	0	0	0	0	0	47	0		//	정찰병의시체3			
	20103	20103	14	65206	1	0	161.31	94.79	7.06	157.42	92.02	7.06	0	0	0	0	0	0	47	0		//	정찰병의시체4			
	20103	20103	14	65207	1	0	188.78	114.29	7.06	183.56	110.26	7.06	0	0	0	0	0	0	47	0		//	정찰병의시체5			
	20103	20103	14	65208	1	0	169.97	127.7	7.06	166.83	123.62	7.06	0	0	0	0	0	0	47	0		//	정찰병의시체6			
	//10001	10001	14	63919	0	3	-50.86	41.38	-22.26	-49.78	44	-22.85	0	0	0	0	0	0	47	0		//	해방군이벤트요원윈드			
	//0903 관련 NPC																					//				
	54081	54081	14	63920	0	3	-275.83	-295.5	144.61	-271.84	-295.29	144.61	0	0	0	0	0	0	47	0		//	정찰병네비			
	54021	54021	1	63921	0	0	350.56	342.55	76.33	350.69	343.62	76.33	0	0	0	0	0	0	1	0		//	괴인			
	55041	55041	14	63922	0	3	64.4	2.43	-3.96	56.24	-1.81	-5.26	0	0	0	0	0	0	47	0		//	석실조사관빌			
	55041	55041	14	63923	1	0	60.64	-5.83	-3.31	59.89	-5.88	-3.31	0	0	0	0	0	0	47	0		//	석관앞시체			
	55081	55081	14	63924	0	3	251.16	389.34	2.47	252.99	389.93	2.47	0	0	0	0	0	0	47	0		//	발키리파견요원클라라			
	55081	55081	14	63925	0	3	571.77	327.8	-5	569.64	328.68	-5	0	0	0	0	0	0	47	0		//	도굴범버그와인			
	55121	55121	14	63926	0	3	408	364.8	9.53	399.97	359.79	9.53	0	0	0	0	0	0	47	0		//	에테르연구원사라			
	2	2	14	65216	0	3	6.58	74.95	5.84	4.01	72.48	6.16	0	0	0	0	0	0	47	0		//	수색병아헨			
	2	2	14	65217	0	3	-50.61	39.98	-0.21	-49.2	41.18	-0.44	0	0	0	0	0	0	47	0		//	수색병아그람			
	2	2	14	65218	0	3	-61.81	-24.58	-4.86	-60.05	-26.51	-5.1	0	0	0	0	0	0	47	0		//	수색병알토나			
	2	2	14	65219	0	3	-7.59	-78.25	-3.76	-7.39	-75.96	-3.73	0	0	0	0	0	0	47	0		//	수색병슈비츠			
	3	3	14	65220	0	3	-3.93	23.83	-2.34	-10.92	20.89	-2.56	0	0	0	0	0	0	47	0		//	수색병바텐			
	3	1	14	65221	0	3	-179.73	300.04	10.12	-181.22	297.51	10.3	0	0	0	0	0	0	47	0		//	수색병보훔			
	3	1	14	65222	0	3	-198.77	165.2	9.92	-197.34	162.75	7.66	0	0	0	0	0	0	47	0		//	수색병보텐			
	3	1	14	65223	0	3	-201.49	101.58	0.84	-203.11	103.33	0.96	0	0	0	0	0	0	47	0		//	수색병아이펠			
	3	1	14	65224	0	3	-201.58	247.84	18.81	-198.6	249.82	18.72	0	0	0	0	0	0	47	0		//	수색병엠덴			
	4	2	14	65225	0	3	-8.85	-67.69	-3.12	-9.79	-70.25	-3.4	0	0	0	0	0	0	47	0		//	수색병델스베르크			
	4	2	14	65226	0	3	119.76	7.69	9.78	112.14	6.61	9.78	0	0	0	0	0	0	47	0		//	수색병엠스			
	4	1	14	65227	0	3	-230.27	310.03	18.32	-228.65	310.16	17.93	0	0	0	0	0	0	47	0		//	수색병에르푸르트			
	4	1	14	65228	0	3	-106.53	63.45	14.6	-109.86	67.27	13.92	0	0	0	0	0	0	47	0		//	수색병에를랑켄			
