//랜덤옵션으로 사용할 옵션종류를 입력하는 스크립트												
//		아이템스크립트와 입력방식 동일			일반용	캐시용	천분율 적용					
//색인	순서	 옵션발동조건	옵션종류	"수치타입(1 : 수치, 2 :비율)"	램덤값인덱스 (RandomItemValue.txt 참조)	램덤값인덱스 (RandomItemValue.txt 참조)	 발생확률 (1000)					
Index	Order	ExerciseEffect	OptionKind	OptionValueType	RandomValueIndex1	RandomValueIndex2	Ratio	FieldEnd				
3169	1	1	106	5	2269	2269	1000		//	회복물약회복량(%)	1	5
3170	1	1	127	1	1001	1001	1000		//	Luck	1	5
3171	1	1	127	1	1002	1002	1000		//	Luck	2	6
3172	1	1	127	1	1003	1003	1000		//	Luck	3	7
3173	1	1	127	1	1004	1004	1000		//	Luck	4	8
3174	1	1	127	1	1005	1005	1000		//	Luck	5	9
3175	1	1	127	1	1006	1006	1000		//	Luck	6	10
3176	1	1	127	1	1007	1007	1000		//	Luck	7	11
3177	1	1	127	1	1008	1008	1000		//	Luck	8	12
3178	1	1	127	1	1009	1009	1000		//	Luck	9	13
3179	1	1	127	1	1010	1010	1000		//	Luck	10	14
3180	1	1	127	1	1011	1011	1000		//	Luck	11	15
3181	1	1	127	1	1012	1012	1000		//	Luck	12	16
3182	1	1	127	1	1013	1013	1000		//	Luck	13	17
3183	1	1	127	1	1014	1014	1000		//	Luck	14	18
3184	1	1	127	1	1015	1015	1000		//	Luck	15	19
3185	1	1	127	1	1016	1016	1000		//	Luck	16	20
3186	1	1	127	1	1017	1017	1000		//	Luck	17	21
3187	1	1	127	1	1018	1018	1000		//	Luck	18	22
