//복권스크립트_국내																																	
//					소모성 아이템일 경우 해당 아이템의 개수 설정																												
//			0 아이템 스크립트와 연결		장비 아이템일 경우 해당 아이템의 등급 설정																												
//			1 드랍 스크립트와 연결		드랍 스크립트와 연결 시 드랍 스크립트 내의 IGType을 사용																												
//	복권ID	아이템개수	랜덤유무1	아이템코드1	아이템타입1	랜덤유무2	아이템코드2	아이템타입2	랜덤유무3	아이템코드3	아이템타입3	랜덤유무4	아이템코드4	아이템타입4	랜덤유무5	아이템코드5	아이템타입5	랜덤유무6	아이템코드6	아이템타입6	랜덤유무7	아이템코드7	아이템타입7	랜덤유무8	아이템코드8	아이템타입8							
	LotteryID	ItemNum	Random1	ItemCode1	IGType1	Random2	ItemCode2	IGType2	Random3	ItemCode3	IGType3	Random4	ItemCode4	IGType4	Random5	ItemCode5	IGType5	Random6	ItemCode6	IGType6	Random7	ItemCode7	IGType7	Random8	ItemCode8	IGType8	FieldEnd						
	964	3	0	6060	30	0	6057	10	0	6051	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2무기재료킷(B)_30_10_15						
	965	3	0	6060	20	0	6057	6	0	6051	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2무기재료킷(B)_20_6_10						
	966	3	0	6060	15	0	6057	3	0	6051	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2무기재료킷(B)_15_3_2						
	967	3	0	6060	2	0	6057	1	0	6051	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2무기재료킷(B)_2_1_1						
	968	3	0	6060	30	0	6057	10	0	6053	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2무기재료킷(D)_30_10_15						
	969	3	0	6060	20	0	6057	6	0	6053	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2무기재료킷(D)_20_6_10						
	970	3	0	6060	15	0	6057	3	0	6053	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2무기재료킷(D)_15_3_2						
	971	3	0	6060	2	0	6057	1	0	6053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2무기재료킷(D)_2_1_1						
	972	3	0	6060	30	0	6057	10	0	6052	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2무기재료킷(V)_30_10_15						
	973	3	0	6060	20	0	6057	6	0	6052	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2무기재료킷(V)_20_6_10						
	974	3	0	6060	15	0	6057	3	0	6052	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2무기재료킷(V)_15_3_2						
	975	3	0	6060	2	0	6057	1	0	6052	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2무기재료킷(V)_2_1_1						
	976	3	0	6060	30	0	6057	10	0	6054	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2무기재료킷(E)_30_10_15						
	977	3	0	6060	20	0	6057	6	0	6054	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2무기재료킷(E)_20_6_10						
	978	3	0	6060	15	0	6057	3	0	6054	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2무기재료킷(E)_15_3_2						
	979	3	0	6060	2	0	6057	1	0	6054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2무기재료킷(E)_2_1_1						
	980	3	0	6060	30	0	6057	10	0	6055	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2무기재료킷(S)_30_10_15						
	981	3	0	6060	20	0	6057	6	0	6055	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2무기재료킷(S)_20_6_10						
	982	3	0	6060	15	0	6057	3	0	6055	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2무기재료킷(S)_15_3_2						
	983	3	0	6060	2	0	6057	1	0	6055	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2무기재료킷(S)_2_1_1						
	984	3	0	6060	30	0	6057	10	0	6065	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2무기재료킷(M)_30_10_15						
	985	3	0	6060	20	0	6057	6	0	6065	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2무기재료킷(M)_20_6_10						
	986	3	0	6060	15	0	6057	3	0	6065	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2무기재료킷(M)_15_3_2						
	987	3	0	6060	2	0	6057	1	0	6065	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2무기재료킷(M)_2_1_1						
	988	3	0	6056	80	0	6057	8	0	6051	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2방어구재료킷(B)_80_8_15						
	989	3	0	6056	60	0	6057	6	0	6051	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2방어구재료킷(B)_60_6_10						
	990	3	0	6056	30	0	6057	2	0	6051	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2방어구재료킷(B)_30_2_5						
	991	3	0	6056	5	0	6057	1	0	6051	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2방어구재료킷(B)_5_1_1						
	992	3	0	6056	80	0	6057	8	0	6053	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2방어구재료킷(D)_80_8_15						
	993	3	0	6056	60	0	6057	6	0	6053	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2방어구재료킷(D)_60_6_10						
	994	3	0	6056	30	0	6057	2	0	6053	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2방어구재료킷(D)_30_2_5						
	995	3	0	6056	5	0	6057	1	0	6053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2방어구재료킷(D)_5_1_1						
	996	3	0	6056	80	0	6057	8	0	6052	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2방어구재료킷(V)_80_8_15						
	997	3	0	6056	60	0	6057	6	0	6052	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2방어구재료킷(V)_60_6_10						
	998	3	0	6056	30	0	6057	2	0	6052	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2방어구재료킷(V)_30_2_5						
	999	3	0	6056	5	0	6057	1	0	6052	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2방어구재료킷(V)_5_1_1						
	1000	3	0	6056	80	0	6057	8	0	6054	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2방어구재료킷(E)_80_8_15						
	1001	3	0	6056	60	0	6057	6	0	6054	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2방어구재료킷(E)_60_6_10						
	1002	3	0	6056	30	0	6057	2	0	6054	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2방어구재료킷(E)_30_2_5						
	1003	3	0	6056	5	0	6057	1	0	6054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2방어구재료킷(E)_5_1_1						
	1004	3	0	6056	80	0	6057	8	0	6055	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2방어구재료킷(S)_80_8_15						
	1005	3	0	6056	60	0	6057	6	0	6055	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2방어구재료킷(S)_60_6_10						
	1006	3	0	6056	30	0	6057	2	0	6055	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2방어구재료킷(S)_30_2_5						
	1007	3	0	6056	5	0	6057	1	0	6055	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2방어구재료킷(S)_5_1_1						
	1008	3	0	6056	80	0	6057	8	0	6065	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//최상급엘리트2방어구재료킷(M)_80_8_15						
	1009	3	0	6056	60	0	6057	6	0	6065	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급엘리트2방어구재료킷(M)_60_6_10						
	1010	3	0	6056	30	0	6057	2	0	6065	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급엘리트2방어구재료킷(M)_30_2_5						
	1011	3	0	6056	5	0	6057	1	0	6065	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급엘리트2방어구재료킷(M)_5_1_1						
	1012	2	0	7248	30	0	7252	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급마야세트(Lv4)_30_30						
	1013	2	0	7248	10	0	7252	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급마야세트(Lv4)_10_10						
	1014	2	0	7248	5	0	7252	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급마야세트(Lv4)_5_5						
	1015	2	0	7247	20	0	7251	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급마야세트(Lv3)_20_20						
	1016	2	0	7247	10	0	7251	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급마야세트(Lv3)_10_10						
	1017	2	0	7247	5	0	7251	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급마야세트(Lv3)_5_5						
	1018	3	0	4979	10	0	4978	10	0	4977	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//상급인챈트세트_10						
	1019	3	0	4979	5	0	4978	5	0	4977	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중급인챈트세트_5						
	1020	3	0	4979	2	0	4978	2	0	4977	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//하급인챈트세트_2						
	1021	2	0	3507	1	0	3508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//패자의세트						
	1022	2	0	40574	1	0	40575	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//정복자_사제세트						
	1023	1	0	63039	1	0	63039	1	0	63039	1	0	63039	1	0	63039	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(B)_5매						
	1024	1	0	63039	1	0	63039	1	0	63039	1	0	63039	1	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(B)_4매						
	1025	1	0	63039	1	0	63039	1	0	63039	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(B)_3매						
	1026	1	0	63040	1	0	63040	1	0	63040	1	0	63040	1	0	63040	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(D)_5매						
	1027	1	0	63040	1	0	63040	1	0	63040	1	0	63040	1	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(D)_4매						
	1028	1	0	63040	1	0	63040	1	0	63040	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(D)_3매						
	1029	1	0	63041	1	0	63041	1	0	63041	1	0	63041	1	0	63041	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(V)_5매						
	1030	1	0	63041	1	0	63041	1	0	63041	1	0	63041	1	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(V)_4매						
	1031	1	0	63041	1	0	63041	1	0	63041	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(V)_3매						
//	1032	1	0	63042	1	0	63042	1	0	63042	1	0	63042	1	0	63042	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(E)_5매						
//	1033	1	0	63042	1	0	63042	1	0	63042	1	0	63042	1	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(E)_4매						
//	1034	1	0	63042	1	0	63042	1	0	63042	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(E)_3매						
	1035	1	0	63054	1	0	63054	1	0	63054	1	0	63054	1	0	63054	1	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(S)_5매						
	1036	1	0	63054	1	0	63054	1	0	63054	1	0	63054	1	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(S)_4매						
	1037	1	0	63054	1	0	63054	1	0	63054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(S)_3매						
//	1038	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(M)_5매						
//	1039	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(M)_4매						
//	1040	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//럭셔리티켓쁘띠BOX(M)_3매						
	1041	1	1	16501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_맹공의반지_상자_5일						
	1042	1	1	16502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_폭풍의반지_상자_5일						
	1043	1	1	16503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_수호의반지_상자_5일						
	1044	1	1	16504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_해방군의의지_상자_5일						
	1045	1	1	97005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국화폐상자						
//	1046	1	1	97056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2012일본아이스이벤트_극한의보물상자						
//	1047	1	1	97057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//2012일본아이스이벤트_작열의보물상자						
	1048	1	1	16505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_백호펫						
	1049	1	1	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본트럼프이벤트Five_Card_Box						
	1050	1	1	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본트럼프이벤트Royal_Straight_Flush_Box						
	1051	1	1	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본트럼프이벤트Straight_Flush_Box						
	1052	1	1	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본트럼프이벤트Four_Card_Box						
	1053	1	1	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일본트럼프이벤트Three_Card_Box						
	1054	8	0	7496	255	0	63002	5	0	4133	30	0	61161	1	0	61167	1	0	61179	1	0	61173	1	0	61185	1	//일본지역점령전지원상자						
	1055	8	0	46659	20007	0	46669	20007	0	46679	20007	0	46689	20007	0	46699	20007	0	46709	20007	0	46719	20007	0	46729	20007	//맞춤설계된1등급디바인방어구상자_미스틱						
	1056	8	0	46660	20007	0	46670	20007	0	46680	20007	0	46690	20007	0	46700	20007	0	46710	20007	0	46720	20007	0	46730	20007	//맞춤설계된2등급디바인방어구상자_미스틱						
	1057	8	0	46661	20007	0	46671	20007	0	46681	20007	0	46691	20007	0	46701	20007	0	46711	20007	0	46721	20007	0	46731	20007	//맞춤설계된3등급디바인방어구상자_미스틱						
	1058	8	0	46662	20007	0	46672	20007	0	46682	20007	0	46692	20007	0	46702	20007	0	46712	20007	0	46722	20007	0	46732	20007	//맞춤설계된4등급디바인방어구상자_미스틱						
	1059	8	0	46663	20007	0	46673	20007	0	46683	20007	0	46693	20007	0	46703	20007	0	46713	20007	0	46723	20007	0	46733	20007	//맞춤설계된5등급디바인방어구상자_미스틱						
	1060	8	0	46664	20007	0	46674	20007	0	46684	20007	0	46694	20007	0	46704	20007	0	46714	20007	0	46724	20007	0	46734	20007	//맞춤설계된6등급디바인방어구상자_미스틱						
	1061	8	0	46665	20007	0	46675	20007	0	46685	20007	0	46695	20007	0	46705	20007	0	46715	20007	0	46725	20007	0	46735	20007	//맞춤설계된7등급디바인방어구상자_미스틱						
	1062	8	0	46666	20007	0	46676	20007	0	46686	20007	0	46696	20007	0	46706	20007	0	46716	20007	0	46726	20007	0	46736	20007	//맞춤설계된8등급디바인방어구상자_미스틱						
//	1063	8	0	46667	20007	0	46677	20007	0	46687	20007	0	46697	20007	0	46707	20007	0	46717	20007	0	46727	20007	0	46737	20007	//맞춤설계된9등급디바인방어구상자_미스틱						
//	1064	8	0	46668	20007	0	46678	20007	0	46688	20007	0	46698	20007	0	46708	20007	0	46718	20007	0	46728	20007	0	46738	20007	//맞춤설계된10등급디바인방어구상자_미스틱						
	1065	4	0	872	20007	0	887	20007	0	47361	1	0	47351	1	0	0	0	0	0	0	0	0	0	0	0	0	//미스틱_레벨업박스_10레벨						
	1066	4	0	873	20007	0	888	20007	0	47362	1	0	47352	1	0	0	0	0	0	0	0	0	0	0	0	0	//미스틱_레벨업박스_20레벨						
	1067	4	0	874	20007	0	889	20007	0	47363	1	0	47353	1	0	0	0	0	0	0	0	0	0	0	0	0	//미스틱_레벨업박스_30레벨						
	1068	7	0	875	20007	0	890	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47354	1	0	0	0	//미스틱_레벨업박스_40레벨						
	1069	4	0	876	20007	0	891	20007	0	47364	1	0	47355	1	0	0	0	0	0	0	0	0	0	0	0	0	//미스틱_레벨업박스_50레벨						
	1070	7	0	877	20007	0	892	20007	1	75	0	1	76	0	1	77	0	0	64837	5	0	47356	1	0	0	0	//미스틱_레벨업박스_60레벨						
	1071	4	0	878	20007	0	893	20007	0	47365	1	0	47357	1	0	0	0	0	0	0	0	0	0	0	0	0	//미스틱_레벨업박스_70레벨						
	1072	7	0	879	20007	0	894	20007	1	75	0	1	76	0	1	77	0	0	64837	10	0	47358	1	0	0	0	//미스틱_레벨업박스_80레벨						
	1073	4	0	880	20007	0	895	20007	0	47366	1	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	//미스틱_레벨업박스_90레벨						
//	1074	1	1	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_할로윈이벤트보상						
	1075	1	1	17013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//일몽의반지_상자(랜덤)						
	1076	1	1	17014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//야화의반지_상자(랜덤)						
	1077	1	1	17015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//펜릴의목걸이_상자(랜덤)						
	1078	1	1	17016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//스카디의목걸이_상자(랜덤)						
	1079	1	1	16506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_금색날개_버서커_1일						
	1080	1	1	16507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_금색날개_드래곤_1일						
	1081	1	1	16508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_금색날개_엘리맨_1일						
	1082	1	1	16509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_금색날개_발키리_1일						
	1083	1	1	16510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_금색날개_섀도우_1일						
	1084	1	1	16511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_금색날개_미스틱_1일						
	1085	1	1	16015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//중국길드_금색날개상자						
	1086	1	1	97501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_버서커용복권(199)						
	1087	1	1	97502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_드래곤용복권(199)						
	1088	1	1	97503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_엘리용복권(199)						
	1089	1	1	97504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_발키리용복권(199)						
	1090	1	1	97505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_섀도우용복권(199)						
	1091	1	1	97506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_버서커용복권(399)						
	1092	1	1	97507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_드래곤용복권(399)						
	1093	1	1	97508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_엘리용복권(399)						
	1094	1	1	97509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_발키리용복권(399)						
	1095	1	1	97510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//글로벌_섀도우용복권(399)						
	1096	1	1	48037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//엘리트아이템제작재료상자						
	1097	1	1	48038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	//검게뒤틀린악세사리상자						
	1098	8	0	51000	10012	0	51028	10012	0	51001	10012	0	51002	10012	0	51003	10012	0	51004	10012	0	51005	10012	0	51006	10012	//엘리트1방어구세트_12인챈_0소켓(B)						
	1099	8	0	51000	10010	0	51028	10010	0	51001	10010	0	51002	10010	0	51003	10010	0	51004	10010	0	51005	10010	0	51006	10010	//엘리트1방어구세트_10인챈_0소켓(B)						
	1100	8	0	51000	10007	0	51028	10007	0	51001	10007	0	51002	10007	0	51003	10007	0	51004	10007	0	51005	10007	0	51006	10007	//엘리트1방어구세트_7인챈_0소켓(B)						
	1101	8	0	51000	10000	0	51028	10000	0	51001	10000	0	51002	10000	0	51003	10000	0	51004	10000	0	51005	10000	0	51006	10000	//엘리트1방어구세트_0인챈_0소켓(B)						
	1102	8	0	51007	10012	0	51029	10012	0	51008	10012	0	51009	10012	0	51010	10012	0	51011	10012	0	51012	10012	0	51013	10012	//엘리트1방어구세트_12인챈_0소켓(D)						
	1103	8	0	51007	10010	0	51029	10010	0	51008	10010	0	51009	10010	0	51010	10010	0	51011	10010	0	51012	10010	0	51013	10010	//엘리트1방어구세트_10인챈_0소켓(D)						
	1104	8	0	51007	10007	0	51029	10007	0	51008	10007	0	51009	10007	0	51010	10007	0	51011	10007	0	51012	10007	0	51013	10007	//엘리트1방어구세트_7인챈_0소켓(D)						
	1105	8	0	51007	10000	0	51029	10000	0	51008	10000	0	51009	10000	0	51010	10000	0	51011	10000	0	51012	10000	0	51013	10000	//엘리트1방어구세트_0인챈_0소켓(D)						
	1106	8	0	51021	10012	0	51031	10012	0	51022	10012	0	51023	10012	0	51024	10012	0	51025	10012	0	51026	10012	0	51027	10012	//엘리트1방어구세트_12인챈_0소켓(V)						
	1107	8	0	51021	10010	0	51031	10010	0	51022	10010	0	51023	10010	0	51024	10010	0	51025	10010	0	51026	10010	0	51027	10010	//엘리트1방어구세트_10인챈_0소켓(V)						
	1108	8	0	51021	10007	0	51031	10007	0	51022	10007	0	51023	10007	0	51024	10007	0	51025	10007	0	51026	10007	0	51027	10007	//엘리트1방어구세트_7인챈_0소켓(V)						
	1109	8	0	51021	10000	0	51031	10000	0	51022	10000	0	51023	10000	0	51024	10000	0	51025	10000	0	51026	10000	0	51027	10000	//엘리트1방어구세트_0인챈_0소켓(V)						
	1110	8	0	51014	10012	0	51030	10012	0	51015	10012	0	51016	10012	0	51017	10012	0	51018	10012	0	51019	10012	0	51020	10012	//엘리트1방어구세트_12인챈_0소켓(E)						
	1111	8	0	51014	10010	0	51030	10010	0	51015	10010	0	51016	10010	0	51017	10010	0	51018	10010	0	51019	10010	0	51020	10010	//엘리트1방어구세트_10인챈_0소켓(E)						
	1112	8	0	51014	10007	0	51030	10007	0	51015	10007	0	51016	10007	0	51017	10007	0	51018	10007	0	51019	10007	0	51020	10007	//엘리트1방어구세트_7인챈_0소켓(E)						
	1113	8	0	51014	10000	0	51030	10000	0	51015	10000	0	51016	10000	0	51017	10000	0	51018	10000	0	51019	10000	0	51020	10000	//엘리트1방어구세트_0인챈_0소켓(E)						
	1114	8	0	51091	10012	0	51092	10012	0	51093	10012	0	51094	10012	0	51095	10012	0	51096	10012	0	51097	10012	0	51098	10012	//엘리트1방어구세트_12인챈_0소켓(S)						
	1115	8	0	51091	10010	0	51092	10010	0	51093	10010	0	51094	10010	0	51095	10010	0	51096	10010	0	51097	10010	0	51098	10010	//엘리트1방어구세트_10인챈_0소켓(S)						
	1116	8	0	51091	10007	0	51092	10007	0	51093	10007	0	51094	10007	0	51095	10007	0	51096	10007	0	51097	10007	0	51098	10007	//엘리트1방어구세트_7인챈_0소켓(S)						
	1117	8	0	51091	10000	0	51092	10000	0	51093	10000	0	51094	10000	0	51095	10000	0	51096	10000	0	51097	10000	0	51098	10000	//엘리트1방어구세트_0인챈_0소켓(S)						
	1118	8	0	51359	10012	0	51360	10012	0	51361	10012	0	51362	10012	0	51363	10012	0	51364	10012	0	51365	10012	0	51366	10012	//엘리트1방어구세트_12인챈_0소켓(M)						
	1119	8	0	51359	10010	0	51360	10010	0	51361	10010	0	51362	10010	0	51363	10010	0	51364	10010	0	51365	10010	0	51366	10010	//엘리트1방어구세트_10인챈_0소켓(M)						
	1120	8	0	51359	10007	0	51360	10007	0	51361	10007	0	51362	10007	0	51363	10007	0	51364	10007	0	51365	10007	0	51366	10007	//엘리트1방어구세트_7인챈_0소켓(M)						
	1121	8	0	51359	10000	0	51360	10000	0	51361	10000	0	51362	10000	0	51363	10000	0	51364	10000	0	51365	10000	0	51366	10000	//엘리트1방어구세트_0인챈_0소켓(M)						
	1122	8	0	51036	10012	0	51037	10012	0	51038	10012	0	51039	10012	0	51040	10012	0	51041	10012	0	51042	10012	0	51043	10012	//엘리트1.5방어구세트_12인챈_0소켓(B)						
	1123	8	0	51036	10010	0	51037	10010	0	51038	10010	0	51039	10010	0	51040	10010	0	51041	10010	0	51042	10010	0	51043	10010	//엘리트1.5방어구세트_10인챈_0소켓(B)						
	1124	8	0	51036	10007	0	51037	10007	0	51038	10007	0	51039	10007	0	51040	10007	0	51041	10007	0	51042	10007	0	51043	10007	//엘리트1.5방어구세트_7인챈_0소켓(B)						
	1125	8	0	51036	10000	0	51037	10000	0	51038	10000	0	51039	10000	0	51040	10000	0	51041	10000	0	51042	10000	0	51043	10000	//엘리트1.5방어구세트_0인챈_0소켓(B)						
	1126	8	0	51044	10012	0	51045	10012	0	51046	10012	0	51047	10012	0	51048	10012	0	51049	10012	0	51050	10012	0	51051	10012	//엘리트1.5방어구세트_12인챈_0소켓(D)						
