//pet 관리 정보 스크립트				0. 1~6인챈 효과(없음)									펫UI상태설정		친밀도 값에 따라 옵션은 누적 되지 않습니다. 1개의 옵션만 활성화 																																																																																	
//최초 작성자 : 	이인			1. 7인챈 효과																																																																																												
//최종 작업자 :	정동일			2. 10인챈 효과																																																																																												
//최종 작성일 :	오후 3:24 2008-11-14			3. 12인챈 효과																																																																																												
//version 1.0.0.4				4. 1~6인챈 효과(디바인)																																																																																												
//				5. 7인챈 효과(디바인)																																																																																												
//계열				6. 10인챈 효과(디바인)	포만감 및 친밀도 상승/ 하락값 설정										친밀도 0~20% 											친밀도 21~40%											친밀도 41~59%											친밀도 범위60~99%											친밀도100%																																					
//				7. 12인챈 효과(디바인)																																																																																												
//1		0.9.0.2		0.9.0.2								국내누적설정x	0.8.1.9	0.9.0.4																																																																																		
//인덱스 코드	펫	네임코드	몬스터ID	인챈트효과	포만감상승값1	포만감하락값1	포만감하락값2	친밀도상승값1	친밀도하락값1	친밀도하락값2	AI타입	누적설정	펫UI상태설정	펫위치설정	친밀도 최소범위1	친밀도 최대범위1	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	친밀도 최소범위2	친밀도 최대범위2	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	친밀도 최소범위3	친밀도 최대범위3	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	친밀도 최소범위4	친밀도 최대범위4	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	친밀도 최소범위5	친밀도 최대범위5	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값	옵션종류	수치타입	옵션값																											
dwIndex	Name	NameCode	wMonsterCode	EffectType	byFullnessUp	byFullnessDown1	byFullnessDown2	byIntimacyUp	byIntimacyDown1	byIntimacyDown2	byAIType	Cumulate	PdisplayMove	Pposition	byIntimacyMin1	byIntimacyMax1	wPet1OptionKind1	byPet1ValueType1	iPet1Value1	wPet1OptionKind2	byPet1ValueType2	iPet1Value2	wPet1OptionKind3	byPet1ValueType3	iPet1Value3	byIntimacyMin2	byIntimacyMax2	wPet2OptionKind1	byPet2ValueType1	iPet2Value1	wPet2OptionKind2	byPet2ValueType2	iPet2Value2	wPet2OptionKind3	byPet2ValueType3	iPet2Value3	byIntimacyMin3	byIntimacyMax3	wPet3OptionKind1	byPet3ValueType1	iPet3Value1	wPet3OptionKind2	byPet3ValueType2	iPet3Value2	wPet3OptionKind3	byPet3ValueType3	iPet3Value3	byIntimacyMin4	byIntimacyMax4	wPet4OptionKind1	byPet4ValueType1	iPet4Value1	wPet4OptionKind2	byPet4ValueType2	iPet4Value2	wPet4OptionKind3	byPet4ValueType3	iPet4Value3	byIntimacyMin5	byIntimacyMax5	wPet5OptionKind1	byPet5ValueType1	iPet5Value1	wPet5OptionKind2	byPet5ValueType2	iPet5Value2	wPet5OptionKind3	byPet5ValueType3	iPet5Value3	FieldEnd																										
534	에텔레인오색나비_2	155682	5017	0	3	2	10	3	0	10	0	31	1	1	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	35	1	18	0	0	0	0	0	0	100	100	35	1	28	0	0	0	0	0	0																											
535	에텔레인오색나비_3	155683	5017	0	3	2	10	3	0	10	0	31	1	1	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	35	1	19	0	0	0	0	0	0	100	100	35	1	29	0	0	0	0	0	0																											
536	에텔레인오색나비_4	155684	5017	0	3	2	10	3	0	10	0	31	1	1	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	35	1	20	0	0	0	0	0	0	100	100	35	1	30	0	0	0	0	0	0																											
//일본몬트샤인보상펫추가																																																																																																
537	검정몬트샤인고양이_일본몬트샤인이벤트보상	158232	5070	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	0	0	0	0	0	0	100	100	14	2	100	0	0	0	0	0	0																											
538	일본복권보상_헬하운드	47303	5036	0	3	2	10	3	0	10	0	31	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	41	5	50	0	0	0	0	0	0	100	100	93	2	150	0	0	0	0	0	0																											
//중국매체용펫추가																																																																																																
539	팬더	155578	5018	0	3	2	10	3	0	10	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	51	2	30	0	0	0	0	0	0	100	100	51	2	50	0	0	0	0	0	0																											
540	스케이트팽귄_국내(무료이벤트)	155579	5047	0	3	2	10	3	0	10	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0																											
541	항아리여우	155580	5060	0	3	2	10	3	0	10	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0																											
542	위풍당당호랑이_국내(황호)	155581	5045	0	3	2	10	3	0	10	0	31	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	47	2	50	35	1	15	0	0	0	100	100	47	2	100	30	1	100	45	5	100																											
543	복어	155582	5021	0	3	2	10	3	0	10	0	0	1	2	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	43	5	50	0	0	0	0	0	0	100	100	42	2	150	0	0	0	0	0	0																											
544	고스트	155583	5011	0	3	2	10	3	0	10	0	0	1	2	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	43	5	50	0	0	0	0	0	0	100	100	42	2	150	0	0	0	0	0	0																											
545	검은날개박쥐	155584	5010	0	3	2	10	3	0	10	0	0	1	1	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	39	1	20	0	0	0	0	0	0	100	100	39	1	40	0	0	0	0	0	0																											
546	천하무적호랑이_국내(백호)	155585	5046	0	3	2	10	3	0	10	0	31	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	47	2	50	35	1	15	0	0	0	100	100	47	2	100	30	1	100	45	5	100																											
547	에텔레인오색나비	155586	5017	0	3	2	10	3	0	10	0	0	1	1	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	35	1	5	0	0	0	0	0	0	100	100	35	1	10	0	0	0	0	0	0																											
548	흰색보름달토끼	155587	5027	0	3	2	10	3	0	10	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	40	1	20	0	0	0	0	0	0	100	100	40	1	40	0	0	0	0	0	0																											
549	닥스훈트	155588	5016	0	3	2	10	3	0	10	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	20	0	0	0	0	0	0	100	100	30	1	40	0	0	0	0	0	0																											
550	스케이트팽귄_중국(영구용)	158400	5047	0	3	2	10	3	0	10	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	200	0	0	0	0	0	0	100	100	28	1	400	0	0	0	0	0	0																											
//국내 1301 신규 팻																																																																																																
551	항아리여우(국내용)	155599	5060	0	3	2	10	3	0	10	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	31	5	100	0	0	0	0	0	0	100	100	31	5	160	0	0	0	0	0	0																											
552	블루드래곤(국내용)	155620	5073	0	3	2	10	3	0	10	0	0	1	2	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	36	1	15	0	0	0	0	0	0	100	100	36	1	20	0	0	0	0	0	0																											
553	두기(국내용)	155605	5074	0	3	2	10	3	0	10	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	40	1	50	0	0	0	0	0	0	100	100	40	1	70	0	0	0	0	0	0																											
554	초비(국내용)	155610	5079	0	3	2	10	3	0	10	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	1500	0	0	0	0	0	0	100	100	28	1	2000	0	0	0	0	0	0																											
//비밀의방 신규펫																																																																																																
555	꼭두각시쉬바르츠(어둠)_흡혈	40748	5085	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	99	5	30	31	5	150																											
556	꼭두각시쉬바르츠(불)_데감	40748	5086	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	51	5	50	31	5	150																											
557	꼭두각시쉬바르츠(대지)_데반	40748	5087	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	43	5	60	31	5	150																											
558	꼭두각시쉬바르츠(물)_모저	40748	5088	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	36	1	20	31	5	150																											
559	꼭두각시쉬바르츠(바람)_크확	40748	5089	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	41	5	30	31	5	150																											
560	셀	155655	5090	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0																											
561	성장중인셀	155656	5090	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	50	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0																											
562	진화중인셀	155657	5090	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	50	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0																											
563	셀린	155665	5091	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	50	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0																											
564	성장중인셀린	155666	5091	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	50	0	0	0	0	0	0	100	100	42	2	50	0	0	0	0	0	0																											
565	진화중인셀린	155667	5091	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	0	0	0	0	0	0	100	100	42	2	50	0	0	0	0	0	0																											
566	세오스	155675	5092	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	0	0	0	0	0	0	100	100	42	2	100	0	0	0	0	0	0																											
//국내 2014년 2월 복권용 신규 펫																																																																																																
567	골렘1(헬로이드특화)	155645	5012	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	29	1	2000	38	1	80	100	100	40	1	50	43	5	60	93	1	-1000																											
568	골렘2(헬로이드특화)	155646	5012	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	29	1	2000	38	1	90	100	100	40	1	60	43	5	60	93	1	-1000																											
569	골렘3(헬로이드특화)	155647	5012	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	29	1	2000	38	1	100	100	100	40	1	70	43	5	60	93	1	-1000																											
570	아브라하1(PVP딜러특화)	155676	5080	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	42	2	50	30	1	50	100	100	35	2	100	31	5	100	36	1	-5																											
571	아브라하2(PVP딜러특화)	155677	5080	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	42	2	50	30	1	80	100	100	35	2	110	31	5	120	36	1	-5																											
572	아브라하3(PVP딜러특화)	155679	5080	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	42	2	50	30	1	100	100	100	35	2	120	31	5	140	36	1	-5																											
//일본 1402 신규 펫																																																																																																
573	아쿠아머메이드	155686	5095	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	150	41	1	5	0	0	0	100	100	36	1	7	42	2	150	0	0	0																											
//국내 2014년 6월 복권용 신규 펫																																																																																																
574	펠리칸1	43140	5052	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	5	1	30	6	1	30	7	1	30	100	100	3	1	30	4	1	30	36	1	-5																											
575	펠리칸2	43141	5052	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	5	1	50	6	1	50	7	1	50	100	100	3	1	50	4	1	50	36	1	-5																											
576	펠리칸3	43142	5052	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	5	1	70	6	1	70	7	1	70	100	100	3	1	70	4	1	70	36	1	-5																											
577	회전햄스터1	43143	5072	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	47	2	40	42	2	50	41	1	1	100	100	60	1	8	36	1	6	15	1	-5																											
578	회전햄스터2	43144	5072	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	47	2	50	42	2	50	41	1	3	100	100	60	1	10	36	1	7	15	1	-5																											
579	회전햄스터3	43145	5072	0	3	4	10	3	0	50	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	47	2	60	42	2	50	41	1	5	100	100	60	1	12	36	1	8	15	1	-5																											
//중국 쉬바르츠 강화판 펫																																																																																																
580	꼭두각시쉬바르츠(어둠)_흡혈	40748	5085	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	99	5	30	31	5	150																											
581	꼭두각시쉬바르츠(불)_데감	40748	5086	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	51	5	50	31	5	150																											
582	꼭두각시쉬바르츠(대지)_데반	40748	5087	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	43	5	60	31	5	150																											
583	꼭두각시쉬바르츠(물)_모저	40748	5088	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	36	1	20	31	5	150																											
584	꼭두각시쉬바르츠(바람)_크확	40748	5089	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	41	5	30	31	5	150																											
//국내 2014년 크리스마스펫																																																																																																
585	남자친구펫	41705	5096	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	44	5	100	42	2	50	100	100	60	1	10	30	1	100	31	5	150																											
586	여자친구펫	41707	5097	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	44	5	100	42	2	50	100	100	60	1	10	30	1	100	31	5	150																											
587	TheChosenOne	41709	5098	0	3	0	0	3	0	0	0	31	1	0	1	0	14	1	100	1	1	100	74	1	100	1	0	41	1	100	42	2	1000	114	1	100	1	0	51	2	1000	32	1	999	47	1	10000	1	0	57	2	1000	58	2	1000	2	1	100	0	100	15	1	100	35	1	1000	36	1	100																											
//국내 2015년 청양팻																																																																																																
588	설날맞이청양팻_1단계	48100	5099	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	100	44	5	100	42	2	50	100	100	60	1	10	30	1	100	31	5	150																											
589	설날맞이청양팻_2단계	48401	5100	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	41	1	2	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0																											
590	설날맞이청양팻_3단계	48402	5101	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	41	1	2	0	0	0	0	0	0	100	100	75	2	-20	0	0	0	0	0	0																											
591	설날맞이청양팻_4단계	48403	5102	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	41	1	2	60	1	5	0	0	0	100	100	75	2	-20	0	0	0	0	0	0																											
592	설날맞이청양팻_5단계	48404	5102	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	41	1	2	60	1	5	0	0	0	100	100	75	2	-20	0	0	0	0	0	0																											
593	커스텀아쿠아머메이드	43585	5103	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	14	2	100	31	5	150																											
//국내 AC 펫 합성																																																																																																
594	키메라알케믹13호	90180	5083	0	3	2	10	3	0	10	0	31	1	2	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	80	42	2	30	54	1	1	100	100	60	1	8	45	5	120	31	5	120																											
595	설날맞이청양팻_6단계	48409	5105	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	41	1	2	60	1	6	0	0	0	100	100	75	2	-20	0	0	0	0	0	0																											
596	설날맞이청양팻_7단계	48410	5106	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	41	1	3	60	1	6	0	0	0	100	100	75	2	-20	0	0	0	0	0	0																											
597	할로윈펌프킹	41717	5107	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	30	1	100	42	2	50	0	0	0	100	100	60	1	10	14	2	100	31	5	150																											
598	눈꽃소녀메리	41972	5108	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	14	2	130	30	1	100	0	0	0	100	100	15	1	5	31	5	100	42	2	70																											
599	행운의펫(청양5단계외형)	158447	5105	0	3	2	10	3	0	10	0	31	0	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	42	2	50	44	5	100	0	0	0	100	100	31	5	200	32	1	5	45	5	150																											
//2016 병신년 팻																																																																																																
600	병신년팻_브라운셀_알파	17495	5109	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	500	40	1	10	60	1	1	100	100	14	2	10	42	2	10	0	0	0																											
601	병신년팻_진화중인붉은원숭이_1	17496	5110	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	600	40	1	15	60	1	2	100	100	14	2	20	42	2	20	0	0	0																											
602	병신년팻_진화중인붉은원숭이_2	17497	5111	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	700	40	1	20	60	1	3	100	100	14	2	30	42	2	30	0	0	0																											
603	병신년팻_진화중인붉은원숭이_3	17498	5112	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	800	40	1	25	60	1	4	100	100	14	2	40	42	2	40	0	0	0																											
604	병신년팻_진화중인붉은원숭이_4	17499	5113	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	900	40	1	30	60	1	5	100	100	14	2	50	42	2	50	0	0	0																											
605	병신년팻_진화중인붉은원숭이_5	17500	5114	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	1000	40	1	35	60	1	6	100	100	14	2	60	42	2	60	0	0	0																											
606	병신년팻_진화중인붉은원숭이_6	17501	5115	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	1100	40	1	40	60	1	7	100	100	14	2	70	42	2	70	0	0	0																											
607	병신년팻_진화된황금원숭이_오메가	17502	5116	0	3	2	10	3	0	10	0	31	1	0	0	20	0	0	0	0	0	0	0	0	0	21	40	0	0	0	0	0	0	0	0	0	41	59	0	0	0	0	0	0	0	0	0	60	99	28	1	1500	40	1	50	60	1	10	100	100	14	2	100	42	2	100	0	0	0																											
