//조합스크립트						아이템타입	분류카운터						클래스스트링코드																																					
//			"* Index(조합코드) 수정하셔도 상관 없으니, 가능한 카테고리 유지하면서 작업해 주세요"										10074 : 버서커																																					
//													10075 : 드래곤																																					
//			* 클래스 우선순위 지켜주세요										10076 : 발키리																																					
//			"  - 버서커, 드래곤, 발키리, 엘리, 섀도우, 미스틱 순"										10077 : 엘리																																					
//			* 방어구 우선순위 지켜주세요										10078 : 섀도우																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10002 : 미스틱																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10006 : 헬로이드																																					
//							1302			1302	1302	1302	1302	1302	1302																																			
//설명	조합코드	이름	네임코드	캐릭터클래스	길드클래스	아이템타입	분류카운터	분류카테고리1	분류스트링코드1	분류카테고리2	분류스트링코드2	분류카테고리3	분류스트링코드3	분류카테고리4	분류스트링코드4	재료1	재료1등급	재료1개수	재료2	재료2등급	재료2개수	재료3	재료3등급	재료3개수	재료4	재료4등급	재료4개수	재료5	재료5등급	재료5개수	재료6	재료6등급	재료6개수	소모돈	성공확율	보상타입	보상아이템	보상아이템등급	보상아이템수	조합가능맵1	조합가능맵2	조합가능맵3	조합가능맵4	조합가능맵5	조합가능맵6	조합가능맵7	조합가능맵8	조합가능맵9	조합가능맵10	
	Code	Name	Ncode	LimitCharClass	LimitGuildClass	ItemType	CategorySubCount	bCategory1	Category1_Scode	bCategory2	Category2_Scode	bCategory3	Category3_Scode	bCategory4	Category4_Scode	MaterialCode1	IGType1	MaterialCount1	MaterialCode2	IGType2	MaterialCount2	MaterialCode3	IGType3	MaterialCount3	MaterialCode4	IGType4	MaterialCount4	MaterialCode5	IGType5	MaterialCount5	MaterialCode6	IGType6	MaterialCount6	Money	SuccessRatio	bResultType	ResultItemCode	ResultIGType	ResultItemCount	AllowedMapCode00	AllowedMapCode01	AllowedMapCode02	AllowedMapCode03	AllowedMapCode04	AllowedMapCode05	AllowedMapCode06	AllowedMapCode07	AllowedMapCode08	AllowedMapCode09	FieldEnd
	2465	노르넨_장갑	10155	0	0	0	4	21	9467	41	12197	7	10006	5	10155	6066	0	29	6057	0	6	6076	0	9	0	0	0	0	0	0	0	0	0	10000000 	5	1	51692	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2466	노르넨_부츠	10156	0	0	0	4	21	9467	41	12197	7	10006	6	10156	6066	0	29	6057	0	6	6076	0	9	0	0	0	0	0	0	0	0	0	11500000 	5	1	51691	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2467	노르넨_프로텍터	10157	0	0	0	4	21	9467	41	12197	7	10006	7	10157	6066	0	27	6057	0	4	6076	0	7	0	0	0	0	0	0	0	0	0	14500000 	5	1	51688	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2468	노르넨_벨트	10158	0	0	0	4	21	9467	41	12197	7	10006	8	10158	6066	0	26	6057	0	3	6076	0	6	0	0	0	0	0	0	0	0	0	9000000 	5	1	51693	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2469	노르넨_셔츠	10159	0	0	0	4	21	9467	41	12197	7	10006	9	10159	6066	0	25	6057	0	2	6076	0	5	0	0	0	0	0	0	0	0	0	8000000 	5	1	51694	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2470	테미스의_아크블레이드	9782	0	0	0	4	21	9467	41	12197	8	10008	1	9782	6067	0	40	6057	0	15	6095	0	18	0	0	0	0	0	0	0	0	0	20000000 	5	1	50325	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2471	모리유_갑옷	9783	0	0	0	4	21	9467	41	12197	8	10008	2	9783	6066	0	35	6057	0	12	6095	0	15	0	0	0	0	0	0	0	0	0	16000000 	5	1	57041	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2472	모리유_바지	9784	0	0	0	4	21	9467	41	12197	8	10008	3	9784	6066	0	33	6057	0	10	6095	0	13	0	0	0	0	0	0	0	0	0	11500000 	5	1	57044	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2473	모리유_헬멧	9785	0	0	0	4	21	9467	41	12197	8	10008	4	9785	6066	0	31	6057	0	8	6095	0	11	0	0	0	0	0	0	0	0	0	13000000 	5	1	57043	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2474	모리유_장갑	9786	0	0	0	4	21	9467	41	12197	8	10008	5	9786	6066	0	29	6057	0	6	6095	0	9	0	0	0	0	0	0	0	0	0	10000000 	5	1	57046	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2475	모리유_부츠	9787	0	0	0	4	21	9467	41	12197	8	10008	6	9787	6066	0	29	6057	0	6	6095	0	9	0	0	0	0	0	0	0	0	0	11500000 	5	1	57045	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2476	모리유_프로텍터	9788	0	0	0	4	21	9467	41	12197	8	10008	7	9788	6066	0	27	6057	0	4	6095	0	7	0	0	0	0	0	0	0	0	0	14500000 	5	1	57042	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2477	모리유_벨트	9789	0	0	0	4	21	9467	41	12197	8	10008	8	9789	6066	0	26	6057	0	3	6095	0	6	0	0	0	0	0	0	0	0	0	9000000 	5	1	57047	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2478	모리유_셔츠	9790	0	0	0	4	21	9467	41	12197	8	10008	9	9790	6066	0	25	6057	0	2	6095	0	5	0	0	0	0	0	0	0	0	0	8000000 	5	1	57048	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//21-51 엘리트 3.5차 아이템+12 (2501~2600)																																																		
	2501	검게물든_무스펠의_양손도끼	12258	0	0	0	4	21	9467	51	12515	1	10074	1	12258	50092	10012	1	6057	0	15	6097	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50573	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2502	검게물든_무스펠의_양손검	12259	0	0	0	4	21	9467	51	12515	1	10074	2	12259	50093	10012	1	6057	0	15	6097	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50574	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2503	검게물든_토르_갑옷	12260	0	0	0	4	21	9467	51	12515	1	10074	3	12260	51503	10012	1	6057	0	12	6097	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51751	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2504	검게물든_토르_바지	12261	0	0	0	4	21	9467	51	12515	1	10074	4	12261	51506	10012	1	6057	0	10	6097	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51754	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2505	검게물든_토르_헬멧	12262	0	0	0	4	21	9467	51	12515	1	10074	5	12262	51505	10012	1	6057	0	8	6097	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51753	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2506	검게물든_토르_장갑	12263	0	0	0	4	21	9467	51	12515	1	10074	6	12263	51508	10012	1	6057	0	6	6097	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51756	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2507	검게물든_토르_부츠	12264	0	0	0	4	21	9467	51	12515	1	10074	7	12264	51507	10012	1	6057	0	6	6097	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51755	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2508	검게물든_토르_프로텍터	12265	0	0	0	4	21	9467	51	12515	1	10074	8	12265	51504	10012	1	6057	0	4	6097	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51752	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2509	검게물든_토르_벨트	12266	0	0	0	4	21	9467	51	12515	1	10074	9	12266	51509	10012	1	6057	0	3	6097	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51757	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2510	검게물든_토르_셔츠	12267	0	0	0	4	21	9467	51	12515	1	10074	10	12267	51510	10012	1	6057	0	2	6097	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51758	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2511	검게물든_요툰의_한손검	12446	0	0	0	4	21	9467	51	12515	2	10075	1	12446	50094	10012	1	6057	0	15	6098	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50575	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2512	검게물든_요툰의_창	12447	0	0	0	4	21	9467	51	12515	2	10075	2	12447	50095	10012	1	6057	0	15	6098	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50576	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2513	검게물든_헤임달_갑옷	12448	0	0	0	4	21	9467	51	12515	2	10075	3	12448	51511	10012	1	6057	0	12	6098	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51759	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2514	검게물든_헤임달_바지	12449	0	0	0	4	21	9467	51	12515	2	10075	4	12449	51514	10012	1	6057	0	10	6098	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51762	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2515	검게물든_헤임달_헬멧	12450	0	0	0	4	21	9467	51	12515	2	10075	5	12450	51513	10012	1	6057	0	8	6098	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51761	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2516	검게물든_헤임달_장갑	12451	0	0	0	4	21	9467	51	12515	2	10075	6	12451	51516	10012	1	6057	0	6	6098	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51764	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2517	검게물든_헤임달_부츠	12452	0	0	0	4	21	9467	51	12515	2	10075	7	12452	51515	10012	1	6057	0	6	6098	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51763	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2518	검게물든_헤임달_프로텍터	12453	0	0	0	4	21	9467	51	12515	2	10075	8	12453	51512	10012	1	6057	0	4	6098	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51760	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2519	검게물든_헤임달_벨트	12454	0	0	0	4	21	9467	51	12515	2	10075	9	12454	51517	10012	1	6057	0	3	6098	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51765	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2520	검게물든_헤임달_셔츠	12455	0	0	0	4	21	9467	51	12515	2	10075	10	12455	51518	10012	1	6057	0	2	6098	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51766	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2521	검게물든_바나의_한손석궁	12456	0	0	0	4	21	9467	51	12515	3	10076	1	12456	50096	10012	1	6057	0	15	6100	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50577	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2522	검게물든_바나의_에테르웨폰	12457	0	0	0	4	21	9467	51	12515	3	10076	2	12457	50097	10012	1	6057	0	15	6100	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50578	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2523	검게물든_스카디_갑옷	12458	0	0	0	4	21	9467	51	12515	3	10076	3	12458	51527	10012	1	6057	0	12	6100	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51767	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2524	검게물든_스카디_바지	12459	0	0	0	4	21	9467	51	12515	3	10076	4	12459	51530	10012	1	6057	0	10	6100	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51770	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2525	검게물든_스카디_헬멧	12460	0	0	0	4	21	9467	51	12515	3	10076	5	12460	51529	10012	1	6057	0	8	6100	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51769	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2526	검게물든_스카디_장갑	12461	0	0	0	4	21	9467	51	12515	3	10076	6	12461	51532	10012	1	6057	0	6	6100	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51772	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2527	검게물든_스카디_부츠	12462	0	0	0	4	21	9467	51	12515	3	10076	7	12462	51531	10012	1	6057	0	6	6100	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51771	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2528	검게물든_스카디_프로텍터	12463	0	0	0	4	21	9467	51	12515	3	10076	8	12463	51528	10012	1	6057	0	4	6100	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51768	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2529	검게물든_스카디_벨트	12464	0	0	0	4	21	9467	51	12515	3	10076	9	12464	51533	10012	1	6057	0	3	6100	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51773	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2530	검게물든_스카디_셔츠	12465	0	0	0	4	21	9467	51	12515	3	10076	10	12465	51534	10012	1	6057	0	2	6100	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51774	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2531	검게물든_알브의_지팡이	12466	0	0	0	4	21	9467	51	12515	4	10077	1	12466	50098	10012	1	6057	0	15	6101	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50579	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2532	검게물든_알브의_오브	12467	0	0	0	4	21	9467	51	12515	4	10077	2	12467	50099	10012	1	6057	0	15	6101	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50580	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2533	검게물든_프레이야_갑옷	12468	0	0	0	4	21	9467	51	12515	4	10077	3	12468	51519	10012	1	6057	0	12	6101	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51775	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2534	검게물든_프레이야_바지	12469	0	0	0	4	21	9467	51	12515	4	10077	4	12469	51522	10012	1	6057	0	10	6101	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51778	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2535	검게물든_프레이야_헬멧	12470	0	0	0	4	21	9467	51	12515	4	10077	5	12470	51521	10012	1	6057	0	8	6101	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51777	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2536	검게물든_프레이야_장갑	12471	0	0	0	4	21	9467	51	12515	4	10077	6	12471	51524	10012	1	6057	0	6	6101	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51780	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2537	검게물든_프레이야_부츠	12472	0	0	0	4	21	9467	51	12515	4	10077	7	12472	51523	10012	1	6057	0	6	6101	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51779	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2538	검게물든_프레이야_프로텍터	12473	0	0	0	4	21	9467	51	12515	4	10077	8	12473	51520	10012	1	6057	0	4	6101	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51776	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2539	검게물든_프레이야_벨트	12474	0	0	0	4	21	9467	51	12515	4	10077	9	12474	51525	10012	1	6057	0	3	6101	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51781	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2540	검게물든_프레이야_셔츠	12475	0	0	0	4	21	9467	51	12515	4	10077	10	12475	51526	10012	1	6057	0	2	6101	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51782	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2541	검게물든_니플의_대거	12476	0	0	0	4	21	9467	51	12515	5	10078	1	12476	50124	10012	1	6057	0	15	6099	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50581	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2542	검게물든_니플의_채찍검	12477	0	0	0	4	21	9467	51	12515	5	10078	2	12477	50125	10012	1	6057	0	15	6099	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50582	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2543	검게물든_로키_갑옷	12478	0	0	0	4	21	9467	51	12515	5	10078	3	12478	51535	10012	1	6057	0	12	6099	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51783	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2544	검게물든_로키_바지	12479	0	0	0	4	21	9467	51	12515	5	10078	4	12479	51538	10012	1	6057	0	10	6099	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51786	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2545	검게물든_로키_헬멧	12480	0	0	0	4	21	9467	51	12515	5	10078	5	12480	51537	10012	1	6057	0	8	6099	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51785	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2546	검게물든_로키_장갑	12481	0	0	0	4	21	9467	51	12515	5	10078	6	12481	51540	10012	1	6057	0	6	6099	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51788	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2547	검게물든_로키_부츠	12482	0	0	0	4	21	9467	51	12515	5	10078	7	12482	51539	10012	1	6057	0	6	6099	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51787	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2548	검게물든_로키_프로텍터	12483	0	0	0	4	21	9467	51	12515	5	10078	8	12483	51536	10012	1	6057	0	4	6099	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51784	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2549	검게물든_로키_벨트	12484	0	0	0	4	21	9467	51	12515	5	10078	9	12484	51541	10012	1	6057	0	3	6099	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51789	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2550	검게물든_로키_셔츠	12485	0	0	0	4	21	9467	51	12515	5	10078	10	12485	51542	10012	1	6057	0	2	6099	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51790	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2551	검게물든_스바르트의_건틀렛	12486	0	0	0	4	21	9467	51	12515	6	10002	1	12486	50126	10012	1	6057	0	15	6102	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50583	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2552	검게물든_스바르트의_에테르사이드	12487	0	0	0	4	21	9467	51	12515	6	10002	2	12487	50127	10012	1	6057	0	15	6102	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50584	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2553	검게물든_시프_갑옷	12488	0	0	0	4	21	9467	51	12515	6	10002	3	12488	51543	10012	1	6057	0	12	6102	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51791	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2554	검게물든_시프_바지	12489	0	0	0	4	21	9467	51	12515	6	10002	4	12489	51546	10012	1	6057	0	10	6102	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51794	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2555	검게물든_시프_헬멧	12490	0	0	0	4	21	9467	51	12515	6	10002	5	12490	51545	10012	1	6057	0	8	6102	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51793	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2556	검게물든_시프_장갑	12491	0	0	0	4	21	9467	51	12515	6	10002	6	12491	51548	10012	1	6057	0	6	6102	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51796	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2557	검게물든_시프_부츠	12492	0	0	0	4	21	9467	51	12515	6	10002	7	12492	51547	10012	1	6057	0	6	6102	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51795	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2558	검게물든_시프_프로텍터	12493	0	0	0	4	21	9467	51	12515	6	10002	8	12493	51544	10012	1	6057	0	4	6102	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51792	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2559	검게물든_시프_벨트	12494	0	0	0	4	21	9467	51	12515	6	10002	9	12494	51549	10012	1	6057	0	3	6102	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51797	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2560	검게물든_시프_셔츠	12495	0	0	0	4	21	9467	51	12515	6	10002	10	12495	51550	10012	1	6057	0	2	6102	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51798	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2561	검게물든_티르의_에테르블래스터	12496	0	0	0	4	21	9467	51	12515	7	10006	1	12496	50133	10012	1	6057	0	15	6103	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50585	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2562	검게물든_노르넨_갑옷	12497	0	0	0	4	21	9467	51	12515	7	10006	2	12497	51687	10012	1	6057	0	12	6103	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51799	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2563	검게물든_노르넨_바지	12498	0	0	0	4	21	9467	51	12515	7	10006	3	12498	51690	10012	1	6057	0	10	6103	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51802	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2564	검게물든_노르넨_헬멧	12499	0	0	0	4	21	9467	51	12515	7	10006	4	12499	51689	10012	1	6057	0	8	6103	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51801	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2565	검게물든_노르넨_장갑	12500	0	0	0	4	21	9467	51	12515	7	10006	5	12500	51692	10012	1	6057	0	6	6103	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51804	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2566	검게물든_노르넨_부츠	12501	0	0	0	4	21	9467	51	12515	7	10006	6	12501	51691	10012	1	6057	0	6	6103	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51803	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2567	검게물든_노르넨_프로텍터	12502	0	0	0	4	21	9467	51	12515	7	10006	7	12502	51688	10012	1	6057	0	4	6103	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51800	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2568	검게물든_노르넨_벨트	12503	0	0	0	4	21	9467	51	12515	7	10006	8	12503	51693	10012	1	6057	0	3	6103	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51805	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2569	검게물든_노르넨_셔츠	12504	0	0	0	4	21	9467	51	12515	7	10006	9	12504	51694	10012	1	6057	0	2	6103	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51806	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2570	검게물든_테미스의_아크블레이드	12505	0	0	0	4	21	9467	51	12515	8	10008	1	12505	50325	10012	1	6057	0	15	6104	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50599	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2571	검게물든_모리유_갑옷	12506	0	0	0	4	21	9467	51	12515	8	10008	2	12506	57041	10012	1	6057	0	12	6104	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51807	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2572	검게물든_모리유_바지	12507	0	0	0	4	21	9467	51	12515	8	10008	3	12507	57044	10012	1	6057	0	10	6104	0	13	7252	0	24	7248	0	20	0	0	0	110000000 	100	1	51810	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2573	검게물든_모리유_헬멧	12508	0	0	0	4	21	9467	51	12515	8	10008	4	12508	57043	10012	1	6057	0	8	6104	0	11	7252	0	24	7248	0	20	0	0	0	100000000 	100	1	51809	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2574	검게물든_모리유_장갑	12509	0	0	0	4	21	9467	51	12515	8	10008	5	12509	57046	10012	1	6057	0	6	6104	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51812	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2575	검게물든_모리유_부츠	12510	0	0	0	4	21	9467	51	12515	8	10008	6	12510	57045	10012	1	6057	0	6	6104	0	9	7252	0	20	7248	0	20	0	0	0	90000000 	100	1	51811	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2576	검게물든_모리유_프로텍터	12511	0	0	0	4	21	9467	51	12515	8	10008	7	12511	57042	10012	1	6057	0	4	6104	0	7	7252	0	20	7248	0	12	0	0	0	80000000 	100	1	51808	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2577	검게물든_모리유_벨트	12512	0	0	0	4	21	9467	51	12515	8	10008	8	12512	57047	10012	1	6057	0	3	6104	0	6	7252	0	16	7248	0	12	0	0	0	70000000 	100	1	51813	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2578	검게물든_모리유_셔츠	12513	0	0	0	4	21	9467	51	12515	8	10008	9	12513	57048	10012	1	6057	0	2	6104	0	5	7252	0	12	7248	0	8	0	0	0	60000000 	100	1	51814	10012	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//21-52 엘리트 3.5차 아이템+15 (2601~2700)																																																		
	2601	검게물든_무스펠의_양손도끼	12258	0	0	0	4	21	9467	52	12516	1	10074	1	12258	50092	10015	1	6057	0	15	6097	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50573	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2602	검게물든_무스펠의_양손검	12259	0	0	0	4	21	9467	52	12516	1	10074	2	12259	50093	10015	1	6057	0	15	6097	0	18	7252	0	50	7248	0	40	0	0	0	150000000 	100	1	50574	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2603	검게물든_토르_갑옷	12260	0	0	0	4	21	9467	52	12516	1	10074	3	12260	51503	10015	1	6057	0	12	6097	0	15	7252	0	28	7248	0	20	0	0	0	120000000 	100	1	51751	10015	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
