//Version0.0.0.2		
//캐릭터데이터코드//코드대역폭800만까지		
//2007-10-09	8943958167905867108965-91761867-3458917-34571475	
dwCode	szFileName	FieldEnd
30338 Data\Armor\Dragon\A008\w_dra_08_belt.wzu		
30339 Data\Armor\Dragon\A009\w_dra_09_belt.wzu		
30340 Data\Armor\Dragon\A010\w_dra_10_belt.wzu		
30341 Data\Armor\Shadow\A001\w_sha_01_belt.wzu		
30342 Data\Armor\Shadow\A002\w_sha_02_belt.wzu		
30343 Data\Armor\Shadow\A003\w_sha_03_belt.wzu		
30344 Data\Armor\Shadow\A004\w_sha_04_belt.wzu		
30345 Data\Armor\Shadow\A005\w_sha_05_belt.wzu		
30346 Data\Armor\Shadow\A006\w_sha_06_belt.wzu		
30347 Data\Armor\Shadow\A007\w_sha_07_belt.wzu		
30348 Data\Armor\Shadow\A008\w_sha_08_belt.wzu		
30349 Data\Armor\Shadow\A009\w_sha_09_belt.wzu		
30350 Data\Armor\Shadow\A010\w_sha_10_belt.wzu		
30351 Data\Armor\Valkyrie\A001\w_val_01_shirt.wzu		
30352 Data\Armor\Valkyrie\A002\w_val_02_shirt.wzu		
30353 Data\Armor\Valkyrie\A003\w_val_03_shirt.wzu		
30354 Data\Armor\Valkyrie\A004\w_val_04_shirt.wzu		
30355 Data\Armor\Valkyrie\A005\w_val_05_shirt.wzu		
30356 Data\Armor\Valkyrie\A006\w_val_06_shirt.wzu		
30357 Data\Armor\Valkyrie\A007\w_val_07_shirt.wzu		
30358 Data\Armor\Valkyrie\A008\w_val_08_shirt.wzu		
30359 Data\Armor\Valkyrie\A009\w_val_09_shirt.wzu		
30360 Data\Armor\Valkyrie\A010\w_val_10_shirt.wzu		
30361 Data\Armor\Valkyrie\A001\w_val_01_shirt.wzu		
30362 Data\Armor\Valkyrie\A002\w_val_02_shirt.wzu		
30363 Data\Armor\Valkyrie\A003\w_val_03_shirt.wzu		
30364 Data\Armor\Valkyrie\A004\w_val_04_shirt.wzu		
30365 Data\Armor\Valkyrie\A005\w_val_05_shirt.wzu		
30366 Data\Armor\Valkyrie\A006\w_val_06_shirt.wzu		
30367 Data\Armor\Valkyrie\A007\w_val_07_shirt.wzu		
30368 Data\Armor\Valkyrie\A008\w_val_08_shirt.wzu		
30369 Data\Armor\Valkyrie\A009\w_val_09_shirt.wzu		
30370 Data\Armor\Valkyrie\A010\w_val_10_shirt.wzu		
30371 Data\Armor\Magician\A001\w_mag_01_shirt.wzu		
30372 Data\Armor\Magician\A002\w_mag_02_shirt.wzu		
30373 Data\Armor\Magician\A003\w_mag_03_shirt.wzu		
30374 Data\Armor\Magician\A004\w_mag_04_shirt.wzu		
30375 Data\Armor\Magician\A005\w_mag_05_shirt.wzu		
30376 Data\Armor\Magician\A006\w_mag_06_shirt.wzu		
30377 Data\Armor\Magician\A007\w_mag_07_shirt.wzu		
30378 Data\Armor\Magician\A008\w_mag_08_shirt.wzu		
30379 Data\Armor\Magician\A009\w_mag_09_shirt.wzu		
30380 Data\Armor\Magician\A010\w_mag_10_shirt.wzu		
30381 Data\Armor\Dragon\A001\w_dra_01_shirt.wzu		
30382 Data\Armor\Dragon\A002\w_dra_02_shirt.wzu		
30383 Data\Armor\Dragon\A003\w_dra_03_shirt.wzu		
30384 Data\Armor\Dragon\A004\w_dra_04_shirt.wzu		
30385 Data\Armor\Dragon\A005\w_dra_05_shirt.wzu		
30386 Data\Armor\Dragon\A006\w_dra_06_shirt.wzu		
30387 Data\Armor\Dragon\A007\w_dra_07_shirt.wzu		
30388 Data\Armor\Dragon\A008\w_dra_08_shirt.wzu		
30389 Data\Armor\Dragon\A009\w_dra_09_shirt.wzu		
30390 Data\Armor\Dragon\A010\w_dra_10_shirt.wzu		
30391 Data\Armor\Shadow\A001\w_sha_01_shirt.wzu		
30392 Data\Armor\Shadow\A002\w_sha_02_shirt.wzu		
30393 Data\Armor\Shadow\A003\w_sha_03_shirt.wzu		
30394 Data\Armor\Shadow\A004\w_sha_04_shirt.wzu		
30395 Data\Armor\Shadow\A005\w_sha_05_shirt.wzu		
30396 Data\Armor\Shadow\A006\w_sha_06_shirt.wzu		
30397 Data\Armor\Shadow\A007\w_sha_07_shirt.wzu		
30398 Data\Armor\Shadow\A008\w_sha_08_shirt.wzu		
30399 Data\Armor\Shadow\A009\w_sha_09_shirt.wzu		
30400 Data\Armor\Shadow\A010\w_sha_10_shirt.wzu		
30401 Data\Armor\Valkyrie\A011\w_val_11_chest.wzu		
30403 Data\Armor\Valkyrie\A011\w_val_11_helm.wzu		
30404 Data\Armor\Valkyrie\A011\w_val_11_pants.wzu		
30405 Data\Armor\Valkyrie\A011\w_val_11_boots.wzu		
30406 Data\Armor\Valkyrie\A011\w_val_11_hand.wzu		
30407 Data\Armor\Valkyrie\A011\w_val_11_belt.wzu		
30408 Data\Armor\Valkyrie\A011\w_val_11_shirt.wzu		
30409 Data\Armor\Valkyrie\A011\w_val_11_chest.wzu		
30411 Data\Armor\Valkyrie\A011\w_val_11_helm.wzu		
30412 Data\Armor\Valkyrie\A011\w_val_11_pants.wzu		
30413 Data\Armor\Valkyrie\A011\w_val_11_boots.wzu		
30414 Data\Armor\Valkyrie\A011\w_val_11_hand.wzu		
30415 Data\Armor\Valkyrie\A011\w_val_11_belt.wzu		
30416 Data\Armor\Valkyrie\A011\w_val_11_shirt.wzu		
30417 Data\Armor\Magician\A011\w_mag_11_chest.wzu		
30419 Data\Armor\Magician\A011\w_mag_11_helm.wzu		
30420 Data\Armor\Magician\A011\w_mag_11_pants.wzu		
30421 Data\Armor\Magician\A011\w_mag_11_boots.wzu		
30422 Data\Armor\Magician\A011\w_mag_11_hand.wzu		
30423 Data\Armor\Magician\A011\w_mag_11_belt.wzu		
30424 Data\Armor\Magician\A011\w_mag_11_shirt.wzu		
30425 Data\Armor\Dragon\A011\w_dra_11_chest.wzu		
30427 Data\Armor\Dragon\A011\w_dra_11_helm.wzu		
30428 Data\Armor\Dragon\A011\w_dra_11_pants.wzu		
30429 Data\Armor\Dragon\A011\w_dra_11_boots.wzu		
30430 Data\Armor\Dragon\A011\w_dra_11_hand.wzu		
30431 Data\Armor\Dragon\A011\w_dra_11_belt.wzu		
30432 Data\Armor\Dragon\A011\w_dra_11_shirt.wzu		
30433 Data\Armor\Shadow\A011\w_sha_11_chest.wzu		
30435 Data\Armor\Shadow\A011\w_sha_11_helm.wzu		
30436 Data\Armor\Shadow\A011\w_sha_11_pants.wzu		
30437 Data\Armor\Shadow\A011\w_sha_11_boots.wzu		
30438 Data\Armor\Shadow\A011\w_sha_11_hand.wzu		
30439 Data\Armor\Shadow\A011\w_sha_11_belt.wzu		
30440 Data\Armor\Shadow\A011\w_sha_11_shirt.wzu		
		
//페이트아이템(a셋)		
30441 Data\Armor\Valkyrie\A001\w_val_01a_chest.wzu		
30442 Data\Armor\Valkyrie\A002\w_val_02a_chest.wzu		
30443 Data\Armor\Valkyrie\A003\w_val_03a_chest.wzu		
30444 Data\Armor\Valkyrie\A004\w_val_04a_chest.wzu		
30445 Data\Armor\Valkyrie\A005\w_val_05a_chest.wzu		
30446 Data\Armor\Valkyrie\A006\w_val_06a_chest.wzu		
30447 Data\Armor\Valkyrie\A007\w_val_07a_chest.wzu		
30448 Data\Armor\Valkyrie\A008\w_val_08a_chest.wzu		
30449 Data\Armor\Valkyrie\A009\w_val_09a_chest.wzu		
30450 Data\Armor\Valkyrie\A010\w_val_10a_chest.wzu		
30451 Data\Armor\Valkyrie\A001\w_val_01a_chest.wzu		
30452 Data\Armor\Valkyrie\A002\w_val_02a_chest.wzu		
30453 Data\Armor\Valkyrie\A003\w_val_03a_chest.wzu		
30454 Data\Armor\Valkyrie\A004\w_val_04a_chest.wzu		
30455 Data\Armor\Valkyrie\A005\w_val_05a_chest.wzu		
30456 Data\Armor\Valkyrie\A006\w_val_06a_chest.wzu		
30457 Data\Armor\Valkyrie\A007\w_val_07a_chest.wzu		
30458 Data\Armor\Valkyrie\A008\w_val_08a_chest.wzu		
30459 Data\Armor\Valkyrie\A009\w_val_09a_chest.wzu		
30460 Data\Armor\Valkyrie\A010\w_val_10a_chest.wzu		
30461 Data\Armor\Magician\A001\w_mag_01a_chest.wzu		
30462 Data\Armor\Magician\A002\w_mag_02a_chest.wzu		
30463 Data\Armor\Magician\A003\w_mag_03a_chest.wzu		
30464 Data\Armor\Magician\A004\w_mag_04a_chest.wzu		
30465 Data\Armor\Magician\A005\w_mag_05a_chest.wzu		
30466 Data\Armor\Magician\A006\w_mag_06a_chest.wzu		
30467 Data\Armor\Magician\A007\w_mag_07a_chest.wzu		
30468 Data\Armor\Magician\A008\w_mag_08a_chest.wzu		
30469 Data\Armor\Magician\A009\w_mag_09a_chest.wzu		
30470 Data\Armor\Magician\A010\w_mag_10a_chest.wzu		
30471 Data\Armor\Dragon\A001\w_dra_01a_chest.wzu		
30472 Data\Armor\Dragon\A002\w_dra_02a_chest.wzu		
30473 Data\Armor\Dragon\A003\w_dra_03a_chest.wzu		
30474 Data\Armor\Dragon\A004\w_dra_04a_chest.wzu		
30475 Data\Armor\Dragon\A005\w_dra_05a_chest.wzu		
30476 Data\Armor\Dragon\A006\w_dra_06a_chest.wzu		
30477 Data\Armor\Dragon\A007\w_dra_07a_chest.wzu		
30478 Data\Armor\Dragon\A008\w_dra_08a_chest.wzu		
30479 Data\Armor\Dragon\A009\w_dra_09a_chest.wzu		
30480 Data\Armor\Dragon\A010\w_dra_10a_chest.wzu		
30481 Data\Armor\Shadow\A001\w_sha_01a_chest.wzu		
30482 Data\Armor\Shadow\A002\w_sha_02a_chest.wzu		
30483 Data\Armor\Shadow\A003\w_sha_03a_chest.wzu		
30484 Data\Armor\Shadow\A004\w_sha_04a_chest.wzu		
30485 Data\Armor\Shadow\A005\w_sha_05a_chest.wzu		
30486 Data\Armor\Shadow\A006\w_sha_06a_chest.wzu		
30487 Data\Armor\Shadow\A007\w_sha_07a_chest.wzu		
30488 Data\Armor\Shadow\A008\w_sha_08a_chest.wzu		
30489 Data\Armor\Shadow\A009\w_sha_09a_chest.wzu		
30490 Data\Armor\Shadow\A010\w_sha_10a_chest.wzu		
30491 Data\Armor\Valkyrie\A001\w_val_01a_protector.wzu		
30492 Data\Armor\Valkyrie\A002\w_val_02a_protector.wzu		
30493 Data\Armor\Valkyrie\A003\w_val_03a_protector.wzu		
30494 Data\Armor\Valkyrie\A004\w_val_04a_protector.wzu		
30495 Data\Armor\Valkyrie\A005\w_val_05a_protector.wzu		
30496 Data\Armor\Valkyrie\A006\w_val_06a_protector.wzu		
30497 Data\Armor\Valkyrie\A007\w_val_07a_protector.wzu		
30498 Data\Armor\Valkyrie\A008\w_val_08a_protector.wzu		
30499 Data\Armor\Valkyrie\A009\w_val_09a_protector.wzu		
30500 Data\Armor\Valkyrie\A010\w_val_10a_protector.wzu		
30501 Data\Armor\Valkyrie\A001\w_val_01a_protector.wzu		
30502 Data\Armor\Valkyrie\A002\w_val_02a_protector.wzu		
30503 Data\Armor\Valkyrie\A003\w_val_03a_protector.wzu		
30504 Data\Armor\Valkyrie\A004\w_val_04a_protector.wzu		
30505 Data\Armor\Valkyrie\A005\w_val_05a_protector.wzu		
30506 Data\Armor\Valkyrie\A006\w_val_06a_protector.wzu		
30507 Data\Armor\Valkyrie\A007\w_val_07a_protector.wzu		
30508 Data\Armor\Valkyrie\A008\w_val_08a_protector.wzu		
30509 Data\Armor\Valkyrie\A009\w_val_09a_protector.wzu		
30510 Data\Armor\Valkyrie\A010\w_val_10a_protector.wzu		
30511 Data\Armor\Magician\A001\w_mag_01a_protector.wzu		
30512 Data\Armor\Magician\A002\w_mag_02a_protector.wzu		
30513 Data\Armor\Magician\A003\w_mag_03a_protector.wzu		
30514 Data\Armor\Magician\A004\w_mag_04a_protector.wzu		
30515 Data\Armor\Magician\A005\w_mag_05a_protector.wzu		
30516 Data\Armor\Magician\A006\w_mag_06a_protector.wzu		
30517 Data\Armor\Magician\A007\w_mag_07a_protector.wzu		
30518 Data\Armor\Magician\A008\w_mag_08a_protector.wzu		
30519 Data\Armor\Magician\A009\w_mag_09a_protector.wzu		
30520 Data\Armor\Magician\A010\w_mag_10a_protector.wzu		
30521 Data\Armor\Dragon\A001\w_dra_01a_protector.wzu		
30522 Data\Armor\Dragon\A002\w_dra_02a_protector.wzu		
30523 Data\Armor\Dragon\A003\w_dra_03a_protector.wzu		
30524 Data\Armor\Dragon\A004\w_dra_04a_protector.wzu		
30525 Data\Armor\Dragon\A005\w_dra_05a_protector.wzu		
30526 Data\Armor\Dragon\A006\w_dra_06a_protector.wzu		
30527 Data\Armor\Dragon\A007\w_dra_07a_protector.wzu		
30528 Data\Armor\Dragon\A008\w_dra_08a_protector.wzu		
30529 Data\Armor\Dragon\A009\w_dra_09a_protector.wzu		
30530 Data\Armor\Dragon\A010\w_dra_10a_protector.wzu		
30531 Data\Armor\Shadow\A001\w_sha_01a_protector.wzu		
30532 Data\Armor\Shadow\A002\w_sha_02a_protector.wzu		
30533 Data\Armor\Shadow\A003\w_sha_03a_protector.wzu		
30534 Data\Armor\Shadow\A004\w_sha_04a_protector.wzu		
30535 Data\Armor\Shadow\A005\w_sha_05a_protector.wzu		
30536 Data\Armor\Shadow\A006\w_sha_06a_protector.wzu		
30537 Data\Armor\Shadow\A007\w_sha_07a_protector.wzu		
30538 Data\Armor\Shadow\A008\w_sha_08a_protector.wzu		
30539 Data\Armor\Shadow\A009\w_sha_09a_protector.wzu		
30540 Data\Armor\Shadow\A010\w_sha_10a_protector.wzu		
30541 Data\Armor\Valkyrie\A001\w_val_01a_helm.wzu		
30542 Data\Armor\Valkyrie\A002\w_val_02a_helm.wzu		
30543 Data\Armor\Valkyrie\A003\w_val_03a_helm.wzu		
30544 Data\Armor\Valkyrie\A004\w_val_04a_helm.wzu		
30545 Data\Armor\Valkyrie\A005\w_val_05a_helm.wzu		
30546 Data\Armor\Valkyrie\A006\w_val_06a_helm.wzu		
30547 Data\Armor\Valkyrie\A007\w_val_07a_helm.wzu		
30548 Data\Armor\Valkyrie\A008\w_val_08a_helm.wzu		
30549 Data\Armor\Valkyrie\A009\w_val_09a_helm.wzu		
30550 Data\Armor\Valkyrie\A010\w_val_10a_helm.wzu		
30551 Data\Armor\Valkyrie\A001\w_val_01a_helm.wzu		
30552 Data\Armor\Valkyrie\A002\w_val_02a_helm.wzu		
30553 Data\Armor\Valkyrie\A003\w_val_03a_helm.wzu		
30554 Data\Armor\Valkyrie\A004\w_val_04a_helm.wzu		
30555 Data\Armor\Valkyrie\A005\w_val_05a_helm.wzu		
30556 Data\Armor\Valkyrie\A006\w_val_06a_helm.wzu		
30557 Data\Armor\Valkyrie\A007\w_val_07a_helm.wzu		
30558 Data\Armor\Valkyrie\A008\w_val_08a_helm.wzu		
30559 Data\Armor\Valkyrie\A009\w_val_09a_helm.wzu		
30560 Data\Armor\Valkyrie\A010\w_val_10a_helm.wzu		
30561 Data\Armor\Magician\A001\w_mag_01a_helm.wzu		
30562 Data\Armor\Magician\A002\w_mag_02a_helm.wzu		
30563 Data\Armor\Magician\A003\w_mag_03a_helm.wzu		
30564 Data\Armor\Magician\A004\w_mag_04a_helm.wzu		
30565 Data\Armor\Magician\A005\w_mag_05a_helm.wzu		
30566 Data\Armor\Magician\A006\w_mag_06a_helm.wzu		
30567 Data\Armor\Magician\A007\w_mag_07a_helm.wzu		
30568 Data\Armor\Magician\A008\w_mag_08a_helm.wzu		
30569 Data\Armor\Magician\A009\w_mag_09a_helm.wzu		
30570 Data\Armor\Magician\A010\w_mag_10a_helm.wzu		
30571 Data\Armor\Dragon\A001\w_dra_01a_helm.wzu		
30572 Data\Armor\Dragon\A002\w_dra_02a_helm.wzu		
30573 Data\Armor\Dragon\A003\w_dra_03a_helm.wzu		
30574 Data\Armor\Dragon\A004\w_dra_04a_helm.wzu		
30575 Data\Armor\Dragon\A005\w_dra_05a_helm.wzu		
30576 Data\Armor\Dragon\A006\w_dra_06a_helm.wzu		
30577 Data\Armor\Dragon\A007\w_dra_07a_helm.wzu		
30578 Data\Armor\Dragon\A008\w_dra_08a_helm.wzu		
30579 Data\Armor\Dragon\A009\w_dra_09a_helm.wzu		
30580 Data\Armor\Dragon\A010\w_dra_10a_helm.wzu		
30581 Data\Armor\Shadow\A001\w_sha_01a_helm.wzu		
30582 Data\Armor\Shadow\A002\w_sha_02a_helm.wzu		
30583 Data\Armor\Shadow\A003\w_sha_03a_helm.wzu		
30584 Data\Armor\Shadow\A004\w_sha_04a_helm.wzu		
30585 Data\Armor\Shadow\A005\w_sha_05a_helm.wzu		
30586 Data\Armor\Shadow\A006\w_sha_06a_helm.wzu		
30587 Data\Armor\Shadow\A007\w_sha_07a_helm.wzu		
30588 Data\Armor\Shadow\A008\w_sha_08a_helm.wzu		
30589 Data\Armor\Shadow\A009\w_sha_09a_helm.wzu		
30590 Data\Armor\Shadow\A010\w_sha_10a_helm.wzu		
30591 Data\Armor\Valkyrie\A001\w_val_01a_pants.wzu		
30592 Data\Armor\Valkyrie\A002\w_val_02a_pants.wzu		
30593 Data\Armor\Valkyrie\A003\w_val_03a_pants.wzu		
30594 Data\Armor\Valkyrie\A004\w_val_04a_pants.wzu		
30595 Data\Armor\Valkyrie\A005\w_val_05a_pants.wzu		
30596 Data\Armor\Valkyrie\A006\w_val_06a_pants.wzu		
30597 Data\Armor\Valkyrie\A007\w_val_07a_pants.wzu		
30598 Data\Armor\Valkyrie\A008\w_val_08a_pants.wzu		
30599 Data\Armor\Valkyrie\A009\w_val_09a_pants.wzu		
30600 Data\Armor\Valkyrie\A010\w_val_10a_pants.wzu		
30601 Data\Armor\Valkyrie\A001\w_val_01a_pants.wzu		
30602 Data\Armor\Valkyrie\A002\w_val_02a_pants.wzu		
30603 Data\Armor\Valkyrie\A003\w_val_03a_pants.wzu		
30604 Data\Armor\Valkyrie\A004\w_val_04a_pants.wzu		
30605 Data\Armor\Valkyrie\A005\w_val_05a_pants.wzu		
30606 Data\Armor\Valkyrie\A006\w_val_06a_pants.wzu		
30607 Data\Armor\Valkyrie\A007\w_val_07a_pants.wzu		
30608 Data\Armor\Valkyrie\A008\w_val_08a_pants.wzu		
30609 Data\Armor\Valkyrie\A009\w_val_09a_pants.wzu		
30610 Data\Armor\Valkyrie\A010\w_val_10a_pants.wzu		
30611 Data\Armor\Magician\A001\w_mag_01a_pants.wzu		
30612 Data\Armor\Magician\A002\w_mag_02a_pants.wzu		
30613 Data\Armor\Magician\A003\w_mag_03a_pants.wzu		
30614 Data\Armor\Magician\A004\w_mag_04a_pants.wzu		
30615 Data\Armor\Magician\A005\w_mag_05a_pants.wzu		
30616 Data\Armor\Magician\A006\w_mag_06a_pants.wzu		
30617 Data\Armor\Magician\A007\w_mag_07a_pants.wzu		
30618 Data\Armor\Magician\A008\w_mag_08a_pants.wzu		
30619 Data\Armor\Magician\A009\w_mag_09a_pants.wzu		
30620 Data\Armor\Magician\A010\w_mag_10a_pants.wzu		
30621 Data\Armor\Dragon\A001\w_dra_01a_pants.wzu		
30622 Data\Armor\Dragon\A002\w_dra_02a_pants.wzu		
30623 Data\Armor\Dragon\A003\w_dra_03a_pants.wzu		
30624 Data\Armor\Dragon\A004\w_dra_04a_pants.wzu		
30625 Data\Armor\Dragon\A005\w_dra_05a_pants.wzu		
30626 Data\Armor\Dragon\A006\w_dra_06a_pants.wzu		
30627 Data\Armor\Dragon\A007\w_dra_07a_pants.wzu		
30628 Data\Armor\Dragon\A008\w_dra_08a_pants.wzu		
30629 Data\Armor\Dragon\A009\w_dra_09a_pants.wzu		
30630 Data\Armor\Dragon\A010\w_dra_10a_pants.wzu		
30631 Data\Armor\Shadow\A001\w_sha_01a_pants.wzu		
30632 Data\Armor\Shadow\A002\w_sha_02a_pants.wzu		
30633 Data\Armor\Shadow\A003\w_sha_03a_pants.wzu		
30634 Data\Armor\Shadow\A004\w_sha_04a_pants.wzu		
30635 Data\Armor\Shadow\A005\w_sha_05a_pants.wzu		
30636 Data\Armor\Shadow\A006\w_sha_06a_pants.wzu		
30637 Data\Armor\Shadow\A007\w_sha_07a_pants.wzu		
30638 Data\Armor\Shadow\A008\w_sha_08a_pants.wzu		
30639 Data\Armor\Shadow\A009\w_sha_09a_pants.wzu		
30640 Data\Armor\Shadow\A010\w_sha_10a_pants.wzu		
30641 Data\Armor\Valkyrie\A001\w_val_01a_boots.wzu		
30642 Data\Armor\Valkyrie\A002\w_val_02a_boots.wzu		
30643 Data\Armor\Valkyrie\A003\w_val_03a_boots.wzu		
30644 Data\Armor\Valkyrie\A004\w_val_04a_boots.wzu		
30645 Data\Armor\Valkyrie\A005\w_val_05a_boots.wzu		
30646 Data\Armor\Valkyrie\A006\w_val_06a_boots.wzu		
30647 Data\Armor\Valkyrie\A007\w_val_07a_boots.wzu		
30648 Data\Armor\Valkyrie\A008\w_val_08a_boots.wzu		
30649 Data\Armor\Valkyrie\A009\w_val_09a_boots.wzu		
30650 Data\Armor\Valkyrie\A010\w_val_10a_boots.wzu		
30651 Data\Armor\Valkyrie\A001\w_val_01a_boots.wzu		
30652 Data\Armor\Valkyrie\A002\w_val_02a_boots.wzu		
30653 Data\Armor\Valkyrie\A003\w_val_03a_boots.wzu		
30654 Data\Armor\Valkyrie\A004\w_val_04a_boots.wzu		
30655 Data\Armor\Valkyrie\A005\w_val_05a_boots.wzu		
30656 Data\Armor\Valkyrie\A006\w_val_06a_boots.wzu		
30657 Data\Armor\Valkyrie\A007\w_val_07a_boots.wzu		
30658 Data\Armor\Valkyrie\A008\w_val_08a_boots.wzu		
30659 Data\Armor\Valkyrie\A009\w_val_09a_boots.wzu		
30660 Data\Armor\Valkyrie\A010\w_val_10a_boots.wzu		
30661 Data\Armor\Magician\A001\w_mag_01a_boots.wzu		
30662 Data\Armor\Magician\A002\w_mag_02a_boots.wzu		
30663 Data\Armor\Magician\A003\w_mag_03a_boots.wzu		
30664 Data\Armor\Magician\A004\w_mag_04a_boots.wzu		
30665 Data\Armor\Magician\A005\w_mag_05a_boots.wzu		
30666 Data\Armor\Magician\A006\w_mag_06a_boots.wzu		
30667 Data\Armor\Magician\A007\w_mag_07a_boots.wzu		
30668 Data\Armor\Magician\A008\w_mag_08a_boots.wzu		
30669 Data\Armor\Magician\A009\w_mag_09a_boots.wzu		
30670 Data\Armor\Magician\A010\w_mag_10a_boots.wzu		
30671 Data\Armor\Dragon\A001\w_dra_01a_boots.wzu		
30672 Data\Armor\Dragon\A002\w_dra_02a_boots.wzu		
30673 Data\Armor\Dragon\A003\w_dra_03a_boots.wzu		
30674 Data\Armor\Dragon\A004\w_dra_04a_boots.wzu		
30675 Data\Armor\Dragon\A005\w_dra_05a_boots.wzu		
30676 Data\Armor\Dragon\A006\w_dra_06a_boots.wzu		
30677 Data\Armor\Dragon\A007\w_dra_07a_boots.wzu		
30678 Data\Armor\Dragon\A008\w_dra_08a_boots.wzu		
30679 Data\Armor\Dragon\A009\w_dra_09a_boots.wzu		
30680 Data\Armor\Dragon\A010\w_dra_10a_boots.wzu		
30681 Data\Armor\Shadow\A001\w_sha_01a_boots.wzu		
30682 Data\Armor\Shadow\A002\w_sha_02a_boots.wzu		
30683 Data\Armor\Shadow\A003\w_sha_03a_boots.wzu		
30684 Data\Armor\Shadow\A004\w_sha_04a_boots.wzu		
30685 Data\Armor\Shadow\A005\w_sha_05a_boots.wzu		
30686 Data\Armor\Shadow\A006\w_sha_06a_boots.wzu		
30687 Data\Armor\Shadow\A007\w_sha_07a_boots.wzu		
30688 Data\Armor\Shadow\A008\w_sha_08a_boots.wzu		
30689 Data\Armor\Shadow\A009\w_sha_09a_boots.wzu		
30690 Data\Armor\Shadow\A010\w_sha_10a_boots.wzu		
30691 Data\Armor\Valkyrie\A001\w_val_01a_hand.wzu		
30692 Data\Armor\Valkyrie\A002\w_val_02a_hand.wzu		
30693 Data\Armor\Valkyrie\A003\w_val_03a_hand.wzu		
30694 Data\Armor\Valkyrie\A004\w_val_04a_hand.wzu		
30695 Data\Armor\Valkyrie\A005\w_val_05a_hand.wzu		
30696 Data\Armor\Valkyrie\A006\w_val_06a_hand.wzu		
30697 Data\Armor\Valkyrie\A007\w_val_07a_hand.wzu		
30698 Data\Armor\Valkyrie\A008\w_val_08a_hand.wzu		
30699 Data\Armor\Valkyrie\A009\w_val_09a_hand.wzu		
30700 Data\Armor\Valkyrie\A010\w_val_10a_hand.wzu		
30701 Data\Armor\Valkyrie\A001\w_val_01a_hand.wzu		
30702 Data\Armor\Valkyrie\A002\w_val_02a_hand.wzu		
30703 Data\Armor\Valkyrie\A003\w_val_03a_hand.wzu		
30704 Data\Armor\Valkyrie\A004\w_val_04a_hand.wzu		
30705 Data\Armor\Valkyrie\A005\w_val_05a_hand.wzu		
30706 Data\Armor\Valkyrie\A006\w_val_06a_hand.wzu		
30707 Data\Armor\Valkyrie\A007\w_val_07a_hand.wzu		
30708 Data\Armor\Valkyrie\A008\w_val_08a_hand.wzu		
30709 Data\Armor\Valkyrie\A009\w_val_09a_hand.wzu		
30710 Data\Armor\Valkyrie\A010\w_val_10a_hand.wzu		
30711 Data\Armor\Magician\A001\w_mag_01a_hand.wzu		
30712 Data\Armor\Magician\A002\w_mag_02a_hand.wzu		
30713 Data\Armor\Magician\A003\w_mag_03a_hand.wzu		
30714 Data\Armor\Magician\A004\w_mag_04a_hand.wzu		
30715 Data\Armor\Magician\A005\w_mag_05a_hand.wzu		
30716 Data\Armor\Magician\A006\w_mag_06a_hand.wzu		
30717 Data\Armor\Magician\A007\w_mag_07a_hand.wzu		
30718 Data\Armor\Magician\A008\w_mag_08a_hand.wzu		
30719 Data\Armor\Magician\A009\w_mag_09a_hand.wzu		
30720 Data\Armor\Magician\A010\w_mag_10a_hand.wzu		
30721 Data\Armor\Dragon\A001\w_dra_01a_hand.wzu		
30722 Data\Armor\Dragon\A002\w_dra_02a_hand.wzu		
30723 Data\Armor\Dragon\A003\w_dra_03a_hand.wzu		
30724 Data\Armor\Dragon\A004\w_dra_04a_hand.wzu		
30725 Data\Armor\Dragon\A005\w_dra_05a_hand.wzu		
30726 Data\Armor\Dragon\A006\w_dra_06a_hand.wzu		
30727 Data\Armor\Dragon\A007\w_dra_07a_hand.wzu		
30728 Data\Armor\Dragon\A008\w_dra_08a_hand.wzu		
30729 Data\Armor\Dragon\A009\w_dra_09a_hand.wzu		
30730 Data\Armor\Dragon\A010\w_dra_10a_hand.wzu		
30731 Data\Armor\Shadow\A001\w_sha_01a_hand.wzu		
30732 Data\Armor\Shadow\A002\w_sha_02a_hand.wzu		
30733 Data\Armor\Shadow\A003\w_sha_03a_hand.wzu		
30734 Data\Armor\Shadow\A004\w_sha_04a_hand.wzu		
30735 Data\Armor\Shadow\A005\w_sha_05a_hand.wzu		
30736 Data\Armor\Shadow\A006\w_sha_06a_hand.wzu		
30737 Data\Armor\Shadow\A007\w_sha_07a_hand.wzu		
30738 Data\Armor\Shadow\A008\w_sha_08a_hand.wzu		
30739 Data\Armor\Shadow\A009\w_sha_09a_hand.wzu		
30740 Data\Armor\Shadow\A010\w_sha_10a_hand.wzu		
30741 Data\Armor\Valkyrie\A001\w_val_01a_belt.wzu		
30742 Data\Armor\Valkyrie\A002\w_val_02a_belt.wzu		
30743 Data\Armor\Valkyrie\A003\w_val_03a_belt.wzu		
30744 Data\Armor\Valkyrie\A004\w_val_04a_belt.wzu		
30745 Data\Armor\Valkyrie\A005\w_val_05a_belt.wzu		
30746 Data\Armor\Valkyrie\A006\w_val_06a_belt.wzu		
30747 Data\Armor\Valkyrie\A007\w_val_07a_belt.wzu		
30748 Data\Armor\Valkyrie\A008\w_val_08a_belt.wzu		
30749 Data\Armor\Valkyrie\A009\w_val_09a_belt.wzu		
